sweep_id,run_id,candidate_id,experiment_family,detector_family,dataset_name,dataset_granularity,mh_level,scope_id,status,error,stage,model_name,n_train,n_eval_prices,n_eval_products,attempt_count,training_time_sec,combined_accuracy,combined_precision,combined_recall,combined_tnr,combined_fpr,combined_fnr,combined_f1,combined_g_mean,weighted_f1_mean,rank_score,default_distance,config_key,is_baseline_config
single_config_optimized_mh5_run,if_COUNTRY_4_B2C_COMPETITOR_3_COUNTRY_4_2026-02-08_20260330T195243Z,error,tuning_forests,if,COMPETITOR_3_COUNTRY_4,by_competitor,mh20,COUNTRY_4/B2C/COMPETITOR_3_COUNTRY_4_2026-02-08,error,"Need at least 50 valid samples, got 0",threshold_sweep,COMPETITOR_3_COUNTRY_4_mh20,,,,0,,,,,,,,,,,,,,False
