schema_version,sweep_id,run_id,candidate_id,experiment_family,detector_family,dataset_name,dataset_granularity,status,error,training_time_sec,n_train,n_eval_prices,n_eval_products,combined_precision,combined_recall,combined_f1,stage,attempt_count,weighted_f1_mean,rank_score,default_distance,new_prices_accuracy_mean,new_prices_accuracy_std,new_prices_precision_mean,new_prices_precision_std,new_prices_recall_mean,new_prices_recall_std,new_prices_f1_mean,new_prices_f1_std,new_prices_g_mean_mean,new_prices_g_mean_std,new_products_accuracy_mean,new_products_accuracy_std,new_products_precision_mean,new_products_precision_std,new_products_recall_mean,new_products_recall_std,new_products_f1_mean,new_products_f1_std,new_products_g_mean_mean,new_products_g_mean_std,threshold,w
phase2.v1,1-6coarse_grid_single_attempt_batch,hybrid_weighted__threshold_1p000__w_0p300,hybrid_weighted__threshold_1p000__w_0p300,tuning,hybrid_weighted,COMPETITOR_1_COUNTRY_4,by_competitor,ok,,28.03567219991237,201414,16240,54722,0.15883922787732085,0.8862182395644282,0.2693869968506161,coarse,1,0.2693869968506161,0.6507623456583437,0.2,0.5303571428571429,0.0,0.1657944549604721,0.0,0.916871921182266,0.0,0.2808109382366808,0.0,0.6685009436533854,0.0,0.49168524542231645,0.0,0.14261036468330135,0.0,0.8146929824561403,0.0,0.2427311336164652,0.0,0.6093722836699131,0.0,1.0,0.3
phase2.v1,1-6coarse_grid_single_attempt_batch,hybrid_weighted__threshold_1p000__w_0p400,hybrid_weighted__threshold_1p000__w_0p400,tuning,hybrid_weighted,COMPETITOR_1_COUNTRY_4,by_competitor,ok,,28.602797100087628,201414,16240,54722,0.15952257355577787,0.8862182395644282,0.2703666178768533,coarse,1,0.2703666178768533,0.6524954326024673,0.15,0.5334975369458128,0.0,0.16674132138857783,0.0,0.916871921182266,0.0,0.28216789842713663,0.0,0.6708895418772737,0.0,0.4919593582105917,0.0,0.14267882861257802,0.0,0.8146929824561403,0.0,0.24283029659285887,0.0,0.6095758442945861,0.0,1.0,0.4
phase2.v1,1-6coarse_grid_single_attempt_batch,hybrid_weighted__threshold_1p000__w_0p500,hybrid_weighted__threshold_1p000__w_0p500,tuning,hybrid_weighted,COMPETITOR_1_COUNTRY_4,by_competitor,ok,,28.767267599934712,201414,16240,54722,0.16057932011171527,0.8862730641258317,0.27188115941540325,coarse,1,0.27188115941540325,0.6551349519694258,0.1,0.5381773399014779,0.0,0.16817257736616217,0.0,0.916871921182266,0.0,0.28421454476045044,0.0,0.6744333255794851,0.0,0.4925989547165674,0.0,0.14286171985133922,0.0,0.814875730994152,0.0,0.24310326027695997,0.0,0.6101054135459544,0.0,1.0,0.5
phase2.v1,1-6coarse_grid_single_attempt_batch,hybrid_weighted__threshold_1p000__w_0p600,hybrid_weighted__threshold_1p000__w_0p600,tuning,hybrid_weighted,COMPETITOR_1_COUNTRY_4,by_competitor,ok,,28.192927800118923,201414,16240,54722,0.16150630993353493,0.8862730641258317,0.27320464845543596,coarse,1,0.27320464845543596,0.6574129727869333,0.15,0.542179802955665,0.0,0.16941631584935715,0.0,0.916871921182266,0.0,0.2859886680111399,0.0,0.6774494860848275,0.0,0.49334819633785315,0.0,0.14304962946328317,0.0,0.814875730994152,0.0,0.24337526949212673,0.0,0.6106611084251805,0.0,1.0,0.6
phase2.v1,1-6coarse_grid_single_attempt_batch,hybrid_weighted__threshold_1p000__w_0p700,hybrid_weighted__threshold_1p000__w_0p700,tuning,hybrid_weighted,COMPETITOR_1_COUNTRY_4,by_competitor,ok,,29.14397959993221,201414,16240,54722,0.1625339613292813,0.8862182395644282,0.27466497435154225,coarse,1,0.27466497435154225,0.659870011079216,0.19999999999999998,0.5467364532019704,0.0,0.1708548479632817,0.0,0.916871921182266,0.0,0.2880355933842732,0.0,0.6808670046691471,0.0,0.49371368005555355,0.0,0.14311855918328037,0.0,0.8146929824561403,0.0,0.24346686327517,0.0,0.6108770260360435,0.0,1.0,0.7
phase2.v1,1-6coarse_grid_single_attempt_batch,hybrid_weighted__threshold_1p000__w_0p800,hybrid_weighted__threshold_1p000__w_0p800,tuning,hybrid_weighted,COMPETITOR_1_COUNTRY_4,by_competitor,ok,,28.198058399837464,201414,16240,54722,0.1636849412294618,0.8862182395644282,0.2762989685779032,coarse,1,0.2762989685779032,0.6625601583801491,0.25,0.5517241379310345,0.0,0.17245772527217976,0.0,0.916871921182266,0.0,0.2903100019496978,0.0,0.6845882447153594,0.0,0.4940974379591389,0.0,0.14321511179645335,0.0,0.8146929824561403,0.0,0.24360655737704917,0.0,0.6111612902646587,0.0,1.0,0.8
phase2.v1,1-6coarse_grid_single_attempt_batch,hybrid_weighted__threshold_2p000__w_0p300,hybrid_weighted__threshold_2p000__w_0p300,tuning,hybrid_weighted,COMPETITOR_1_COUNTRY_4,by_competitor,ok,,31.684751800028607,201414,16240,54722,0.2111145962298412,0.8828323502722322,0.3406443633002253,coarse,1,0.3406443633002253,0.7466409224235578,0.1,0.6750615763546798,0.0,0.22380160290337214,0.0,0.9113300492610837,0.0,0.35935413378657277,0.0,0.768947082245842,0.0,0.6135375169036219,0.0,0.181511580658269,0.0,0.8163377192982456,0.0,0.29698823216541453,0.0,0.6945932161715618,0.0,2.0,0.3
phase2.v1,1-6coarse_grid_single_attempt_batch,hybrid_weighted__threshold_2p000__w_0p400,hybrid_weighted__threshold_2p000__w_0p400,tuning,hybrid_weighted,COMPETITOR_1_COUNTRY_4,by_competitor,ok,,31.91318369982764,201414,16240,54722,0.21263017024024083,0.8824013157894737,0.34256785748231006,coarse,1,0.34256785748231006,0.7484122799444228,0.04999999999999999,0.6787561576354679,0.0,0.22576705846435657,0.0,0.9107142857142857,0.0,0.36183486238532103,0.0,0.7711556106510614,0.0,0.6146887906143781,0.0,0.18197743105063754,0.0,0.8163377192982456,0.0,0.29761151270861785,0.0,0.6953445082955996,0.0,2.0,0.4
phase2.v1,1-6coarse_grid_single_attempt_batch,hybrid_weighted__threshold_2p000__w_0p500,hybrid_weighted__threshold_2p000__w_0p500,tuning,hybrid_weighted,COMPETITOR_1_COUNTRY_4,by_competitor,ok,,31.281497499905527,201414,16240,54722,0.21399357259579876,0.8814295977011494,0.3442476852141411,coarse,1,0.3442476852141411,0.7498697435527508,0.0,0.6821428571428572,0.0,0.22751078250154036,0.0,0.9094827586206896,0.0,0.36397240019714144,0.0,0.7729318488462936,0.0,0.6159862578122145,0.0,0.18245341614906832,0.0,0.8159722222222222,0.0,0.29822335025380714,0.0,0.6960581645344845,0.0,2.0,0.5
phase2.v1,1-6coarse_grid_single_attempt_batch,hybrid_weighted__threshold_2p000__w_0p600,hybrid_weighted__threshold_2p000__w_0p600,tuning,hybrid_weighted,COMPETITOR_1_COUNTRY_4,by_competitor,ok,,30.716385799925774,201414,16240,54722,0.215715582888629,0.8808889140955837,0.34641741352372846,coarse,1,0.34641741352372846,0.7518210921875426,0.04999999999999999,0.6860221674876847,0.0,0.2296561381671075,0.0,0.9088669950738916,0.0,0.36666252639423674,0.0,0.7752411699630749,0.0,0.6179050473301414,0.0,0.18318762057217913,0.0,0.8156067251461988,0.0,0.2991788168258757,0.0,0.6971742440446339,0.0,2.0,0.6
