schema_version,sweep_id,run_id,candidate_id,experiment_family,detector_family,dataset_name,dataset_granularity,status,error,training_time_sec,n_train,n_eval_prices,n_eval_products,combined_precision,combined_recall,combined_f1,stage,attempt_count,weighted_f1_mean,rank_score,default_distance,new_prices_accuracy_mean,new_prices_accuracy_std,new_prices_precision_mean,new_prices_precision_std,new_prices_recall_mean,new_prices_recall_std,new_prices_f1_mean,new_prices_f1_std,new_prices_g_mean_mean,new_prices_g_mean_std,new_products_accuracy_mean,new_products_accuracy_std,new_products_precision_mean,new_products_precision_std,new_products_recall_mean,new_products_recall_std,new_products_f1_mean,new_products_f1_std,new_products_g_mean_mean,new_products_g_mean_std,threshold
phase2.v1,1-6coarse_grid_single_attempt_batch,hybrid_max__threshold_1p000,hybrid_max__threshold_1p000,tuning,hybrid_max,COUNTRY_2,by_country,ok,,110.78079019999132,816053,53576,217353,0.1490576740477982,0.8572204192755929,0.25393089109933026,coarse,1,0.25393089109933026,0.6251852410376763,0.2,0.4907234582648947,0.0,0.1503826530612245,0.0,0.880343475826022,0.0,0.2568837323310728,0.0,0.6276136456588767,0.0,0.5103495235860559,0.0,0.14596605634980353,0.0,0.803266620657925,0.0,0.24704092822526444,0.0,0.6195189635882087,0.0,1.0
phase2.v1,1-6coarse_grid_single_attempt_batch,hybrid_max__threshold_2p000,hybrid_max__threshold_2p000,tuning,hybrid_max,COUNTRY_2,by_country,ok,,119.71645469986834,816053,53576,217353,0.20062412331604143,0.8440423931433663,0.3241900007202728,coarse,1,0.3241900007202728,0.7269014324404163,0.0,0.6543228311184113,0.0,0.2077356898618944,0.0,0.8732499533320889,0.0,0.33562921509542254,0.0,0.7417196329487441,0.0,0.6335730355688672,0.0,0.18403046804238463,0.0,0.7758914193696802,0.0,0.29749850051159016,0.0,0.692325631254318,0.0,2.0
phase2.v1,1-6coarse_grid_single_attempt_batch,hybrid_max__threshold_3p000,hybrid_max__threshold_3p000,tuning,hybrid_max,COUNTRY_2,by_country,ok,,127.28422329993919,816053,53576,217353,0.24304291542935547,0.8201219691140234,0.3749632690317876,coarse,1,0.3749632690317876,0.7660185070273242,0.2,0.73493728535165,0.0,0.25460599334073253,0.0,0.8564495053201419,0.0,0.392522564914232,0.0,0.7860501778722612,0.0,0.7067305259186669,0.0,0.2160624003028091,0.0,0.7353577179664136,0.0,0.3339915786394174,0.0,0.7192779417224714,0.0,3.0
phase2.v1,1-6coarse_grid_single_attempt_batch,hybrid_max__threshold_4p000,hybrid_max__threshold_4p000,tuning,hybrid_max,COUNTRY_2,by_country,ok,,133.3871889000293,816053,53576,217353,0.274083512796435,0.7921000276593526,0.40724371021323225,coarse,1,0.40724371021323225,0.7789297887762839,0.4,0.7784082424966403,0.0,0.2884602896291967,0.0,0.8291954452118723,0.0,0.4280208132588167,0.0,0.8004835931230185,0.0,0.7477927610845031,0.0,0.24053770018665788,0.0,0.7055440533701404,0.0,0.3587638031068688,0.0,0.7286375786339037,0.0,4.0
phase2.v1,1-6coarse_grid_single_attempt_batch,hybrid_max__threshold_5p000,hybrid_max__threshold_5p000,tuning,hybrid_max,COUNTRY_2,by_country,ok,,136.44827439985238,816053,53576,217353,0.29908339554520214,0.7600585548625901,0.4292485145679752,coarse,1,0.4292485145679752,0.7803491595995513,0.6,0.806125877258474,0.0,0.3143089190785588,0.0,0.7946611909650924,0.0,0.45045235701814723,0.0,0.8010050599665763,0.0,0.7781167041632736,0.0,0.26355717396736994,0.0,0.6793190706234185,0.0,0.37977288218424066,0.0,0.7321520587431597,0.0,5.0
phase2.v1,1-6coarse_grid_single_attempt_batch,hybrid_max__threshold_6p000,hybrid_max__threshold_6p000,tuning,hybrid_max,COUNTRY_2,by_country,ok,,133.5072333998978,816053,53576,217353,0.31415428153181957,0.7283354519083471,0.43894556323838085,coarse,1,0.43894556323838085,0.7739278321693761,0.8,0.8222898312677318,0.0,0.3307867360208062,0.0,0.7597535934291582,0.0,0.4609025536492837,0.0,0.7937355497678824,0.0,0.793115346924128,0.0,0.2753452210575175,0.0,0.6550264550264551,0.0,0.38771258561294103,0.0,0.7277098244395284,0.0,6.0
phase2.v1,1-6coarse_grid_single_attempt_batch,hybrid_max__threshold_4p500,hybrid_max__threshold_4p500,tuning,hybrid_max,COUNTRY_2,by_country,ok,,132.3575829002075,816053,53576,217353,0.28611291796536126,0.7761648755077912,0.41810009995993475,refine,1,0.41810009995993475,0.7800440944306046,0.5,0.7921644019710318,0.0,0.3004834254143646,0.0,0.8122083255553482,0.0,0.4386752029036649,0.0,0.8009955532218643,0.0,0.7644200908200025,0.0,0.2525817339176868,0.0,0.692063492063492,0.0,0.37009152642456455,0.0,0.7311573572509988,0.0,4.5
phase2.v1,1-6coarse_grid_single_attempt_batch,hybrid_max__threshold_4p750,hybrid_max__threshold_4p750,tuning,hybrid_max,COUNTRY_2,by_country,ok,,133.73188430001028,816053,53576,217353,0.29204091058307136,0.768531785646329,0.4232470092733871,refine,1,0.4232470092733871,0.780256812645193,0.55,0.7982118859190682,0.0,0.3061282525238163,0.0,0.8038081015493747,0.0,0.4433918550172476,0.0,0.800693095744956,0.0,0.7724715094799703,0.0,0.25917044605466644,0.0,0.6862203818725557,0.0,0.3762423692043792,0.0,0.7325721520790797,0.0,4.75
phase2.v1,1-6coarse_grid_single_attempt_batch,hybrid_max__threshold_5p250,hybrid_max__threshold_5p250,tuning,hybrid_max,COUNTRY_2,by_country,ok,,133.12584029999562,816053,53576,217353,0.3020496687497608,0.7513939064139938,0.4308805803159415,refine,1,0.4308805803159415,0.7783151925121734,0.65,0.8096162460803344,0.0,0.31725907478680854,0.0,0.7847675938025014,0.0,0.4518486672398968,0.0,0.7984529020156487,0.0,0.7820365948480122,0.0,0.2665610546633162,0.0,0.6735219691741431,0.0,0.3819550441600459,0.0,0.7313272036707312,0.0,5.25
phase2.v1,1-6coarse_grid_single_attempt_batch,hybrid_max__threshold_5p500,hybrid_max__threshold_5p500,tuning,hybrid_max,COUNTRY_2,by_country,ok,,134.18104009982198,816053,53576,217353,0.3060557746592205,0.7429896887427465,0.433517832143734,refine,1,0.433517832143734,0.7766869519561916,0.7,0.814077198745707,0.0,0.32174384389035154,0.0,0.7756206832182192,0.0,0.4548191122543922,0.0,0.7966987423859732,0.0,0.7858874733728083,0.0,0.2694502797865814,0.0,0.6668507016333103,0.0,0.38381484521886505,0.0,0.7299927742867014,0.0,5.5
