run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,threshold,w,stage
hybrid_weighted__threshold_1p000__w_0p300__attempt_01,hybrid_weighted__threshold_1p000__w_0p300,new_prices,hybrid_weighted,0.549674361807292,0.16327357581008006,0.8493857672457658,0.5163747082434844,0.27389714500023443,0.6622698300147006,11685,59882,2072,63937,137576,13757,71567,1,42,1.0,0.3,coarse
hybrid_weighted__threshold_1p000__w_0p300__attempt_01,hybrid_weighted__threshold_1p000__w_0p300,new_products,hybrid_weighted,0.5129446328859895,0.13929849523563145,0.7474046441687632,0.48689427383545714,0.23483021010789326,0.6032470816206227,25846,159698,8735,151540,345819,34581,185544,1,42,1.0,0.3,coarse
hybrid_weighted__threshold_1p000__w_0p400__attempt_01,hybrid_weighted__threshold_1p000__w_0p400,new_prices,hybrid_weighted,0.5529452811536896,0.1642878236046855,0.8492403867122192,0.5200251980713784,0.27531518793448806,0.6645497726357565,11683,59430,2074,64389,137576,13757,71113,1,42,1.0,0.4,coarse
hybrid_weighted__threshold_1p000__w_0p400__attempt_01,hybrid_weighted__threshold_1p000__w_0p400,new_products,hybrid_weighted,0.5134680280724888,0.13945007579394836,0.7475203146236372,0.4874629704599053,0.23505128391649086,0.6036459832099946,25850,159521,8731,151717,345819,34581,185371,1,42,1.0,0.4,coarse
hybrid_weighted__threshold_1p000__w_0p500__attempt_01,hybrid_weighted__threshold_1p000__w_0p500,new_prices,hybrid_weighted,0.556543292434727,0.16542993089384841,0.849167696445446,0.524031045316147,0.2769132305358349,0.6670758844516954,11682,58934,2075,64885,137576,13757,70616,1,42,1.0,0.5,coarse
hybrid_weighted__threshold_1p000__w_0p500__attempt_01,hybrid_weighted__threshold_1p000__w_0p500,new_products,hybrid_weighted,0.5138497306394385,0.139545555153668,0.7474913970099187,0.48789029617206126,0.23518547161742895,0.6038988318197321,25849,159388,8732,151850,345819,34581,185237,1,42,1.0,0.5,coarse
hybrid_weighted__threshold_1p000__w_0p600__attempt_01,hybrid_weighted__threshold_1p000__w_0p600,new_prices,hybrid_weighted,0.5602939466185962,0.16663813518217352,0.8490950061786727,0.5282064949644238,0.278599964223958,0.6696995573430167,11681,58417,2076,65402,137576,13757,70098,1,42,1.0,0.6,coarse
hybrid_weighted__threshold_1p000__w_0p600__attempt_01,hybrid_weighted__threshold_1p000__w_0p600,new_products,hybrid_weighted,0.5142401082647281,0.1396551165278273,0.7475492322373558,0.48831762188421723,0.23534392112414482,0.6041866129992604,25851,159255,8730,151983,345819,34581,185106,1,42,1.0,0.6,coarse
hybrid_weighted__threshold_1p000__w_0p700__attempt_01,hybrid_weighted__threshold_1p000__w_0p700,new_prices,hybrid_weighted,0.5641827062859801,0.1679197274413122,0.8490950061786727,0.5325273181014223,0.2803888622179549,0.672433109278268,11681,57882,2076,65937,137576,13757,69563,1,42,1.0,0.7,coarse
hybrid_weighted__threshold_1p000__w_0p700__attempt_01,hybrid_weighted__threshold_1p000__w_0p700,new_products,hybrid_weighted,0.514838687290172,0.13981925658318145,0.7476070674647928,0.4889762818164877,0.23557981447394796,0.6046173369236632,25853,159050,8728,152188,345819,34581,184903,1,42,1.0,0.7,coarse
hybrid_weighted__threshold_1p000__w_0p800__attempt_01,hybrid_weighted__threshold_1p000__w_0p800,new_prices,hybrid_weighted,0.5681659591789265,0.16924347586686567,0.8490223159118994,0.5369612095074262,0.2822278603358705,0.6751977855790476,11680,57333,2077,66486,137576,13757,69013,1,42,1.0,0.8,coarse
hybrid_weighted__threshold_1p000__w_0p800__attempt_01,hybrid_weighted__threshold_1p000__w_0p800,new_products,hybrid_weighted,0.5155355836434666,0.13999003552551773,0.7475203146236372,0.48976024778465355,0.23581785921172066,0.6050667190600841,25850,158806,8731,152432,345819,34581,184656,1,42,1.0,0.8,coarse
hybrid_weighted__threshold_1p500__w_0p300__attempt_01,hybrid_weighted__threshold_1p500__w_0p300,new_prices,hybrid_weighted,0.6313964644996221,0.19329725781820598,0.8464781565748346,0.6074996567570405,0.31472547668274753,0.7171019380614896,11645,48599,2112,75220,137576,13757,60244,1,42,1.5,0.3,coarse
hybrid_weighted__threshold_1p500__w_0p300__attempt_01,hybrid_weighted__threshold_1p500__w_0p300,new_products,hybrid_weighted,0.5848897833837933,0.16071784397728406,0.7463636100748966,0.5669487658961951,0.26448330455544566,0.6504997522226981,25810,134782,8771,176456,345819,34581,160592,1,42,1.5,0.3,coarse
hybrid_weighted__threshold_1p500__w_0p400__attempt_01,hybrid_weighted__threshold_1p500__w_0p400,new_prices,hybrid_weighted,0.6352343431993952,0.19497571596047564,0.8462600857745148,0.611788174674323,0.316931411381981,0.7195359012417145,11642,48068,2115,75751,137576,13757,59710,1,42,1.5,0.4,coarse
hybrid_weighted__threshold_1p500__w_0p400__attempt_01,hybrid_weighted__threshold_1p500__w_0p400,new_products,hybrid_weighted,0.5861708003319656,0.1611285618829348,0.7461322691651485,0.5683978177471902,0.26502460018283225,0.6512295705388612,25802,134331,8779,176907,345819,34581,160133,1,42,1.5,0.4,coarse
hybrid_weighted__threshold_1p500__w_0p500__attempt_01,hybrid_weighted__threshold_1p500__w_0p500,new_prices,hybrid_weighted,0.6390940280281444,0.19668418651028374,0.8459693247074217,0.6161089978113213,0.31916410706450193,0.7219482757265994,11638,47533,2119,76286,137576,13757,59171,1,42,1.5,0.5,coarse
hybrid_weighted__threshold_1p500__w_0p500__attempt_01,hybrid_weighted__threshold_1p500__w_0p500,new_products,hybrid_weighted,0.5892504460425829,0.16221160495379391,0.746161186778867,0.5718164234444381,0.26648971603554844,0.6531976891699396,25803,133267,8778,177971,345819,34581,159070,1,42,1.5,0.5,coarse
