run_id,candidate_id,dataset_split,detector_name,anomaly_type,injected_count,detected_count,detection_rate
modified_sn__threshold_3p000,modified_sn__threshold_3p000,new_prices,modified_sn,decimal_shift,2319,2033,0.8766709788702026
modified_sn__threshold_3p000,modified_sn__threshold_3p000,new_prices,modified_sn,price_drop,2315,1837,0.7935205183585313
modified_sn__threshold_3p000,modified_sn__threshold_3p000,new_prices,modified_sn,price_spike,2381,2060,0.865182696346073
modified_sn__threshold_3p000,modified_sn__threshold_3p000,new_products,modified_sn,decimal_shift,6893,5298,0.7686058320034818
modified_sn__threshold_3p000,modified_sn__threshold_3p000,new_products,modified_sn,price_drop,6829,4815,0.7050812710499341
modified_sn__threshold_3p000,modified_sn__threshold_3p000,new_products,modified_sn,price_spike,6861,5303,0.7729193995044454
