run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,price_change_threshold,stage
threshold__price_change_threshold_0p100__attempt_01,threshold__price_change_threshold_0p100,new_prices,threshold,0.5490628893342723,0.18123447071268667,0.9976977248104009,0.49921757448089077,0.3067474444652635,0.7057394974386453,7367,33282,17,33178,73844,7384,40649,1,42,0.1,coarse
threshold__price_change_threshold_0p100__attempt_01,threshold__price_change_threshold_0p100,new_products,threshold,0.5146030326995151,0.16249322493224932,0.927790385805653,0.468695080764705,0.276551257610233,0.6594321722572363,13491,69534,1050,61340,145415,14541,83025,1,42,0.1,coarse
threshold__price_change_threshold_0p150__attempt_01,threshold__price_change_threshold_0p150,new_prices,threshold,0.6409186934618927,0.21730007683669247,0.9958017334777898,0.6014896178152273,0.3567512493328805,0.7739279062608458,7353,26485,31,39975,73844,7384,33838,1,42,0.15,coarse
threshold__price_change_threshold_0p150__attempt_01,threshold__price_change_threshold_0p150,new_products,threshold,0.6007358250524362,0.19108126526208188,0.9255897118492539,0.5646423277350734,0.31676806665332974,0.7229295466545814,13459,56977,1082,73897,145415,14541,70436,1,42,0.15,coarse
threshold__price_change_threshold_0p200__attempt_01,threshold__price_change_threshold_0p200,new_prices,threshold,0.7083310763230595,0.25469670710571923,0.995124593716143,0.6764670478483298,0.4055859137826351,0.8204687661041266,7348,21502,36,44958,73844,7384,28850,1,42,0.2,coarse
threshold__price_change_threshold_0p200__attempt_01,threshold__price_change_threshold_0p200,new_products,threshold,0.6565897603410927,0.21553941108396554,0.9222199298535176,0.6270764246527194,0.34941438565863703,0.7604619493150367,13410,48806,1131,82068,145415,14541,62216,1,42,0.2,coarse
threshold__price_change_threshold_0p250__attempt_01,threshold__price_change_threshold_0p250,new_prices,threshold,0.7636368560749689,0.29651632719043003,0.9936348862405201,0.7380830574781824,0.4567355577689244,0.8563790485838552,7337,17407,47,49053,73844,7384,24744,1,42,0.25,coarse
threshold__price_change_threshold_0p250__attempt_01,threshold__price_change_threshold_0p250,new_products,threshold,0.7070866141732284,0.2439812364246993,0.9192627742246063,0.683512385959014,0.38561620124624973,0.7926711122108355,13367,41420,1174,89454,145415,14541,54787,1,42,0.25,coarse
threshold__price_change_threshold_0p300__attempt_01,threshold__price_change_threshold_0p300,new_prices,threshold,0.8067141541628298,0.3398726233090047,0.9901137594799566,0.7863376467047848,0.5060391071119571,0.8823625805752964,7311,14200,73,52260,73844,7384,21511,1,42,0.3,coarse
threshold__price_change_threshold_0p300__attempt_01,threshold__price_change_threshold_0p300,new_products,threshold,0.7454526699446412,0.27114985132988473,0.9156179079843202,0.7265461436190535,0.4183963672359882,0.8156216402686683,13314,35788,1227,95086,145415,14541,49102,1,42,0.3,coarse
threshold__price_change_threshold_0p400__attempt_01,threshold__price_change_threshold_0p400,new_prices,threshold,0.8696441146200098,0.4330106370264133,0.9813109425785482,0.8572374360517605,0.6008790115266606,0.9171785411715492,7246,9488,138,56972,73844,7384,16734,1,42,0.4,coarse
threshold__price_change_threshold_0p400__attempt_01,threshold__price_change_threshold_0p400,new_products,threshold,0.8015404188013616,0.32378279919263525,0.9046145382023245,0.7900881764139555,0.47687929378070226,0.8454142480735861,13154,27472,1387,103402,145415,14541,40626,1,42,0.4,coarse
threshold__price_change_threshold_0p500__attempt_01,threshold__price_change_threshold_0p500,new_prices,threshold,0.9086317100915443,0.523444976076555,0.9630281690140845,0.9025880228708998,0.6782393056416615,0.9323184493719971,7111,6474,273,59986,73844,7384,13585,1,42,0.5,coarse
threshold__price_change_threshold_0p500__attempt_01,threshold__price_change_threshold_0p500,new_products,threshold,0.8288759756558814,0.3568046518067285,0.8861838938174816,0.8225086724635909,0.5087650031585597,0.8537528553758591,12886,23229,1655,107645,145415,14541,36115,1,42,0.5,coarse
threshold__price_change_threshold_0p450__attempt_01,threshold__price_change_threshold_0p450,new_prices,threshold,0.8919343480851525,0.4801068090787717,0.9739978331527628,0.8828167318687933,0.6431765337148989,0.927287217592914,7192,7788,192,58672,73844,7384,14980,1,42,0.45,refine
threshold__price_change_threshold_0p450__attempt_01,threshold__price_change_threshold_0p450,new_products,threshold,0.8198466458068288,0.34565677966101693,0.8975998899663021,0.8112077265155798,0.4991109156612685,0.853311177742445,13052,24708,1489,106166,145415,14541,37760,1,42,0.45,refine
threshold__price_change_threshold_0p475__attempt_01,threshold__price_change_threshold_0p475,new_prices,threshold,0.8986918368452413,0.49663404816434176,0.9691224268689057,0.8908666867288595,0.656724636351122,0.9291710743772287,7156,7253,228,59207,73844,7384,14409,1,42,0.475,refine
threshold__price_change_threshold_0p475__attempt_01,threshold__price_change_threshold_0p475,new_products,threshold,0.8239658907265413,0.35060934417812845,0.8923045182587167,0.8163729999847181,0.5034142934740435,0.8534947665163433,12975,24032,1566,106842,145415,14541,37007,1,42,0.475,refine
