run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,threshold,w,stage
hybrid_weighted__threshold_1p000__w_0p300__attempt_01,hybrid_weighted__threshold_1p000__w_0p300,new_prices,hybrid_weighted,0.6413429909957803,0.19360044080604533,0.8172453895996012,0.62179972311952,0.31304292487351637,0.7128554951557408,4919,20489,1100,33686,60194,6019,25408,1,42,1.0,0.3,coarse
hybrid_weighted__threshold_1p000__w_0p300__attempt_01,hybrid_weighted__threshold_1p000__w_0p300,new_products,hybrid_weighted,0.5248687321042653,0.13555467968347332,0.6976671608020598,0.5056694060126912,0.22700328751126514,0.593960384872037,8942,57024,3875,58332,128173,12817,65966,1,42,1.0,0.3,coarse
hybrid_weighted__threshold_1p000__w_0p400__attempt_01,hybrid_weighted__threshold_1p000__w_0p400,new_prices,hybrid_weighted,0.6450809050735954,0.1953059846709821,0.8170792490446918,0.6259713890170743,0.31525641025641027,0.7151700724034344,4918,20263,1101,33912,60194,6019,25181,1,42,1.0,0.4,coarse
hybrid_weighted__threshold_1p000__w_0p400__attempt_01,hybrid_weighted__threshold_1p000__w_0p400,new_products,hybrid_weighted,0.5250793848938544,0.13559913250527017,0.6975891394242022,0.5059121328756199,0.22706148259136044,0.5940697007902072,8941,56996,3876,58360,128173,12817,65937,1,42,1.0,0.4,coarse
hybrid_weighted__threshold_1p000__w_0p500__attempt_01,hybrid_weighted__threshold_1p000__w_0p500,new_prices,hybrid_weighted,0.6502641459281656,0.1977562427118099,0.8170792490446918,0.6317305029995385,0.3184408184408184,0.7184524236088902,4918,19951,1101,34224,60194,6019,24869,1,42,1.0,0.5,coarse
hybrid_weighted__threshold_1p000__w_0p500__attempt_01,hybrid_weighted__threshold_1p000__w_0p500,new_products,hybrid_weighted,0.5252276220420837,0.1356492718446602,0.6976671608020598,0.5060681715732168,0.22713590814991683,0.5941945341668634,8942,56978,3875,58378,128173,12817,65920,1,42,1.0,0.5,coarse
hybrid_weighted__threshold_1p000__w_0p600__attempt_01,hybrid_weighted__threshold_1p000__w_0p600,new_prices,hybrid_weighted,0.6572249725886301,0.20114519427402863,0.8170792490446918,0.6394646977388094,0.3228199153237717,0.7228370044615986,4918,19532,1101,34643,60194,6019,24450,1,42,1.0,0.6,coarse
hybrid_weighted__threshold_1p000__w_0p600__attempt_01,hybrid_weighted__threshold_1p000__w_0p600,new_products,hybrid_weighted,0.525375859190313,0.13568838105643313,0.6976671608020598,0.506232879087347,0.2271907314718362,0.5942912210840084,8942,56959,3875,58397,128173,12817,65901,1,42,1.0,0.6,coarse
hybrid_weighted__threshold_1p000__w_0p700__attempt_01,hybrid_weighted__threshold_1p000__w_0p700,new_prices,hybrid_weighted,0.6634049905306176,0.20425284492067447,0.8170792490446918,0.6463313336409783,0.3268099810612353,0.7267075895609076,4918,19160,1101,35015,60194,6019,24078,1,42,1.0,0.7,coarse
hybrid_weighted__threshold_1p000__w_0p700__attempt_01,hybrid_weighted__threshold_1p000__w_0p700,new_products,hybrid_weighted,0.5255397002488824,0.13574269147870435,0.6977451821799173,0.5064062554180103,0.22727099454885072,0.5944262148859936,8943,56939,3874,58417,128173,12817,65882,1,42,1.0,0.7,coarse
hybrid_weighted__threshold_1p000__w_0p800__attempt_01,hybrid_weighted__threshold_1p000__w_0p800,new_prices,hybrid_weighted,0.6703492042396252,0.20783667258432664,0.8169131084897824,0.6540655283802492,0.3313677258483,0.7309683330658869,4917,18741,1102,35434,60194,6019,23658,1,42,1.0,0.8,coarse
hybrid_weighted__threshold_1p000__w_0p800__attempt_01,hybrid_weighted__threshold_1p000__w_0p800,new_products,hybrid_weighted,0.5256021158902421,0.13577023498694518,0.6978232035577748,0.5064669371337425,0.22731373819780668,0.5944950635343933,8944,56932,3873,58424,128173,12817,65876,1,42,1.0,0.8,coarse
hybrid_weighted__threshold_2p000__w_0p300__attempt_01,hybrid_weighted__threshold_2p000__w_0p300,new_prices,hybrid_weighted,0.768614812107519,0.2765440470136181,0.8130918757268649,0.7636732810336871,0.41271715297689326,0.7879952668120348,4894,12803,1125,41372,60194,6019,17697,1,42,2.0,0.3,coarse
