run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,multiplier,stage
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_prices,iqr,0.8371295279912184,0.3742376189314467,0.9355084616557402,0.8261989056968136,0.5346111958179047,0.879156452111956,6136,10260,423,48773,65592,6559,16396,1,42,1.0,coarse
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_products,iqr,0.7684320598544876,0.26980691266405554,0.7710736904119004,0.7681385517523523,0.399740395260941,0.7696047218198047,15706,42506,4663,140819,203694,20369,58212,1,42,1.0,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_prices,iqr,0.8698774240761068,0.4275341059116914,0.8887025461198353,0.8677858147138041,0.5773287772990641,0.8781819077063894,5829,7805,730,51228,65592,6559,13634,1,42,1.5,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_products,iqr,0.8002935776213339,0.29926069423578716,0.7432372723255928,0.8066330287740352,0.426709133700692,0.7742865955663609,15139,35449,5230,147876,203694,20369,50588,1,42,1.5,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_prices,iqr,0.8912824734723747,0.4753235547886109,0.83991462113127,0.8969898192536377,0.6070857898506805,0.867983216541095,5509,6081,1050,52952,65592,6559,11590,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_products,iqr,0.8372362465266527,0.34687522456703473,0.7109332809661741,0.8512696031637802,0.4662566810483611,0.7779433732374095,14481,27266,5888,156059,203694,20369,41747,1,42,2.0,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_prices,iqr,0.9013904134650567,0.5043982600289996,0.7955481018447934,0.9131502718818288,0.6173686701372456,0.8523232752275665,5218,5127,1341,53906,65592,6559,10345,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_products,iqr,0.850020128231563,0.36607119366465835,0.6830968628798665,0.8685667530342288,0.4766864229675562,0.7702695789134045,13914,24095,6455,159230,203694,20369,38009,1,42,2.5,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_prices,iqr,0.9100652518599829,0.5357220177527603,0.7545357524012807,0.9273457218843698,0.6265746660758371,0.8364899891798656,4949,4289,1610,54744,65592,6559,9238,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_products,iqr,0.8646450067257749,0.39290387818225075,0.6485836319897884,0.8886513023319241,0.4893597318170874,0.7591868605546956,13211,20413,7158,162912,203694,20369,33624,1,42,3.0,coarse
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_prices,iqr,0.8533967557019149,0.398283090437213,0.9124866595517609,0.8468314332661393,0.5545260817196331,0.8790462932886125,5985,9042,574,49991,65592,6559,15027,1,42,1.25,refine
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_products,iqr,0.7811030270896541,0.28004722550177097,0.7569345574156807,0.7837883540160916,0.40883538396266444,0.770244435783041,15418,39637,4951,143688,203694,20369,55055,1,42,1.25,refine
iqr__multiplier_1p750__attempt_01,iqr__multiplier_1p750,new_prices,iqr,0.8787504573728504,0.44529901114424736,0.865070894953499,0.880270357257805,0.5879488109424382,0.8726375340048385,5674,7068,885,51965,65592,6559,12742,1,42,1.75,refine
iqr__multiplier_1p750__attempt_01,iqr__multiplier_1p750,new_products,iqr,0.809488742918299,0.30818369087996006,0.7271343708576758,0.8186390290467749,0.4328929677909628,0.7715313184475827,14811,33248,5558,150077,203694,20369,48059,1,42,1.75,refine
