run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,multiplier,stage
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_prices,iqr,0.8625858415856462,0.4163861207424882,0.9316265003662866,0.8549147533388015,0.5755381491151725,0.8924467713900559,49597,69516,3640,409623,532376,53237,119113,1,42,1.0,coarse
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_products,iqr,0.8121273690337718,0.271609953233551,0.5225171069900715,0.8443059646498042,0.3574260445257701,0.6642020099813589,52154,139864,47659,758462,998139,99813,192018,1,42,1.0,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_prices,iqr,0.8829135798758772,0.4571337021364823,0.9111332344046433,0.8797781019704094,0.6088135252846008,0.8953184168812106,48506,57603,4731,421536,532376,53237,106109,1,42,1.5,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_products,iqr,0.83386782802796,0.3021140609636185,0.5048340396541533,0.8704267715729034,0.37801058510658253,0.6628884244850499,50389,116399,49424,781927,998139,99813,166788,1,42,1.5,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_prices,iqr,0.897634378709784,0.49344173554579335,0.890376993444409,0.8984407447525666,0.6349808103202299,0.8943997814740039,47401,48661,5836,430478,532376,53237,96062,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_products,iqr,0.8570770203348431,0.34669882208132363,0.48537765621712603,0.8983765359123526,0.4044817178805349,0.6603422577736476,48447,91291,51366,807035,998139,99813,139738,1,42,2.0,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_prices,iqr,0.9047102048176476,0.5138844275096642,0.871461577474313,0.908404450483054,0.6465251745425661,0.8897412968962656,46394,43887,6843,435252,532376,53237,90281,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_products,iqr,0.8659164705516967,0.36635265833326786,0.46716359592437856,0.9102219016259131,0.4106617582301446,0.6520908960050642,46629,80650,53184,817676,998139,99813,127279,1,42,2.5,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_prices,iqr,0.911560626324252,0.5362597218948857,0.854800232920713,0.9178672577268809,0.659058487874465,0.885772626408851,45507,39353,7730,439786,532376,53237,84860,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_products,iqr,0.8755013079340653,0.3930102728338671,0.4499814653401861,0.9227808167636248,0.41957075130199206,0.6443867349000207,44914,69368,54899,828958,998139,99813,114282,1,42,3.0,coarse
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_prices,iqr,0.8729788720753753,0.4360758593722228,0.921708586133704,0.8675645272040056,0.5920451734726504,0.8942268581008733,49069,63455,4168,415684,532376,53237,112524,1,42,1.25,refine
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_products,iqr,0.82180437794736,0.28401839624991004,0.5141514632362518,0.8559876926639104,0.3659082644687025,0.6634058521714837,51319,129370,48494,768956,998139,99813,180689,1,42,1.25,refine
iqr__multiplier_1p750__attempt_01,iqr__multiplier_1p750,new_prices,iqr,0.8891122064105068,0.4714992281143374,0.9007081541033491,0.8878237839123928,0.618978158723602,0.8942427643413069,47951,53748,5286,425391,532376,53237,101699,1,42,1.75,refine
iqr__multiplier_1p750__attempt_01,iqr__multiplier_1p750,new_products,iqr,0.8408488196533749,0.31303279415303936,0.49518599781591577,0.879255415072034,0.3835829061686334,0.6598446559967674,49426,108468,50387,789858,998139,99813,157894,1,42,1.75,refine
