run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,price_change_threshold,stage
threshold__price_change_threshold_0p100__attempt_01,threshold__price_change_threshold_0p100,new_prices,threshold,0.5744808173940025,0.18996052603803854,0.9973401307769034,0.5275010773871822,0.3191361089438967,0.7253261290662909,8999,38374,24,42841,90238,9023,47373,1,42,0.1,coarse
threshold__price_change_threshold_0p100__attempt_01,threshold__price_change_threshold_0p100,new_products,threshold,0.5170776650238488,0.16521109064140413,0.9448509962969494,0.46954869172519864,0.2812452842567989,0.6660732310988658,21433,108298,1251,95864,226846,22684,129731,1,42,0.1,coarse
threshold__price_change_threshold_0p150__attempt_01,threshold__price_change_threshold_0p150,new_prices,threshold,0.6518761497373612,0.22262963605282066,0.9958993682810595,0.6136551129717417,0.3639088000647957,0.7817536308524571,8986,31377,37,49838,90238,9023,40363,1,42,0.15,coarse
threshold__price_change_threshold_0p150__attempt_01,threshold__price_change_threshold_0p150,new_products,threshold,0.6133368011778916,0.19824970070438874,0.9417210368541703,0.5768507361800923,0.3275450983999939,0.737043060740421,21362,86391,1322,117771,226846,22684,107753,1,42,0.15,coarse
threshold__price_change_threshold_0p200__attempt_01,threshold__price_change_threshold_0p200,new_prices,threshold,0.7097896673241871,0.2555470107379874,0.9943477779009199,0.6781752139383119,0.4065983866582072,0.821183302927575,8972,26137,51,55078,90238,9023,35109,1,42,0.2,coarse
threshold__price_change_threshold_0p200__attempt_01,threshold__price_change_threshold_0p200,new_products,threshold,0.6639129629792899,0.22152083030013103,0.9390319167695291,0.6333450887040684,0.3584759596775551,0.7711882083008976,21301,74857,1383,129305,226846,22684,96158,1,42,0.2,coarse
threshold__price_change_threshold_0p250__attempt_01,threshold__price_change_threshold_0p250,new_prices,threshold,0.759125867151311,0.2924272605557914,0.9924637038678932,0.7332019947054116,0.4517479695303435,0.8530394875670528,8955,21668,68,59547,90238,9023,30623,1,42,0.25,coarse
threshold__price_change_threshold_0p250__attempt_01,threshold__price_change_threshold_0p250,new_products,threshold,0.697270394893452,0.2398723938595201,0.9347557749955916,0.6708839059178495,0.38177546114997163,0.79190441683849,21204,67193,1480,136969,226846,22684,88397,1,42,0.25,coarse
threshold__price_change_threshold_0p300__attempt_01,threshold__price_change_threshold_0p300,new_prices,threshold,0.8020567831733859,0.33449425158221924,0.9899146625290923,0.7811857415502063,0.5000279908190114,0.879378882916352,8932,17771,91,63444,90238,9023,26703,1,42,0.3,coarse
threshold__price_change_threshold_0p300__attempt_01,threshold__price_change_threshold_0p300,new_products,threshold,0.7343748622413443,0.26453335338798223,0.9303914653500265,0.7125958797425573,0.41194152206585594,0.8142438975860177,21105,58677,1579,145485,226846,22684,79782,1,42,0.3,coarse
threshold__price_change_threshold_0p400__attempt_01,threshold__price_change_threshold_0p400,new_prices,threshold,0.8617877169263504,0.4183359378699626,0.9790535298681148,0.8487594656159576,0.5861977438619774,0.911581565643074,8834,12283,189,68932,90238,9023,21117,1,42,0.4,coarse
threshold__price_change_threshold_0p400__attempt_01,threshold__price_change_threshold_0p400,new_products,threshold,0.7877502799255883,0.3103381498584835,0.9184006348086757,0.7732340004506225,0.46391431179994214,0.8426972154157765,20833,46297,1851,157865,226846,22684,67130,1,42,0.4,coarse
threshold__price_change_threshold_0p500__attempt_01,threshold__price_change_threshold_0p500,new_prices,threshold,0.9008510826924355,0.5022044320686855,0.9594369943477778,0.8943421781690575,0.6593046723277866,0.926317964492196,8657,8581,366,72634,90238,9023,17238,1,42,0.5,coarse
threshold__price_change_threshold_0p500__attempt_01,threshold__price_change_threshold_0p500,new_products,threshold,0.8145966867390212,0.33927860366339263,0.9014724034561805,0.8049441130082974,0.49300834177154157,0.8518420652923248,20449,39823,2235,164339,226846,22684,60272,1,42,0.5,coarse
threshold__price_change_threshold_0p450__attempt_01,threshold__price_change_threshold_0p450,new_prices,threshold,0.8855914359804073,0.465507184898457,0.972957996231852,0.875884996613926,0.6297252707840184,0.9231464191746767,8779,10080,244,71135,90238,9023,18859,1,42,0.45,refine
threshold__price_change_threshold_0p450__attempt_01,threshold__price_change_threshold_0p450,new_products,threshold,0.8078652477892491,0.33223636684699726,0.9123611356021866,0.7962549348066731,0.48709650846699704,0.8523333013258729,20696,41597,1988,162565,226846,22684,62293,1,42,0.45,refine
threshold__price_change_threshold_0p475__attempt_01,threshold__price_change_threshold_0p475,new_prices,threshold,0.8941576719342184,0.48531701890989987,0.9670841183641804,0.8860555316136182,0.6462985594193238,0.9256836568786666,8726,9254,297,71961,90238,9023,17980,1,42,0.475,refine
threshold__price_change_threshold_0p475__attempt_01,threshold__price_change_threshold_0p475,new_products,threshold,0.8133447360764572,0.3384610327712586,0.9078645741491801,0.8028428404894152,0.49309230216688615,0.8537403431311191,20594,40252,2090,163910,226846,22684,60846,1,42,0.475,refine
