run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted
hybrid_weighted__threshold_5p000__w_0p250,hybrid_weighted__threshold_5p000__w_0p250,new_prices,hybrid_weighted,0.8050678490655875,0.31852568113304136,0.8333333333333334,0.8019276550720804,0.46088638327640835,0.817479691425665,5600,11981,1120,48507,67208,6720,17581
hybrid_weighted__threshold_5p000__w_0p250,hybrid_weighted__threshold_5p000__w_0p250,new_products,hybrid_weighted,0.747680101190134,0.2508213990118131,0.7666449461458852,0.745572941066242,0.37797998696034246,0.7560355330614814,20001,59741,6088,175065,260895,26089,79742
