run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,price_change_threshold,stage
threshold__price_change_threshold_0p100__attempt_01,threshold__price_change_threshold_0p100,new_prices,threshold,0.986871875,0.8855082512827624,0.99771875,0.9856666666666667,0.9382705164940122,0.9916743994796545,31927,4128,73,283872,320000,32000,36055,1,42,0.1,coarse
threshold__price_change_threshold_0p100__attempt_01,threshold__price_change_threshold_0p100,new_products,threshold,0.8146684298896004,0.33931041098737696,0.9009552112078115,0.8050811680271323,0.4929645352179745,0.85167016724746,42444,82645,4666,341352,471107,47110,125089,1,42,0.1,coarse
threshold__price_change_threshold_0p150__attempt_01,threshold__price_change_threshold_0p150,new_prices,threshold,0.9884625,0.9200498575498576,0.9688125,0.9906458333333333,0.9438017535314174,0.9796683451077971,31002,2694,998,285306,320000,32000,33696,1,42,0.15,coarse
threshold__price_change_threshold_0p150__attempt_01,threshold__price_change_threshold_0p150,new_products,threshold,0.846353376196915,0.3827519020226387,0.8756739545744003,0.8430955879404807,0.5326748014720124,0.8592303809666356,41253,66527,5857,357470,471107,47110,107780,1,42,0.15,coarse
threshold__price_change_threshold_0p200__attempt_01,threshold__price_change_threshold_0p200,new_prices,threshold,0.987625,0.9398017441495702,0.93621875,0.9933368055555556,0.9380068255111306,0.9643549877644721,29959,1919,2041,286081,320000,32000,31878,1,42,0.2,coarse
threshold__price_change_threshold_0p200__attempt_01,threshold__price_change_threshold_0p200,new_products,threshold,0.8648990569021475,0.4144587786180569,0.8503926979409892,0.8665108479541129,0.5573029331367243,0.858413943145632,40062,56599,7048,367398,471107,47110,96661,1,42,0.2,coarse
threshold__price_change_threshold_0p250__attempt_01,threshold__price_change_threshold_0p250,new_prices,threshold,0.986121875,0.9542143257408445,0.904625,0.9951770833333333,0.928758201389223,0.9488214104932586,28948,1389,3052,286611,320000,32000,30337,1,42,0.25,coarse
threshold__price_change_threshold_0p250__attempt_01,threshold__price_change_threshold_0p250,new_products,threshold,0.8780064826037397,0.44120650915775855,0.8253024835491403,0.8838623858187676,0.575011831519167,0.854080688302866,38880,49242,8230,374755,471107,47110,88122,1,42,0.25,coarse
threshold__price_change_threshold_0p300__attempt_01,threshold__price_change_threshold_0p300,new_prices,threshold,0.984365625,0.96554578375582,0.874875,0.99653125,0.9179768833510944,0.9337238763915968,27996,999,4004,287001,320000,32000,28995,1,42,0.3,coarse
threshold__price_change_threshold_0p300__attempt_01,threshold__price_change_threshold_0p300,new_products,threshold,0.8878853423956765,0.4647967238997434,0.7998726385056252,0.8976643702667707,0.5879452653258648,0.8473589371321768,37682,43390,9428,380607,471107,47110,81072,1,42,0.3,coarse
threshold__price_change_threshold_0p400__attempt_01,threshold__price_change_threshold_0p400,new_prices,threshold,0.979284375,0.9788969006002491,0.8103125,0.9980590277777778,0.8866624493494504,0.8992995640753867,25930,559,6070,287441,320000,32000,26489,1,42,0.4,coarse
threshold__price_change_threshold_0p400__attempt_01,threshold__price_change_threshold_0p400,new_products,threshold,0.8964502756274052,0.4883675654628638,0.7454680534918277,0.9132258011259513,0.5901311533258836,0.8250943342211713,35119,36792,11991,387205,471107,47110,71911,1,42,0.4,coarse
threshold__price_change_threshold_0p500__attempt_01,threshold__price_change_threshold_0p500,new_prices,threshold,0.973865625,0.9835522278139193,0.75121875,0.9986041666666666,0.8518275721549937,0.8661236481173603,24039,402,7961,287598,320000,32000,24441,1,42,0.5,coarse
threshold__price_change_threshold_0p500__attempt_01,threshold__price_change_threshold_0p500,new_products,threshold,0.8966880135510616,0.48835196322772245,0.6946083634047973,0.9191409373179528,0.5734991280878396,0.7990262712882314,32723,34284,14387,389713,471107,47110,67007,1,42,0.5,coarse
threshold__price_change_threshold_0p125__attempt_01,threshold__price_change_threshold_0p125,new_prices,threshold,0.988084375,0.9059538554598612,0.982875,0.9886631944444444,0.9428481496470165,0.9857648488557417,31452,3265,548,284735,320000,32000,34717,1,42,0.125,refine
threshold__price_change_threshold_0p125__attempt_01,threshold__price_change_threshold_0p125,new_products,threshold,0.8335537362000565,0.3639169521292319,0.8884950116748036,0.8274492508201708,0.5163451100365143,0.8574290243324956,41857,73161,5253,350836,471107,47110,115018,1,42,0.125,refine
