run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted
hybrid_weighted__threshold_4p750__w_0p200,hybrid_weighted__threshold_4p750__w_0p200,new_prices,hybrid_weighted,0.8173736698261325,0.32706583911403186,0.7814203678127499,0.821368287581066,0.46112600536193027,0.8011453734443738,10750,22118,3007,101701,137576,13757,32868
hybrid_weighted__threshold_4p750__w_0p200,hybrid_weighted__threshold_4p750__w_0p200,new_products,hybrid_weighted,0.759804984688522,0.24708128579924254,0.6848269280818947,0.7681356389643939,0.3631428834299384,0.7252861297324037,23682,72165,10899,239073,345819,34581,95847
