run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted
hybrid_avg__threshold_3p000,hybrid_avg__threshold_3p000,new_prices,hybrid_avg,0.8009036688957166,0.2660148507809462,0.5633070265277025,0.827303295825496,0.3613748502376873,0.6826607939584844,28051,77398,21746,370775,497970,49797,105449
hybrid_avg__threshold_3p000,hybrid_avg__threshold_3p000,new_products,hybrid_avg,0.748705701777507,0.2129305692539591,0.5611077737866101,0.7695498308187717,0.3087107990435624,0.6571152048070289,45769,169179,35800,564945,815693,81569,214948
