run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,price_change_threshold,stage
threshold__price_change_threshold_0p100__attempt_01,threshold__price_change_threshold_0p100,new_prices,threshold,0.6202651515151515,0.20829220138203355,1.0,0.5781167806417675,0.3447712418300653,0.7603399112513873,844,3208,0,4396,8448,844,4052,1,42,0.1,coarse
threshold__price_change_threshold_0p100__attempt_01,threshold__price_change_threshold_0p100,new_products,threshold,0.5124103964499926,0.16234814374309745,0.9321951219512196,0.46578533889581186,0.27653570653353593,0.6589406807862689,1911,9860,139,8597,20507,2050,11771,1,42,0.1,coarse
threshold__price_change_threshold_0p150__attempt_01,threshold__price_change_threshold_0p150,new_prices,threshold,0.6782670454545454,0.2369455362156092,1.0,0.6425565491846397,0.3831139355424421,0.8015962507301538,844,2718,0,4886,8448,844,3562,1,42,0.15,coarse
threshold__price_change_threshold_0p150__attempt_01,threshold__price_change_threshold_0p150,new_products,threshold,0.59013995221144,0.18716156345377571,0.9273170731707318,0.5526900363005905,0.31146063733923157,0.715904258146918,1901,8256,149,10201,20507,2050,10157,1,42,0.15,coarse
threshold__price_change_threshold_0p200__attempt_01,threshold__price_change_threshold_0p200,new_prices,threshold,0.7231297348484849,0.26471514006924773,0.9964454976303317,0.6927932667017359,0.41830390450136784,0.8308614393468711,841,2336,3,5268,8448,844,3177,1,42,0.2,coarse
threshold__price_change_threshold_0p200__attempt_01,threshold__price_change_threshold_0p200,new_products,threshold,0.6531428292778075,0.21418087388506266,0.9253658536585366,0.6229072980441025,0.34785000458421195,0.7592214061818288,1897,6960,153,11497,20507,2050,8857,1,42,0.2,coarse
threshold__price_change_threshold_0p250__attempt_01,threshold__price_change_threshold_0p250,new_prices,threshold,0.7700047348484849,0.30212459488656823,0.9940758293838863,0.7451341399263546,0.4634078983706158,0.8606508224300606,839,1938,5,5666,8448,844,2777,1,42,0.25,coarse
threshold__price_change_threshold_0p250__attempt_01,threshold__price_change_threshold_0p250,new_products,threshold,0.7152679572828791,0.24963657988634863,0.9214634146341464,0.6923660399848296,0.3928460018716856,0.7987427466845274,1889,5678,161,12779,20507,2050,7567,1,42,0.25,coarse
threshold__price_change_threshold_0p300__attempt_01,threshold__price_change_threshold_0p300,new_prices,threshold,0.8103693181818182,0.3442892358258012,0.9928909952606635,0.7901104681746449,0.511287370347773,0.8857164157402707,838,1596,6,6008,8448,844,2434,1,42,0.3,coarse
threshold__price_change_threshold_0p300__attempt_01,threshold__price_change_threshold_0p300,new_products,threshold,0.74540400838738,0.2711791023235676,0.9165853658536586,0.7263910711383215,0.41853213052678473,0.8159653336338188,1879,5050,171,13407,20507,2050,6929,1,42,0.3,coarse
threshold__price_change_threshold_0p400__attempt_01,threshold__price_change_threshold_0p400,new_prices,threshold,0.8753551136363636,0.4440278521692555,0.9822274881516587,0.8634928984744871,0.6115824419033566,0.9209486743056806,829,1038,15,6566,8448,844,1867,1,42,0.4,coarse
threshold__price_change_threshold_0p400__attempt_01,threshold__price_change_threshold_0p400,new_products,threshold,0.7959721070853855,0.31716929403701166,0.9029268292682927,0.7840927561358834,0.46943951306112097,0.8414145150578339,1851,3985,199,14472,20507,2050,5836,1,42,0.4,coarse
threshold__price_change_threshold_0p500__attempt_01,threshold__price_change_threshold_0p500,new_prices,threshold,0.9098011363636364,0.5264175257731959,0.9680094786729858,0.9033403471856918,0.6819699499165276,0.9351160454956889,817,735,27,6869,8448,844,1552,1,42,0.5,coarse
threshold__price_change_threshold_0p500__attempt_01,threshold__price_change_threshold_0p500,new_products,threshold,0.8187448188423465,0.3432386684220425,0.8902439024390244,0.8108034891910928,0.495452694448215,0.8495957052202275,1825,3492,225,14965,20507,2050,5317,1,42,0.5,coarse
threshold__price_change_threshold_0p450__attempt_01,threshold__price_change_threshold_0p450,new_prices,threshold,0.8940577651515151,0.4849379799173066,0.9727488151658767,0.8853235139400316,0.6472211273157272,0.928007219381216,821,872,23,6732,8448,844,1693,1,42,0.45,refine
threshold__price_change_threshold_0p450__attempt_01,threshold__price_change_threshold_0p450,new_products,threshold,0.812990686107183,0.3368074602303895,0.8985365853658537,0.8034891910928104,0.4899587711131799,0.84968490285688,1842,3627,208,14830,20507,2050,5469,1,42,0.45,refine
threshold__price_change_threshold_0p475__attempt_01,threshold__price_change_threshold_0p475,new_prices,threshold,0.9029356060606061,0.507416563658838,0.9727488151658767,0.8951867438190426,0.6669374492282697,0.9331622819221601,821,797,23,6807,8448,844,1618,1,42,0.475,refine
threshold__price_change_threshold_0p475__attempt_01,threshold__price_change_threshold_0p475,new_products,threshold,0.8163066270054128,0.3408711770157553,0.8970731707317073,0.8073359700926478,0.49402283411685693,0.8510225840345075,1839,3556,211,14901,20507,2050,5395,1,42,0.475,refine
