run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted
hybrid_max__threshold_4p500,hybrid_max__threshold_4p500,new_prices,hybrid_max,0.8266702813422495,0.2996664399043209,0.5484466935759182,0.8575840133162863,0.38756873736119485,0.6858127416189375,27311,63827,22486,384346,497970,49797,91138
hybrid_max__threshold_4p500,hybrid_max__threshold_4p500,new_products,hybrid_max,0.7829661404474477,0.24048258538760153,0.5422525714425823,0.8097119832616834,0.33319648204297625,0.6626223698695366,44231,139695,37338,594429,815693,81569,183926
