sweep_id,run_id,candidate_id,schema_version,threshold,combined_accuracy,combined_precision,combined_recall,combined_tnr,combined_fpr,combined_fnr,combined_f1,combined_g_mean,split_count,weighted_row_count,default_distance,new_prices_accuracy_mean,new_prices_accuracy_std,new_prices_precision_mean,new_prices_precision_std,new_prices_recall_mean,new_prices_recall_std,new_prices_tnr_mean,new_prices_tnr_std,new_prices_fpr_mean,new_prices_fpr_std,new_prices_fnr_mean,new_prices_fnr_std,new_prices_f1_mean,new_prices_f1_std,new_prices_g_mean_mean,new_prices_g_mean_std,new_prices_true_positives_mean,new_prices_true_positives_std,new_prices_false_positives_mean,new_prices_false_positives_std,new_prices_false_negatives_mean,new_prices_false_negatives_std,new_prices_true_negatives_mean,new_prices_true_negatives_std,new_prices_n_rows_mean,new_prices_n_rows_std,new_prices_n_injected_mean,new_prices_n_injected_std,new_prices_n_predicted_mean,new_prices_n_predicted_std,new_products_accuracy_mean,new_products_accuracy_std,new_products_precision_mean,new_products_precision_std,new_products_recall_mean,new_products_recall_std,new_products_tnr_mean,new_products_tnr_std,new_products_fpr_mean,new_products_fpr_std,new_products_fnr_mean,new_products_fnr_std,new_products_f1_mean,new_products_f1_std,new_products_g_mean_mean,new_products_g_mean_std,new_products_true_positives_mean,new_products_true_positives_std,new_products_false_positives_mean,new_products_false_positives_std,new_products_false_negatives_mean,new_products_false_negatives_std,new_products_true_negatives_mean,new_products_true_negatives_std,new_products_n_rows_mean,new_products_n_rows_std,new_products_n_injected_mean,new_products_n_injected_std,new_products_n_predicted_mean,new_products_n_predicted_std,weighted_f1_mean,rank_score,config_key,is_baseline_config,training_time_sec,n_estimators,max_samples,max_features,experiment_family,detector_family,dataset_name,dataset_granularity,mh_level,scope_id,status,error,stage,model_name,n_train,n_eval_prices,n_eval_products,attempt_count,current_threshold,current_f1,improvement_pct,screening_threshold,screened_config_count,promoted_config_count,granularity,output_dir
eif_mh5_competitor_1_country_1,eif_COUNTRY_1_B2B_COMPETITOR_1_COUNTRY_1_2026-02-08_20260330T225027Z,eif__max_features_0p5__max_samples_256__n_estimators_100__threshold_0p2,phase2.v1,0.2,0.6948646636112839,0.1957033044099435,0.5980466920272136,0.7056210667865022,0.2943789332134978,0.40195330797278644,0.2919225166916898,0.6474234644077111,2,47727,1.45,0.7529203729503805,0.0,0.2227832761058372,0.0,0.5911039657020365,0.0,0.7708978328173375,0.0,0.22910216718266255,0.0,0.40889603429796356,0.0,0.3236027578113539,0.0,0.6750413069801238,0.0,1103.0,0.0,3848.0,0.0,763.0,0.0,12948.0,0.0,18662.0,0.0,1866.0,0.0,4951.0,0.0,0.5594013418200585,0.0,0.13251670378619154,0.0,0.6142463867859601,0.0,0.5533086127145533,0.0,0.4466913872854467,0.0,0.3857536132140399,0.0,0.21800195407914022,0.0,0.5829818317387485,0.0,1785.0,0.0,11685.0,0.0,1121.0,0.0,14474.0,0.0,29065.0,0.0,2906.0,0.0,13470.0,0.0,0.2919225166916898,0.6474234644077111,eif__max_features_0p5__max_samples_256__n_estimators_100,False,112.640459,100,256,0.5,tuning_forests,eif,COMPETITOR_1_COUNTRY_1,by_competitor,mh5,COUNTRY_1/B2B/COMPETITOR_1_COUNTRY_1_2026-02-08,ok,,two_pass_refinement,COMPETITOR_1_COUNTRY_1_mh5,99162,18662,29065,1,0.25,0.31916755233235217,-8.5362799073923,,6,12,by_competitor,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\eif_mh5_competitor_1_country_1\mh5\by_competitor\COUNTRY_1_B2B_COMPETITOR_1_COUNTRY_1_2026-02-08\eif
