run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,multiplier,stage
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_prices,iqr,0.825474225699282,0.34547878249277936,0.8333333333333334,0.8246010954989283,0.48845610177477616,0.8289557162975839,1555,2946,311,13850,18662,1866,4501,1,42,1.0,coarse
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_products,iqr,0.7518665061070016,0.22383273473576193,0.600481761871989,0.7686838181887686,0.3261072696692207,0.6793972427589616,1745,6051,1161,20108,29065,2906,7796,1,42,1.0,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_prices,iqr,0.8462651377129997,0.3730058242593062,0.7893890675241158,0.8525839485591807,0.5066208082545142,0.8203782348034109,1473,2476,393,14320,18662,1866,3949,1,42,1.5,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_products,iqr,0.7947015310510924,0.2627499612463184,0.5832759807295251,0.8181887686838182,0.3622956075665277,0.6908182514062122,1695,4756,1211,21403,29065,2906,6451,1,42,1.5,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_prices,iqr,0.8619119065480656,0.39891953369348876,0.7518756698821008,0.8741366992140986,0.5212706669143601,0.8107047035080831,1403,2114,463,14682,18662,1866,3517,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_products,iqr,0.8263891278169619,0.30280132694434203,0.5653819683413627,0.8553843801368554,0.39438310129620735,0.6954271381893518,1643,3783,1263,22376,29065,2906,5426,1,42,2.0,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_prices,iqr,0.8702175543885972,0.4141975308641975,0.7191854233654876,0.8869969040247678,0.5256560908734821,0.7986959646479563,1342,1898,524,14898,18662,1866,3240,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_products,iqr,0.8380526406330638,0.317896865520728,0.540949759119064,0.871057762146871,0.4004585403133359,0.6864389897231514,1572,3373,1334,22786,29065,2906,4945,1,42,2.5,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_prices,iqr,0.8793805594255707,0.4345905538566089,0.6854233654876741,0.9009287925696594,0.5319193179455187,0.7858229094826916,1279,1664,587,15132,18662,1866,2943,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_products,iqr,0.8505418888697747,0.3396520963425513,0.5240880935994494,0.8868075996788868,0.4121786197564276,0.6817369758970181,1523,2961,1383,23198,29065,2906,4484,1,42,3.0,coarse
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_prices,iqr,0.8361376058300289,0.359035004730369,0.8135048231511254,0.8386520600142892,0.49819494584837537,0.825982745441605,1518,2710,348,14086,18662,1866,4228,1,42,1.25,refine
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_products,iqr,0.7692413555823155,0.23782590702165815,0.5932553337921541,0.7887916204747888,0.33953717380600684,0.6840722447937974,1724,5525,1182,20634,29065,2906,7249,1,42,1.25,refine
