schema_version,sweep_id,run_id,candidate_id,experiment_family,detector_family,dataset_name,dataset_granularity,status,error,training_time_sec,n_train,n_eval_prices,n_eval_products,combined_precision,combined_recall,combined_f1,stage,attempt_count,weighted_f1_mean,rank_score,default_distance,new_prices_accuracy_mean,new_prices_accuracy_std,new_prices_precision_mean,new_prices_precision_std,new_prices_recall_mean,new_prices_recall_std,new_prices_f1_mean,new_prices_f1_std,new_prices_g_mean_mean,new_prices_g_mean_std,new_products_accuracy_mean,new_products_accuracy_std,new_products_precision_mean,new_products_precision_std,new_products_recall_mean,new_products_recall_std,new_products_f1_mean,new_products_f1_std,new_products_g_mean_mean,new_products_g_mean_std,threshold
phase2.v1,1-6coarse_grid_single_attempt_batch,modified_mad__threshold_1p000,modified_mad__threshold_1p000,tuning,modified_mad,GLOBAL,global,ok,,244.6922004998196,3036982,190006,806146,0.15643041207557723,0.862897673121947,0.264832825607461,coarse,1,0.264832825607461,0.6450432801105817,0.2,0.5325042367083145,0.0,0.162518245000145,0.0,0.8848947368421053,0.0,0.2746033171910856,0.0,0.660729748903033,0.0,0.4916950527571929,0.0,0.1422254685849192,0.0,0.8115711911082443,0.0,0.242035011912337,0.0,0.6084415195948618,0.0,1.0
phase2.v1,1-6coarse_grid_single_attempt_batch,modified_mad__threshold_2p000,modified_mad__threshold_2p000,tuning,modified_mad,GLOBAL,global,ok,,264.8900711000897,3036982,190006,806146,0.21111310396154884,0.8436560310145944,0.337535130345763,coarse,1,0.337535130345763,0.7388878083768238,0.0,0.6870993547572182,0.0,0.2239419126779402,0.0,0.863578947368421,0.0,0.3556557457000726,0.0,0.7592307601318096,0.0,0.6194473457661516,0.0,0.18117921695663575,0.0,0.7971692261889994,0.0,0.2952536945190406,0.0,0.6914209209485236,0.0,2.0
phase2.v1,1-6coarse_grid_single_attempt_batch,modified_mad__threshold_3p000,modified_mad__threshold_3p000,tuning,modified_mad,GLOBAL,global,ok,,279.4299321998842,3036982,190006,806146,0.25637041768171753,0.8103209663203336,0.3893020196746422,coarse,1,0.3893020196746422,0.7728498362342886,0.2,0.7598654779322758,0.0,0.2708322575092521,0.0,0.8281052631578948,0.0,0.4081717361696608,0.0,0.7892844629814378,0.0,0.7084237842772897,0.0,0.2226261247508037,0.0,0.7688242736993575,0.0,0.34527268118626553,0.0,0.734502373824274,0.0,3.0
phase2.v1,1-6coarse_grid_single_attempt_batch,modified_mad__threshold_4p000,modified_mad__threshold_4p000,tuning,modified_mad,GLOBAL,global,ok,,286.1875662000384,3036982,190006,806146,0.2851014256544158,0.7733273662795936,0.4163390611563694,coarse,1,0.4163390611563694,0.7781205246826183,0.4,0.7959380230097997,0.0,0.301216447170001,0.0,0.7884736842105263,0.0,0.43590601585800537,0.0,0.7926096767336253,0.0,0.7494225611737824,0.0,0.24749970878471703,0.0,0.7379859577740839,0.0,0.3706828335192189,0.0,0.7443125032302689,0.0,4.0
phase2.v1,1-6coarse_grid_single_attempt_batch,modified_mad__threshold_5p000,modified_mad__threshold_5p000,tuning,modified_mad,GLOBAL,global,ok,,289.99952440010384,3036982,190006,806146,0.3103519050157255,0.7387072925820641,0.43675664435572237,coarse,1,0.43675664435572237,0.7764868777134524,0.6,0.8208635516773155,0.0,0.3275454733123839,0.0,0.751578947368421,0.0,0.45625189705576946,0.0,0.7891320759646527,0.0,0.7794915561201072,0.0,0.2702335789901895,0.0,0.7086734314138984,0.0,0.391267721388946,0.0,0.7469814151273185,0.0,5.0
phase2.v1,1-6coarse_grid_single_attempt_batch,modified_mad__threshold_6p000,modified_mad__threshold_6p000,tuning,modified_mad,GLOBAL,global,ok,,295.1057843999006,3036982,190006,806146,0.3265742722532369,0.708012951909881,0.4465802137793416,coarse,1,0.4465802137793416,0.7695033814090775,0.8,0.835536772522973,0.0,0.3452979362954356,0.0,0.7194736842105263,0.0,0.46664049565618115,0.0,0.7812967773060467,0.0,0.7954266348775532,0.0,0.28288572282144,0.0,0.6812712432083757,0.0,0.3997728894000495,0.0,0.7419854576494828,0.0,6.0
phase2.v1,1-6coarse_grid_single_attempt_batch,modified_mad__threshold_3p500,modified_mad__threshold_3p500,tuning,modified_mad,GLOBAL,global,ok,,279.7023500998039,3036982,190006,806146,0.27487336461096623,0.7927744320236918,0.4080045065360236,refine,1,0.4080045065360236,0.7793604736152195,0.3,0.782538446154332,0.0,0.28978846045171136,0.0,0.8096842105263158,0.0,0.42681759540555164,0.0,0.7944601584456463,0.0,0.7368764466982408,0.0,0.24007147431589435,0.0,0.753318282184236,0.0,0.3641072991737916,0.0,0.7441278756775572,0.0,3.5
phase2.v1,1-6coarse_grid_single_attempt_batch,modified_mad__threshold_3p750,modified_mad__threshold_3p750,tuning,modified_mad,GLOBAL,global,ok,,284.9009032000322,3036982,190006,806146,0.28059460994199886,0.7830101494712294,0.41291383674996385,refine,1,0.41291383674996385,0.7792396748322448,0.35,0.7897540077681757,0.0,0.29587620829435607,0.0,0.7990526315789473,0.0,0.43184662646489924,0.0,0.7938699400009726,0.0,0.7447224200082864,0.0,0.2449375471198321,0.0,0.7455776912198874,0.0,0.3687373274151148,0.0,0.7451023894385467,0.0,3.75
phase2.v1,1-6coarse_grid_single_attempt_batch,modified_mad__threshold_4p250,modified_mad__threshold_4p250,tuning,modified_mad,GLOBAL,global,ok,,284.58590629999526,3036982,190006,806146,0.29405937158609574,0.7641041787178144,0.42442598753288674,refine,1,0.42442598753288674,0.7792928802437131,0.45,0.8045745923812933,0.0,0.3100247265412179,0.0,0.7786842105263158,0.0,0.4434819100146878,0.0,0.7929372614735012,0.0,0.7617255435119693,0.0,0.2568068766908107,0.0,0.730084104497978,0.0,0.37996216840868446,0.0,0.7474559907075412,0.0,4.25
phase2.v1,1-6coarse_grid_single_attempt_batch,modified_mad__threshold_4p500,modified_mad__threshold_4p500,tuning,modified_mad,GLOBAL,global,ok,,289.75840310007334,3036982,190006,806146,0.2990205015751638,0.755959088730833,0.4282530311653272,refine,1,0.4282530311653272,0.7784756189978512,0.5,0.8099428439101923,0.0,0.3155080213903743,0.0,0.7701052631578947,0.0,0.4476260401370533,0.0,0.7919279762955916,0.0,0.7671203479270504,0.0,0.2605496220063394,0.0,0.7229513484010222,0.0,0.383049343564633,0.0,0.7470867853031238,0.0,4.5
