run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,price_change_threshold,stage
threshold__price_change_threshold_0p100__attempt_01,threshold__price_change_threshold_0p100,new_prices,threshold,0.5384781202845441,0.1774604548295591,0.9946106170843438,0.48779976647405765,0.30118319053447573,0.696542049517731,7382,34216,40,32586,74224,7422,41598,1,42,0.1,coarse
threshold__price_change_threshold_0p100__attempt_01,threshold__price_change_threshold_0p100,new_products,threshold,0.5425605054878498,0.1737584414032152,0.9519132392060569,0.4970785229375736,0.29387425062697803,0.6878776249517554,23260,110604,1175,109319,244358,24435,133864,1,42,0.1,coarse
threshold__price_change_threshold_0p150__attempt_01,threshold__price_change_threshold_0p150,new_prices,threshold,0.595939318818711,0.197458376900185,0.99232012934519,0.5518996437232419,0.32937546119272826,0.7400413000941309,7365,29934,57,36868,74224,7422,37299,1,42,0.15,coarse
threshold__price_change_threshold_0p150__attempt_01,threshold__price_change_threshold_0p150,new_products,threshold,0.6136692885029342,0.19929516933127042,0.9488847963986086,0.576424475839271,0.3294050790268158,0.7395677260372585,23186,93154,1249,126769,244358,24435,116340,1,42,0.15,coarse
threshold__price_change_threshold_0p200__attempt_01,threshold__price_change_threshold_0p200,new_prices,threshold,0.6411807501616728,0.21661011948664996,0.9892212341686877,0.6025119008412921,0.3553985042476463,0.7720217394293667,7342,26553,80,40249,74224,7422,33895,1,42,0.2,coarse
threshold__price_change_threshold_0p200__attempt_01,threshold__price_change_threshold_0p200,new_products,threshold,0.6618895227494087,0.22131752128974164,0.9455289543687334,0.6303751767664137,0.35867979010774054,0.7720349614803417,23104,81289,1331,138634,244358,24435,104393,1,42,0.2,coarse
threshold__price_change_threshold_0p250__attempt_01,threshold__price_change_threshold_0p250,new_prices,threshold,0.684091399008407,0.23859855157565082,0.9854486661277284,0.6506092631957127,0.38417901040025215,0.800713450983908,7314,23340,108,43462,74224,7422,30654,1,42,0.25,coarse
threshold__price_change_threshold_0p250__attempt_01,threshold__price_change_threshold_0p250,new_products,threshold,0.7027803468681197,0.24427723949102717,0.9420094127276448,0.6762003064709011,0.3879525382592867,0.7981146869873446,23018,71211,1417,148712,244358,24435,94229,1,42,0.25,coarse
threshold__price_change_threshold_0p300__attempt_01,threshold__price_change_threshold_0p300,new_prices,threshold,0.7239033196809658,0.26377995445838004,0.9832929129614659,0.6950839795215712,0.4159708170651772,0.8267231404627632,7298,20369,124,46433,74224,7422,27667,1,42,0.3,coarse
threshold__price_change_threshold_0p300__attempt_01,threshold__price_change_threshold_0p300,new_products,threshold,0.7368164741895088,0.2674434879977605,0.9383670963781461,0.7144227752440627,0.4162513955831495,0.8187739768655254,22929,62805,1506,157118,244358,24435,85734,1,42,0.3,coarse
threshold__price_change_threshold_0p400__attempt_01,threshold__price_change_threshold_0p400,new_prices,threshold,0.7904990299633542,0.319698314108252,0.9708973322554567,0.7704559743720248,0.48100927841933117,0.8648893860708879,7206,15334,216,51468,74224,7422,22540,1,42,0.4,coarse
threshold__price_change_threshold_0p400__attempt_01,threshold__price_change_threshold_0p400,new_products,threshold,0.7825240016696814,0.30604688872373487,0.9269081235932065,0.766481905030397,0.4601584721657863,0.8428868870494259,22649,51356,1786,168567,244358,24435,74005,1,42,0.4,coarse
threshold__price_change_threshold_0p500__attempt_01,threshold__price_change_threshold_0p500,new_prices,threshold,0.8411160810519509,0.3814740495688486,0.9477229857181353,0.8292715786952486,0.5439851513862572,0.8865211427440705,7034,11405,388,55397,74224,7422,18439,1,42,0.5,coarse
threshold__price_change_threshold_0p500__attempt_01,threshold__price_change_threshold_0p500,new_products,threshold,0.8055312287709017,0.3289923996622072,0.9087783916513198,0.7940597390904999,0.48309620154026894,0.8494847453402157,22206,45291,2229,174632,244358,24435,67497,1,42,0.5,coarse
threshold__price_change_threshold_0p450__attempt_01,threshold__price_change_threshold_0p450,new_prices,threshold,0.8182663289502048,0.350632724407898,0.9594448935596874,0.8025807610550583,0.5135768634380297,0.8775146795715291,7121,13188,301,53614,74224,7422,20309,1,42,0.45,refine
threshold__price_change_threshold_0p450__attempt_01,threshold__price_change_threshold_0p450,new_products,threshold,0.7984514523772498,0.32206112234507883,0.9190505422549622,0.7850520409416023,0.4769763391529672,0.8494130349398603,22457,47272,1978,172651,244358,24435,69729,1,42,0.45,refine
threshold__price_change_threshold_0p475__attempt_01,threshold__price_change_threshold_0p475,new_prices,threshold,0.827320004311274,0.3619992837775618,0.9533818377795742,0.8133139726355498,0.5247506396232712,0.8805673000532592,7076,12471,346,54331,74224,7422,19547,1,42,0.475,refine
threshold__price_change_threshold_0p475__attempt_01,threshold__price_change_threshold_0p475,new_products,threshold,0.8026461175815811,0.32635543487781377,0.9149171270718232,0.7901720147506173,0.4811001000677878,0.8502599071038156,22356,46146,2079,173777,244358,24435,68502,1,42,0.475,refine
