run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,threshold,w,stage
hybrid_weighted__threshold_1p000__w_0p250__attempt_01,hybrid_weighted__threshold_1p000__w_0p250,new_prices,hybrid_weighted,0.4027027027027027,0.13949843260188088,0.9621621621621622,0.34054054054054056,0.243668720054757,0.5724117598288473,178,1098,7,567,1850,185,1276,1,42,1.0,0.25,coarse
hybrid_weighted__threshold_1p000__w_0p250__attempt_01,hybrid_weighted__threshold_1p000__w_0p250,new_products,hybrid_weighted,0.3184527584020292,0.1161700703046535,0.8807106598984772,0.25602367197407355,0.20526471458148476,0.4748502680781781,694,5280,94,1817,7885,788,5974,1,42,1.0,0.25,coarse
hybrid_weighted__threshold_1p000__w_0p750__attempt_01,hybrid_weighted__threshold_1p000__w_0p750,new_prices,hybrid_weighted,0.4167567567567568,0.1424,0.9621621621621622,0.35615615615615615,0.24808362369337977,0.5853887403038872,178,1072,7,593,1850,185,1250,1,42,1.0,0.75,coarse
hybrid_weighted__threshold_1p000__w_0p750__attempt_01,hybrid_weighted__threshold_1p000__w_0p750,new_products,hybrid_weighted,0.31857958148383003,0.11618951950443664,0.8807106598984772,0.2561645765816542,0.20529507469309274,0.4749809188628977,694,5279,94,1818,7885,788,5973,1,42,1.0,0.75,coarse
hybrid_weighted__threshold_2p000__w_0p250__attempt_01,hybrid_weighted__threshold_2p000__w_0p250,new_prices,hybrid_weighted,0.567027027027027,0.1831275720164609,0.9621621621621622,0.5231231231231231,0.30769230769230765,0.7094570284528635,178,794,7,871,1850,185,972,1,42,2.0,0.25,coarse
hybrid_weighted__threshold_2p000__w_0p250__attempt_01,hybrid_weighted__threshold_2p000__w_0p250,new_products,hybrid_weighted,0.4426125554850983,0.13922784556911383,0.883248730964467,0.3936874735803861,0.2405391394504925,0.5896812371412907,696,4303,92,2794,7885,788,4999,1,42,2.0,0.25,coarse
hybrid_weighted__threshold_2p000__w_0p750__attempt_01,hybrid_weighted__threshold_2p000__w_0p750,new_prices,hybrid_weighted,0.5816216216216217,0.18835978835978837,0.9621621621621622,0.5393393393393393,0.3150442477876106,0.7203692836857015,178,767,7,898,1850,185,945,1,42,2.0,0.75,coarse
hybrid_weighted__threshold_2p000__w_0p750__attempt_01,hybrid_weighted__threshold_2p000__w_0p750,new_products,hybrid_weighted,0.4590995561192137,0.14294516327788045,0.883248730964467,0.4120050725658729,0.24606681986918863,0.6032436966058827,696,4173,92,2924,7885,788,4869,1,42,2.0,0.75,coarse
hybrid_weighted__threshold_3p000__w_0p250__attempt_01,hybrid_weighted__threshold_3p000__w_0p250,new_prices,hybrid_weighted,0.6502702702702703,0.2176039119804401,0.9621621621621622,0.6156156156156156,0.3549351944167497,0.7696246174476953,178,640,7,1025,1850,185,818,1,42,3.0,0.25,coarse
hybrid_weighted__threshold_3p000__w_0p250__attempt_01,hybrid_weighted__threshold_3p000__w_0p250,new_products,hybrid_weighted,0.6109067850348764,0.18869470234844346,0.8769035532994924,0.5813724108778358,0.31056179775280895,0.714008076207172,691,2971,97,4126,7885,788,3662,1,42,3.0,0.25,coarse
hybrid_weighted__threshold_3p000__w_0p750__attempt_01,hybrid_weighted__threshold_3p000__w_0p750,new_prices,hybrid_weighted,0.6664864864864865,0.22588832487309646,0.9621621621621622,0.6336336336336337,0.3658787255909558,0.7808061903927276,178,610,7,1055,1850,185,788,1,42,3.0,0.75,coarse
