run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,threshold,w,stage
hybrid_weighted__threshold_1p000__w_0p250__attempt_01,hybrid_weighted__threshold_1p000__w_0p250,new_prices,hybrid_weighted,0.5277709359605911,0.1650227197162806,0.916871921182266,0.4845374931581828,0.27970320278012584,0.6665274354719257,1489,7534,135,7082,16240,1624,9023,1,42,1.0,0.25,coarse
hybrid_weighted__threshold_1p000__w_0p250__attempt_01,hybrid_weighted__threshold_1p000__w_0p250,new_products,hybrid_weighted,0.49179489053762654,0.14263774236897678,0.8146929824561403,0.45591878172588834,0.24277078908675054,0.6094537160786158,4458,26796,1014,22454,54722,5472,31254,1,42,1.0,0.25,coarse
hybrid_weighted__threshold_1p000__w_0p750__attempt_01,hybrid_weighted__threshold_1p000__w_0p750,new_prices,hybrid_weighted,0.5489532019704434,0.17156354418711833,0.916871921182266,0.5080733442802409,0.28904202659419587,0.6825233939373239,1489,7190,135,7426,16240,1624,8679,1,42,1.0,0.75,coarse
hybrid_weighted__threshold_1p000__w_0p750__attempt_01,hybrid_weighted__threshold_1p000__w_0p750,new_products,hybrid_weighted,0.4939329702861738,0.14317371615762597,0.8146929824561403,0.4582944162436548,0.24354666885192167,0.6110394789312217,4458,26679,1014,22571,54722,5472,31137,1,42,1.0,0.75,coarse
hybrid_weighted__threshold_2p000__w_0p250__attempt_01,hybrid_weighted__threshold_2p000__w_0p250,new_prices,hybrid_weighted,0.6732758620689655,0.2229078868151716,0.9119458128078818,0.6467569786535303,0.3582486695694243,0.767989139628526,1481,5163,143,9453,16240,1624,6644,1,42,2.0,0.25,coarse
hybrid_weighted__threshold_2p000__w_0p250__attempt_01,hybrid_weighted__threshold_2p000__w_0p250,new_products,hybrid_weighted,0.6127882752823361,0.1812096872337836,0.8163377192982456,0.5901725888324874,0.29658400557713377,0.6941038432106929,4467,20184,1005,29066,54722,5472,24651,1,42,2.0,0.25,coarse
hybrid_weighted__threshold_2p000__w_0p750__attempt_01,hybrid_weighted__threshold_2p000__w_0p750,new_prices,hybrid_weighted,0.6916256157635468,0.23270142180094786,0.9070197044334976,0.6676929392446633,0.3703796831782751,0.778209902536602,1473,4857,151,9759,16240,1624,6330,1,42,2.0,0.75,coarse
hybrid_weighted__threshold_2p000__w_0p750__attempt_01,hybrid_weighted__threshold_2p000__w_0p750,new_products,hybrid_weighted,0.619421804758598,0.18365749134662931,0.8145102339181286,0.597746192893401,0.29973100201748487,0.697760984433262,4457,19811,1015,29439,54722,5472,24268,1,42,2.0,0.75,coarse
hybrid_weighted__threshold_3p000__w_0p250__attempt_01,hybrid_weighted__threshold_3p000__w_0p250,new_prices,hybrid_weighted,0.7437192118226601,0.26732673267326734,0.8977832512315271,0.7266009852216748,0.4119807855326364,0.8076696074883256,1458,3996,166,10620,16240,1624,5454,1,42,3.0,0.25,coarse
hybrid_weighted__threshold_3p000__w_0p250__attempt_01,hybrid_weighted__threshold_3p000__w_0p250,new_products,hybrid_weighted,0.6858484704506415,0.2147134719314475,0.805921052631579,0.6725076142131979,0.33908730921533203,0.7361983729603403,4410,16129,1062,33121,54722,5472,20539,1,42,3.0,0.25,coarse
hybrid_weighted__threshold_3p000__w_0p750__attempt_01,hybrid_weighted__threshold_3p000__w_0p750,new_prices,hybrid_weighted,0.7579433497536946,0.27710144927536234,0.8830049261083743,0.7440476190476191,0.4218267392263569,0.8105539543289235,1434,3741,190,10875,16240,1624,5175,1,42,3.0,0.75,coarse
hybrid_weighted__threshold_3p000__w_0p750__attempt_01,hybrid_weighted__threshold_3p000__w_0p750,new_products,hybrid_weighted,0.6924454515551333,0.2181637717121588,0.8033625730994152,0.6801218274111676,0.34314261181796896,0.7391782067202143,4396,15754,1076,33496,54722,5472,20150,1,42,3.0,0.75,coarse
