detector_family,granularity,dataset_name,scope_id,full_mh_values,full_mh_count,subset_target_mh_values,subset_available_mh_values,subset_available_mh_count,candidate_count_full,candidate_count_subset,max_support_count_full,max_support_count_subset,full_best_candidate_id,full_best_configuration_json,full_best_support_count,subset_best_candidate_id,subset_best_configuration_json,subset_best_support_count,config_match,equal_support_full_best_candidate_id,equal_support_full_best_configuration_json,equal_support_full_best_support_count,equal_support_subset_best_candidate_id,equal_support_subset_best_configuration_json,equal_support_subset_best_support_count,equal_support_config_match,rank_score_spearman,full_best_mean_rank_score,subset_choice_mean_rank_score_on_full,rank_score_regret,full_best_mean_combined_f1,subset_choice_mean_combined_f1_on_full,combined_f1_regret,full_best_mean_new_prices_f1,subset_choice_mean_new_prices_f1_on_full,new_prices_f1_regret,full_best_mean_new_prices_g_mean,subset_choice_mean_new_prices_g_mean_on_full,new_prices_g_mean_regret,full_best_mean_new_products_f1,subset_choice_mean_new_products_f1_on_full,new_products_f1_regret,full_best_mean_new_products_g_mean,subset_choice_mean_new_products_g_mean_on_full,new_products_g_mean_regret,equal_support_full_best_mean_rank_score,equal_support_subset_choice_mean_rank_score_on_full,equal_support_rank_score_regret,equal_support_full_best_mean_combined_f1,equal_support_subset_choice_mean_combined_f1_on_full,equal_support_combined_f1_regret,granularity_label,source_csv
standard_zscore,by_competitor,COMPETITOR_1_COUNTRY_1,COUNTRY_1/B2B/COMPETITOR_1_COUNTRY_1_2026-02-08,"mh5,mh6,mh7,mh8,mh9,mh10,mh11,mh12,mh13,mh14,mh15,mh16,mh17,mh18,mh19,mh20,mh21,mh22,mh23,mh24,mh25,mh26,mh27,mh28,mh29,mh30",26,"mh5,mh10,mh15,mh20,mh25,mh30","mh5,mh10,mh15,mh20,mh25,mh30",6,12,12,26,6,standard_zscore__threshold_3p250,"{""threshold"": 3.25}",18,standard_zscore__threshold_3p750,"{""threshold"": 3.75}",3,False,standard_zscore__threshold_3p000,"{""threshold"": 3.0}",26,standard_zscore__threshold_3p000,"{""threshold"": 3.0}",6,True,0.8951048951048951,0.8768650465927128,0.8757145083184249,0.0011505382742879,0.616135617688951,0.6073412507421168,0.0087943669468342,0.6813514566881627,0.6693937251013892,0.0119577315867734,0.9209790455514693,0.9170016171398316,0.0039774284116375,0.4639653266907904,0.4625521439038146,0.0014131827869757,0.7739323823556146,0.779377921068476,-0.0054455387128614,0.8711475799048147,0.8711475799048147,0.0,0.59583354195739,0.59583354195739,0.0,By competitor,C:\Users\Administrator\Desktop\dippa\src\results\tuning\statistical\z_score_by_competitor_single_attempt_batch\analysis\subset_guidance_by_case.csv
standard_zscore,by_competitor,COMPETITOR_1_COUNTRY_2,COUNTRY_2/B2B/COMPETITOR_1_COUNTRY_2_2026-02-08,"mh5,mh6,mh7,mh8,mh9,mh10,mh11,mh12,mh13,mh14,mh15,mh16,mh17,mh18,mh19,mh20,mh21,mh22,mh23,mh24,mh25,mh26,mh27,mh28,mh29,mh30",26,"mh5,mh10,mh15,mh20,mh25,mh30","mh5,mh10,mh15,mh20,mh25,mh30",6,10,10,26,6,standard_zscore__threshold_3p250,"{""threshold"": 3.25}",18,standard_zscore__threshold_3p250,"{""threshold"": 3.25}",4,True,standard_zscore__threshold_2p750,"{""threshold"": 2.75}",26,standard_zscore__threshold_2p750,"{""threshold"": 2.75}",6,True,1.0,0.8864693895084927,0.8864693895084927,0.0,0.6818222773262292,0.6818222773262292,0.0,0.7437082542408301,0.7437082542408301,0.0,0.9286774348992008,0.9286774348992008,0.0,0.5374216645254939,0.5374216645254939,0.0,0.7879839502635076,0.7879839502635076,0.0,0.8854188093228885,0.8854188093228885,0.0,0.63667359312951,0.63667359312951,0.0,By competitor,C:\Users\Administrator\Desktop\dippa\src\results\tuning\statistical\z_score_by_competitor_single_attempt_batch\analysis\subset_guidance_by_case.csv
standard_zscore,by_competitor,COMPETITOR_1_COUNTRY_3,COUNTRY_3/B2B/COMPETITOR_1_COUNTRY_3_2026-02-08,"mh5,mh6,mh7,mh8,mh9,mh10,mh11,mh12,mh13,mh14,mh15,mh16,mh17,mh18,mh19,mh20,mh21,mh22,mh23,mh24,mh25,mh26,mh27,mh28,mh29,mh30",26,"mh5,mh10,mh15,mh20,mh25,mh30","mh5,mh10,mh15,mh20,mh25,mh30",6,10,10,26,6,standard_zscore__threshold_2p750,"{""threshold"": 2.75}",26,standard_zscore__threshold_2p750,"{""threshold"": 2.75}",6,True,standard_zscore__threshold_2p750,"{""threshold"": 2.75}",26,standard_zscore__threshold_2p750,"{""threshold"": 2.75}",6,True,0.9878787878787878,0.8852811174901021,0.8852811174901021,0.0,0.6554263188380094,0.6554263188380094,0.0,0.7261621802314782,0.7261621802314782,0.0,0.9309883062677196,0.9309883062677196,0.0,0.4903759755865824,0.4903759755865824,0.0,0.7786310103423278,0.7786310103423278,0.0,0.8852811174901021,0.8852811174901021,0.0,0.6554263188380094,0.6554263188380094,0.0,By competitor,C:\Users\Administrator\Desktop\dippa\src\results\tuning\statistical\z_score_by_competitor_single_attempt_batch\analysis\subset_guidance_by_case.csv
standard_zscore,by_competitor,COMPETITOR_1_COUNTRY_4,COUNTRY_4/B2B/COMPETITOR_1_COUNTRY_4_2026-02-08,"mh5,mh6,mh7,mh8,mh9,mh10,mh11,mh12,mh13,mh14,mh15,mh16,mh17,mh18,mh19,mh20,mh21,mh22,mh23,mh24,mh25,mh26,mh27,mh28,mh29,mh30",26,"mh5,mh10,mh15,mh20,mh25,mh30","mh5,mh10,mh15,mh20,mh25,mh30",6,11,10,26,6,standard_zscore__threshold_3p750,"{""threshold"": 3.75}",1,standard_zscore__threshold_3p250,"{""threshold"": 3.25}",5,False,standard_zscore__threshold_3p000,"{""threshold"": 3.0}",26,standard_zscore__threshold_3p000,"{""threshold"": 3.0}",6,True,0.9757575757575756,0.8955225193501754,0.8900200133948752,0.0055025059553001,0.6773183782065959,0.6613276386603638,0.015990739546232,0.7552515876893013,0.7403249751229746,0.0149266125663267,0.9382482858679192,0.9382836178849074,-3.5332016988243176e-05,0.4954742227469501,0.4770005202476053,0.0184737024993447,0.7958290641421071,0.7774049362514668,0.0184241278906402,0.8906931646038673,0.8906931646038673,0.0,0.6457748323608373,0.6457748323608373,0.0,By competitor,C:\Users\Administrator\Desktop\dippa\src\results\tuning\statistical\z_score_by_competitor_single_attempt_batch\analysis\subset_guidance_by_case.csv
standard_zscore,by_competitor,COMPETITOR_2_COUNTRY_1,COUNTRY_1/B2C/COMPETITOR_2_COUNTRY_1_2026-02-08,"mh5,mh6,mh7,mh8,mh9,mh10,mh11,mh12,mh13,mh14,mh15,mh16,mh17,mh18,mh19,mh20,mh21,mh22,mh23,mh24,mh25,mh26,mh27,mh28,mh29,mh30",26,"mh5,mh10,mh15,mh20,mh25,mh30","mh5,mh10,mh15,mh20,mh25,mh30",6,9,9,26,6,standard_zscore__threshold_3p000,"{""threshold"": 3.0}",26,standard_zscore__threshold_3p000,"{""threshold"": 3.0}",6,True,standard_zscore__threshold_3p000,"{""threshold"": 3.0}",26,standard_zscore__threshold_3p000,"{""threshold"": 3.0}",6,True,1.0,0.8513967042008811,0.8513967042008811,0.0,0.5629279446044552,0.5629279446044552,0.0,0.6064219169728129,0.6064219169728129,0.0,0.8891449560191279,0.8891449560191279,0.0,0.4614420090782871,0.4614420090782871,0.0,0.7633174499583053,0.7633174499583053,0.0,0.8513967042008811,0.8513967042008811,0.0,0.5629279446044552,0.5629279446044552,0.0,By competitor,C:\Users\Administrator\Desktop\dippa\src\results\tuning\statistical\z_score_by_competitor_single_attempt_batch\analysis\subset_guidance_by_case.csv
standard_zscore,by_competitor,COMPETITOR_2_COUNTRY_2,COUNTRY_2/B2C/COMPETITOR_2_COUNTRY_2_2026-02-08,"mh5,mh6,mh7,mh8,mh9,mh10,mh11,mh12,mh13,mh14,mh15,mh16,mh17,mh18,mh19,mh20,mh21,mh22,mh23,mh24,mh25,mh26,mh27,mh28,mh29,mh30",26,"mh5,mh10,mh15,mh20,mh25,mh30","mh5,mh10,mh15,mh20,mh25,mh30",6,10,10,26,6,standard_zscore__threshold_3p250,"{""threshold"": 3.25}",23,standard_zscore__threshold_3p250,"{""threshold"": 3.25}",5,True,standard_zscore__threshold_3p000,"{""threshold"": 3.0}",26,standard_zscore__threshold_3p000,"{""threshold"": 3.0}",6,True,1.0,0.8698236184420709,0.8698236184420709,0.0,0.6335144198642765,0.6335144198642765,0.0,0.6898322575603659,0.6898322575603659,0.0,0.9110225183412186,0.9110225183412186,0.0,0.5021061319067348,0.5021061319067348,0.0,0.7736928520107262,0.7736928520107262,0.0,0.8697153003153505,0.8697153003153505,0.0,0.6128756775017761,0.6128756775017761,0.0,By competitor,C:\Users\Administrator\Desktop\dippa\src\results\tuning\statistical\z_score_by_competitor_single_attempt_batch\analysis\subset_guidance_by_case.csv
standard_zscore,by_competitor,COMPETITOR_2_COUNTRY_3,COUNTRY_3/B2C/COMPETITOR_2_COUNTRY_3_2026-02-08,"mh5,mh6,mh7,mh8,mh9,mh10,mh11,mh12,mh13,mh14,mh15,mh16,mh17,mh18,mh19,mh20,mh21,mh22,mh23,mh24,mh25,mh26,mh27,mh28,mh29,mh30",26,"mh5,mh10,mh15,mh20,mh25,mh30","mh5,mh10,mh15,mh20,mh25,mh30",6,10,10,26,6,standard_zscore__threshold_2p750,"{""threshold"": 2.75}",26,standard_zscore__threshold_2p750,"{""threshold"": 2.75}",6,True,standard_zscore__threshold_2p750,"{""threshold"": 2.75}",26,standard_zscore__threshold_2p750,"{""threshold"": 2.75}",6,True,1.0,0.8603769160660618,0.8603769160660618,0.0,0.5957743329396072,0.5957743329396072,0.0,0.6540031177236215,0.6540031177236215,0.0,0.9028328553243576,0.9028328553243576,0.0,0.4599071684435741,0.4599071684435741,0.0,0.761313057796705,0.761313057796705,0.0,0.8603769160660618,0.8603769160660618,0.0,0.5957743329396072,0.5957743329396072,0.0,By competitor,C:\Users\Administrator\Desktop\dippa\src\results\tuning\statistical\z_score_by_competitor_single_attempt_batch\analysis\subset_guidance_by_case.csv
standard_zscore,by_competitor,COMPETITOR_2_COUNTRY_4,COUNTRY_4/B2C/COMPETITOR_2_COUNTRY_4_2026-02-08,"mh5,mh6,mh7,mh8,mh9,mh10,mh11,mh12,mh13,mh14,mh15,mh16,mh17,mh18,mh19,mh20,mh21,mh22,mh23,mh24,mh25,mh26,mh27,mh28,mh29,mh30",26,"mh5,mh10,mh15,mh20,mh25,mh30","mh5,mh10,mh15,mh20,mh25,mh30",6,9,9,26,6,standard_zscore__threshold_3p000,"{""threshold"": 3.0}",26,standard_zscore__threshold_3p000,"{""threshold"": 3.0}",6,True,standard_zscore__threshold_3p000,"{""threshold"": 3.0}",26,standard_zscore__threshold_3p000,"{""threshold"": 3.0}",6,True,1.0,0.882886047072016,0.882886047072016,0.0,0.6337269087552418,0.6337269087552418,0.0,0.7007483791091467,0.7007483791091467,0.0,0.9272418490470362,0.9272418490470362,0.0,0.4773434779294643,0.4773434779294643,0.0,0.7793891757969692,0.7793891757969692,0.0,0.882886047072016,0.882886047072016,0.0,0.6337269087552418,0.6337269087552418,0.0,By competitor,C:\Users\Administrator\Desktop\dippa\src\results\tuning\statistical\z_score_by_competitor_single_attempt_batch\analysis\subset_guidance_by_case.csv
standard_zscore,by_competitor,COMPETITOR_3_COUNTRY_1,COUNTRY_1/B2C/COMPETITOR_3_COUNTRY_1_2026-02-08,"mh5,mh6,mh7,mh8,mh9,mh10,mh11,mh12,mh13,mh14,mh15,mh16,mh17,mh18,mh19,mh20,mh21,mh22,mh23,mh24,mh25,mh26,mh27,mh28,mh29,mh30",26,"mh5,mh10,mh15,mh20,mh25,mh30","mh5,mh10,mh15,mh20,mh25,mh30",6,10,10,26,6,standard_zscore__threshold_3p250,"{""threshold"": 3.25}",12,standard_zscore__threshold_2p250,"{""threshold"": 2.25}",4,False,standard_zscore__threshold_2p500,"{""threshold"": 2.5}",26,standard_zscore__threshold_2p750,"{""threshold"": 2.75}",6,False,0.2969696969696969,0.7295845446422512,0.6947320819962489,0.0348524626460022,0.6321154266926169,0.490574382583358,0.1415410441092588,0.777741545378506,0.5283360162421807,0.2494055291363253,0.8776942062716051,0.7556770042080135,0.1220172020635915,0.2923211497588757,0.4024639040461049,-0.1101427542872292,0.3839953341737588,0.5525272635021313,-0.1685319293283725,0.7207675124247289,0.7206943175236578,7.319490107116078e-05,0.5563130685184242,0.57525487098222,-0.0189418024637957,By competitor,C:\Users\Administrator\Desktop\dippa\src\results\tuning\statistical\z_score_by_competitor_single_attempt_batch\analysis\subset_guidance_by_case.csv
standard_zscore,by_competitor,COMPETITOR_3_COUNTRY_2,COUNTRY_2/B2C/COMPETITOR_3_COUNTRY_2_2026-02-08,"mh5,mh6,mh7,mh8,mh9,mh10,mh11,mh12,mh13,mh14,mh15,mh16,mh17,mh18,mh19,mh20,mh21,mh22,mh23,mh24,mh25,mh26,mh27,mh28,mh29,mh30",26,"mh5,mh10,mh15,mh20,mh25,mh30","mh5,mh10,mh15,mh20,mh25,mh30",6,11,11,26,6,standard_zscore__threshold_3p750,"{""threshold"": 3.75}",2,standard_zscore__threshold_3p750,"{""threshold"": 3.75}",1,True,standard_zscore__threshold_2p500,"{""threshold"": 2.5}",26,standard_zscore__threshold_2p000,"{""threshold"": 2.0}",6,False,0.9090909090909092,0.8991076523205095,0.8991076523205095,0.0,0.7871536839331823,0.7871536839331823,0.0,0.9526224210787968,0.9526224210787968,0.0,0.9854360175358036,0.9854360175358036,0.0,0.4010599639267482,0.4010599639267482,0.0,0.6976748001514902,0.6976748001514902,0.0,0.8774967904960488,0.8757887339955324,0.0017080565005164,0.7297808411066806,0.676913799438689,0.0528670416679916,By competitor,C:\Users\Administrator\Desktop\dippa\src\results\tuning\statistical\z_score_by_competitor_single_attempt_batch\analysis\subset_guidance_by_case.csv
