run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,price_change_threshold,stage
threshold__price_change_threshold_0p100__attempt_01,threshold__price_change_threshold_0p100,new_prices,threshold,0.6010700846660395,0.20025938807993868,0.9988238753307851,0.5568838804507594,0.3336279709290905,0.7458075593483035,3397,13566,4,17049,34016,3401,16963,1,42,0.1,coarse
threshold__price_change_threshold_0p100__attempt_01,threshold__price_change_threshold_0p100,new_products,threshold,0.581632516135958,0.18504752296500823,0.9353193773483629,0.5423357337746567,0.3089675960813866,0.7122198542780729,6970,30696,482,36375,74523,7452,37666,1,42,0.1,coarse
threshold__price_change_threshold_0p150__attempt_01,threshold__price_change_threshold_0p150,new_prices,threshold,0.6724776575729069,0.23350778129734195,0.9970596883269627,0.6364200555283358,0.37839647380460867,0.7965857029912794,3391,11131,10,19484,34016,3401,14522,1,42,0.15,coarse
threshold__price_change_threshold_0p150__attempt_01,threshold__price_change_threshold_0p150,new_products,threshold,0.6513425385451471,0.21426588953649736,0.9323671497584541,0.6201189783960281,0.348454073572557,0.7603805392027265,6948,25479,504,41592,74523,7452,32427,1,42,0.15,coarse
threshold__price_change_threshold_0p200__attempt_01,threshold__price_change_threshold_0p200,new_prices,threshold,0.7267756349952963,0.2673877003236757,0.9958835636577478,0.6968806140780663,0.4215832710978343,0.8330737958860933,3387,9280,14,21335,34016,3401,12667,1,42,0.2,coarse
threshold__price_change_threshold_0p200__attempt_01,threshold__price_change_threshold_0p200,new_products,threshold,0.6987641399299546,0.24007764567229367,0.9294149221685454,0.6731374215383698,0.3815872840968568,0.7909639462376394,6926,21923,526,45148,74523,7452,28849,1,42,0.2,coarse
threshold__price_change_threshold_0p250__attempt_01,threshold__price_change_threshold_0p250,new_prices,threshold,0.778016227657573,0.3098423753665689,0.9941193766539254,0.7540094724808101,0.4724376440997694,0.865780241616646,3381,7531,20,23084,34016,3401,10912,1,42,0.25,coarse
threshold__price_change_threshold_0p250__attempt_01,threshold__price_change_threshold_0p250,new_products,threshold,0.7424821867074595,0.2702469957333542,0.9264626945786366,0.7220408224120708,0.4184369223309797,0.8178898984139992,6904,18643,548,48428,74523,7452,25547,1,42,0.25,coarse
threshold__price_change_threshold_0p300__attempt_01,threshold__price_change_threshold_0p300,new_prices,threshold,0.8186147695202258,0.35452348429126823,0.9920611584827992,0.7993467254613752,0.5223718841925995,0.8905059452303752,3374,6143,27,24472,34016,3401,9517,1,42,0.3,coarse
threshold__price_change_threshold_0p300__attempt_01,threshold__price_change_threshold_0p300,new_products,threshold,0.7812621606752278,0.30458018638752704,0.9253891572732152,0.765248766232798,0.45831256438374374,0.8415182177995535,6896,15745,556,51326,74523,7452,22641,1,42,0.3,coarse
threshold__price_change_threshold_0p400__attempt_01,threshold__price_change_threshold_0p400,new_prices,threshold,0.8813793508936971,0.4567058180824911,0.9832402234636871,0.870063694267516,0.623706052410706,0.9249224946876541,3344,3978,57,26637,34016,3401,7322,1,42,0.4,coarse
threshold__price_change_threshold_0p400__attempt_01,threshold__price_change_threshold_0p400,new_products,threshold,0.820780161829234,0.3488788778539982,0.9145195920558239,0.8103651354534747,0.5050767064403765,0.8608686270803311,6815,12719,637,54352,74523,7452,19534,1,42,0.4,coarse
threshold__price_change_threshold_0p500__attempt_01,threshold__price_change_threshold_0p500,new_prices,threshold,0.9140992474129821,0.5395149315294506,0.9614819170832108,0.9088355381349011,0.6911857958148383,0.9347881768183081,3270,2791,131,27824,34016,3401,6061,1,42,0.5,coarse
threshold__price_change_threshold_0p500__attempt_01,threshold__price_change_threshold_0p500,new_products,threshold,0.8411094561410571,0.376567860959559,0.8984165324745035,0.8347422880231397,0.5306963655820222,0.8659943833048701,6695,11084,757,55987,74523,7452,17779,1,42,0.5,coarse
threshold__price_change_threshold_0p450__attempt_01,threshold__price_change_threshold_0p450,new_prices,threshold,0.9027516462841016,0.5070938215102975,0.9773596001176125,0.8944634982851544,0.6677380474085978,0.9349933085342265,3324,3231,77,27384,34016,3401,6555,1,42,0.45,refine
threshold__price_change_threshold_0p450__attempt_01,threshold__price_change_threshold_0p450,new_products,threshold,0.8359701031896193,0.36957472395320873,0.9072732152442298,0.82804788954988,0.5252077992697894,0.8667558313205158,6761,11533,691,55538,74523,7452,18294,1,42,0.45,refine
threshold__price_change_threshold_0p475__attempt_01,threshold__price_change_threshold_0p475,new_prices,threshold,0.9080432737535278,0.5215742057847321,0.9703028521023228,0.9011268985791279,0.6784539473684212,0.9350753979211774,3300,3027,101,27588,34016,3401,6327,1,42,0.475,refine
threshold__price_change_threshold_0p475__attempt_01,threshold__price_change_threshold_0p475,new_products,threshold,0.8400896367564377,0.3755920869322931,0.9044551798174987,0.8329382296372501,0.5307713509469623,0.8679604232126186,6740,11205,712,55866,74523,7452,17945,1,42,0.475,refine
