sweep_id,run_id,candidate_id,schema_version,threshold,combined_accuracy,combined_precision,combined_recall,combined_tnr,combined_fpr,combined_fnr,combined_f1,combined_g_mean,split_count,weighted_row_count,default_distance,new_prices_accuracy_mean,new_prices_accuracy_std,new_prices_precision_mean,new_prices_precision_std,new_prices_recall_mean,new_prices_recall_std,new_prices_tnr_mean,new_prices_tnr_std,new_prices_fpr_mean,new_prices_fpr_std,new_prices_fnr_mean,new_prices_fnr_std,new_prices_f1_mean,new_prices_f1_std,new_prices_g_mean_mean,new_prices_g_mean_std,new_prices_true_positives_mean,new_prices_true_positives_std,new_prices_false_positives_mean,new_prices_false_positives_std,new_prices_false_negatives_mean,new_prices_false_negatives_std,new_prices_true_negatives_mean,new_prices_true_negatives_std,new_prices_n_rows_mean,new_prices_n_rows_std,new_prices_n_injected_mean,new_prices_n_injected_std,new_prices_n_predicted_mean,new_prices_n_predicted_std,new_products_accuracy_mean,new_products_accuracy_std,new_products_precision_mean,new_products_precision_std,new_products_recall_mean,new_products_recall_std,new_products_tnr_mean,new_products_tnr_std,new_products_fpr_mean,new_products_fpr_std,new_products_fnr_mean,new_products_fnr_std,new_products_f1_mean,new_products_f1_std,new_products_g_mean_mean,new_products_g_mean_std,new_products_true_positives_mean,new_products_true_positives_std,new_products_false_positives_mean,new_products_false_positives_std,new_products_false_negatives_mean,new_products_false_negatives_std,new_products_true_negatives_mean,new_products_true_negatives_std,new_products_n_rows_mean,new_products_n_rows_std,new_products_n_injected_mean,new_products_n_injected_std,new_products_n_predicted_mean,new_products_n_predicted_std,weighted_f1_mean,rank_score,config_key,is_baseline_config,training_time_sec,n_estimators,max_samples,max_features,experiment_family,detector_family,dataset_name,dataset_granularity,mh_level,scope_id,status,error,stage,model_name,n_train,n_eval_prices,n_eval_products,attempt_count,current_threshold,current_f1,improvement_pct,screening_threshold,screened_config_count,promoted_config_count
eif_mh5_granularity_fixed_gmean_winner,eif_COUNTRY_2_B2B_COMPETITOR_1_COUNTRY_2_2026-02-08_20260331T192529Z,eif__max_features_0p5__max_samples_256__n_estimators_100__threshold_0p2,phase2.v1,0.2,0.7326916326233339,0.1880494440008158,0.467187980927095,0.7621904232261014,0.23780957677389847,0.532812019072905,0.2665104241455777,0.5966977542212539,2,219259,1.45,0.7720735604788473,0.0,0.2160163530331269,0.0,0.4865926327193933,0.0,0.8037917544387602,0.0,0.19620824556123984,0.0,0.5134073672806068,0.0,0.29920472998292874,0.0,0.6253951918191379,0.0,3593.0,0.0,13040.0,0.0,3791.0,0.0,53420.0,0.0,73844.0,0.0,7384.0,0.0,16633.0,0.0,0.6408004676271362,0.0,0.12279332292542332,0.0,0.421910460078399,0.0,0.6651206503965646,0.0,0.33487934960343535,0.0,0.578089539921601,0.0,0.19022371052509188,0.0,0.5297370664928579,0.0,6135.0,0.0,43827.0,0.0,8406.0,0.0,87047.0,0.0,145415.0,0.0,14541.0,0.0,49962.0,0.0,0.2665104241455777,0.5966977542212539,eif__max_features_0p5__max_samples_256__n_estimators_100,True,678.403192,100,256,0.5,tuning_forests,eif,COMPETITOR_1_COUNTRY_2,by_competitor,mh5,COUNTRY_2/B2B/COMPETITOR_1_COUNTRY_2_2026-02-08,ok,,fixed_profile,COMPETITOR_1_COUNTRY_2_mh5,507486,73844,145415,1,0.2,0.2665104241455777,0.0,,1,1
