run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,price_change_threshold,stage
threshold__price_change_threshold_0p100__attempt_01,threshold__price_change_threshold_0p100,new_prices,threshold,0.5387872049264454,0.17793594306049823,0.9978617248752673,0.48778054072889115,0.3020170423902492,0.6976657736569294,7000,32340,15,30797,70152,7015,39340,1,42,0.1,coarse
threshold__price_change_threshold_0p100__attempt_01,threshold__price_change_threshold_0p100,new_products,threshold,0.5085165716062459,0.16349711441290204,0.9510761307875432,0.45934434901835886,0.2790273382935659,0.6609625149458201,19576,100157,1007,85094,205834,20583,119733,1,42,0.1,coarse
threshold__price_change_threshold_0p150__attempt_01,threshold__price_change_threshold_0p150,new_prices,threshold,0.6177015623218155,0.20685061282491563,0.996008553100499,0.5756687837559593,0.3425587723383914,0.7572126731466511,6987,26791,28,36346,70152,7015,33778,1,42,0.15,coarse
threshold__price_change_threshold_0p150__attempt_01,threshold__price_change_threshold_0p150,new_products,threshold,0.5959268148119359,0.1920408585008709,0.9481125200408104,0.5567959147319043,0.31938920803260173,0.7265708347194332,19515,82104,1068,103147,205834,20583,101619,1,42,0.15,coarse
threshold__price_change_threshold_0p200__attempt_01,threshold__price_change_threshold_0p200,new_prices,threshold,0.6840432204356255,0.23981589613244486,0.995295794725588,0.649460696580452,0.3865039165213541,0.8039934702135801,6982,22132,33,41005,70152,7015,29114,1,42,0.2,coarse
threshold__price_change_threshold_0p200__attempt_01,threshold__price_change_threshold_0p200,new_products,threshold,0.6525015303594158,0.2165115968481503,0.9451489092940777,0.6199858570264128,0.35231584189794907,0.765492623443406,19454,70398,1129,114853,205834,20583,89852,1,42,0.2,coarse
threshold__price_change_threshold_0p250__attempt_01,threshold__price_change_threshold_0p250,new_prices,threshold,0.7368998745581024,0.2744263070735746,0.99215965787598,0.7085385748451779,0.42993483028075485,0.8384410474269054,6960,18402,55,44735,70152,7015,25362,1,42,0.25,coarse
threshold__price_change_threshold_0p250__attempt_01,threshold__price_change_threshold_0p250,new_products,threshold,0.7038633073253204,0.24511338956512954,0.9431083904192781,0.6772810942990861,0.3890999108028743,0.7992180445321655,19412,59784,1171,125467,205834,20583,79196,1,42,0.25,coarse
threshold__price_change_threshold_0p300__attempt_01,threshold__price_change_threshold_0p300,new_prices,threshold,0.785893488425134,0.31702857142857144,0.9885958660014256,0.7633717154758699,0.48009691934925586,0.868715213485905,6935,14940,80,48197,70152,7015,21875,1,42,0.3,coarse
threshold__price_change_threshold_0p300__attempt_01,threshold__price_change_threshold_0p300,new_products,threshold,0.748190289262221,0.27653823049858406,0.9393674391488122,0.7269488423814177,0.4272880962641297,0.8263607399072307,19335,50583,1248,134668,205834,20583,69918,1,42,0.3,coarse
threshold__price_change_threshold_0p400__attempt_01,threshold__price_change_threshold_0p400,new_prices,threshold,0.8490990990990991,0.39692893840558796,0.9801853171774768,0.8345344251389835,0.5650423206508342,0.904432634418052,6876,10447,139,52690,70152,7015,17323,1,42,0.4,coarse
threshold__price_change_threshold_0p400__attempt_01,threshold__price_change_threshold_0p400,new_products,threshold,0.8001642099944616,0.32508256443430594,0.9277559150755478,0.7859876599856411,0.48146233848093284,0.8539348340055387,19096,39646,1487,145605,205834,20583,58742,1,42,0.4,coarse
threshold__price_change_threshold_0p500__attempt_01,threshold__price_change_threshold_0p500,new_prices,threshold,0.8898962253392633,0.47501585735428853,0.9607982893799002,0.8820184677764227,0.6357291077155254,0.9205660405647536,6740,7449,275,55688,70152,7015,14189,1,42,0.5,coarse
threshold__price_change_threshold_0p500__attempt_01,threshold__price_change_threshold_0p500,new_products,threshold,0.8236588707404996,0.3519558335845644,0.9074964776757518,0.8143437822197991,0.5072024981331885,0.8596593011080711,18679,34393,1904,150858,205834,20583,53072,1,42,0.5,coarse
threshold__price_change_threshold_0p450__attempt_01,threshold__price_change_threshold_0p450,new_prices,threshold,0.8761261261261262,0.44530790831319794,0.9720598717034925,0.8654671587183427,0.6108025797205303,0.9172163841031942,6819,8494,196,54643,70152,7015,15313,1,42,0.45,refine
threshold__price_change_threshold_0p450__attempt_01,threshold__price_change_threshold_0p450,new_products,threshold,0.8191115170477181,0.34720284854269146,0.9190594179662829,0.808006434513174,0.5040030905724221,0.8617458577891101,18917,35567,1666,149684,205834,20583,54484,1,42,0.45,refine
threshold__price_change_threshold_0p475__attempt_01,threshold__price_change_threshold_0p475,new_prices,threshold,0.8835671114152127,0.46082229018008836,0.9666429080541696,0.8743367597446822,0.6241141279337321,0.9193320553849188,6781,7934,234,55203,70152,7015,14715,1,42,0.475,refine
threshold__price_change_threshold_0p475__attempt_01,threshold__price_change_threshold_0p475,new_products,threshold,0.8216475412225386,0.3499832570599397,0.9140067045620172,0.8113856335458378,0.5061544049396667,0.861168920158058,18813,34941,1770,150310,205834,20583,53754,1,42,0.475,refine
