run_id,candidate_id,dataset_split,detector_name,anomaly_type,injected_count,detected_count,detection_rate
modified_mad__threshold_3p500,modified_mad__threshold_3p500,new_prices,modified_mad,decimal_shift,1653,1393,0.8427102238354507
modified_mad__threshold_3p500,modified_mad__threshold_3p500,new_prices,modified_mad,price_drop,1682,1191,0.7080856123662307
modified_mad__threshold_3p500,modified_mad__threshold_3p500,new_prices,modified_mad,price_spike,1712,1422,0.830607476635514
modified_mad__threshold_3p500,modified_mad__threshold_3p500,new_products,modified_mad,decimal_shift,5992,4617,0.7705273698264352
modified_mad__threshold_3p500,modified_mad__threshold_3p500,new_products,modified_mad,price_drop,5886,3865,0.6566428814135236
modified_mad__threshold_3p500,modified_mad__threshold_3p500,new_products,modified_mad,price_spike,5939,4672,0.7866644216198013
