run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,multiplier,stage
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_prices,iqr,0.7791617847607706,0.2970680256749347,0.8845562812139839,0.7674520349147406,0.4447663889894966,0.8239262819052973,9210,21793,1202,71921,104126,10412,31003,1,42,1.0,coarse
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_products,iqr,0.7547584777966008,0.24554826616682288,0.7008322010869565,0.7607500884538271,0.3636764236061384,0.7301767998013854,16506,50715,7046,161260,235527,23552,67221,1,42,1.0,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_prices,iqr,0.8186716093963083,0.3368899503100805,0.8399923165578179,0.816302793606078,0.48090616666208447,0.8280628446040722,8746,17215,1666,76499,104126,10412,25961,1,42,1.5,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_products,iqr,0.7897183762371193,0.27539214499420644,0.6761209239130435,0.802339898572945,0.3913732718894009,0.7365315970923699,15924,41899,7628,170076,235527,23552,57823,1,42,1.5,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_prices,iqr,0.8423352476806946,0.36693995125193885,0.7952362658470995,0.8475681328296732,0.5021681778209054,0.8209853330008203,8280,14285,2132,79429,104126,10412,22565,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_products,iqr,0.8138769652736204,0.3006623297498084,0.6495414402173914,0.8321358650784291,0.41105423669608915,0.7351916268970884,15298,35583,8254,176392,235527,23552,50881,1,42,2.0,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_prices,iqr,0.8574707565833701,0.39001738266699776,0.7542258932001537,0.8689416736026634,0.5141585098372999,0.8095543897180751,7853,12282,2559,81432,104126,10412,20135,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_products,iqr,0.8272469822992693,0.31553565277299345,0.6222826086956522,0.8500200495341432,0.4187428571428572,0.727291340432233,14656,31792,8896,180183,235527,23552,46448,1,42,2.5,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_prices,iqr,0.8674970708564623,0.40744791381855966,0.7156165962351133,0.8843715986938985,0.5192515418655703,0.7955318933043056,7451,10836,2961,82878,104126,10412,18287,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_products,iqr,0.8372118695521108,0.3275093890690242,0.5961277173913043,0.8639981129850218,0.4227578627241384,0.7176720859307232,14040,28829,9512,183146,235527,23552,42869,1,42,3.0,coarse
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_prices,iqr,0.8005205232122621,0.3171532460196985,0.8628505570495582,0.7935954073030711,0.46382198817728904,0.8274987850525377,8984,19343,1428,74371,104126,10412,28327,1,42,1.25,refine
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_products,iqr,0.7723785383416764,0.25956262298229055,0.6889011548913043,0.7816534968746315,0.3770581331846016,0.7338133255275214,16225,46284,7327,165691,235527,23552,62509,1,42,1.25,refine
iqr__multiplier_1p750__attempt_01,iqr__multiplier_1p750,new_prices,iqr,0.8311660872404587,0.3518640985368273,0.8176142912024587,0.832671745950445,0.4919956076980871,0.8251086712485737,8513,15681,1899,78033,104126,10412,24194,1,42,1.75,refine
iqr__multiplier_1p750__attempt_01,iqr__multiplier_1p750,new_products,iqr,0.7998913075783244,0.28483565418940376,0.6626613451086957,0.8151385776624602,0.39841725700427594,0.7349563431414107,15607,39186,7945,172789,235527,23552,54793,1,42,1.75,refine
