run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,threshold,stage
hybrid_max__threshold_1p000__attempt_01,hybrid_max__threshold_1p000,new_prices,hybrid_max,0.7857142857142857,0.275,0.7333333333333333,0.7913669064748201,0.4,0.7617976971708881,11,29,4,110,154,15,40,1,42,1.0,coarse
hybrid_max__threshold_1p000__attempt_01,hybrid_max__threshold_1p000,new_products,hybrid_max,0.3159420289855073,0.11175337186897881,0.8405797101449275,0.2576489533011272,0.19727891156462585,0.4653756358953544,58,461,11,160,690,69,519,1,42,1.0,coarse
hybrid_max__threshold_2p000__attempt_01,hybrid_max__threshold_2p000,new_prices,hybrid_max,0.8701298701298701,0.4074074074074074,0.7333333333333333,0.8848920863309353,0.5238095238095238,0.8055562446591501,11,16,4,123,154,15,27,1,42,2.0,coarse
hybrid_max__threshold_2p000__attempt_01,hybrid_max__threshold_2p000,new_products,hybrid_max,0.3521739130434783,0.11740890688259109,0.8405797101449275,0.29790660225442833,0.20603907637655416,0.5004140739160796,58,436,11,185,690,69,494,1,42,2.0,coarse
hybrid_max__threshold_3p000__attempt_01,hybrid_max__threshold_3p000,new_prices,hybrid_max,0.9090909090909091,0.5263157894736842,0.6666666666666666,0.935251798561151,0.5882352941176471,0.7896209211012378,10,9,5,130,154,15,19,1,42,3.0,coarse
hybrid_max__threshold_3p000__attempt_01,hybrid_max__threshold_3p000,new_products,hybrid_max,0.45942028985507244,0.1380952380952381,0.8405797101449275,0.4170692431561997,0.23721881390593047,0.5920979171746871,58,362,11,259,690,69,420,1,42,3.0,coarse
hybrid_max__threshold_4p000__attempt_01,hybrid_max__threshold_4p000,new_prices,hybrid_max,0.922077922077922,0.5882352941176471,0.6666666666666666,0.9496402877697842,0.625,0.7956717446157404,10,7,5,132,154,15,17,1,42,4.0,coarse
hybrid_max__threshold_4p000__attempt_01,hybrid_max__threshold_4p000,new_products,hybrid_max,0.4797101449275362,0.14108910891089108,0.8260869565217391,0.44122383252818037,0.24101479915433402,0.6037294534458809,57,347,12,274,690,69,404,1,42,4.0,coarse
hybrid_max__threshold_5p000__attempt_01,hybrid_max__threshold_5p000,new_prices,hybrid_max,0.922077922077922,0.5882352941176471,0.6666666666666666,0.9496402877697842,0.625,0.7956717446157404,10,7,5,132,154,15,17,1,42,5.0,coarse
hybrid_max__threshold_5p000__attempt_01,hybrid_max__threshold_5p000,new_products,hybrid_max,0.4985507246376812,0.1421188630490956,0.7971014492753623,0.46537842190016104,0.24122807017543857,0.6090597791334602,55,332,14,289,690,69,387,1,42,5.0,coarse
hybrid_max__threshold_6p000__attempt_01,hybrid_max__threshold_6p000,new_prices,hybrid_max,0.922077922077922,0.5882352941176471,0.6666666666666666,0.9496402877697842,0.625,0.7956717446157404,10,7,5,132,154,15,17,1,42,6.0,coarse
hybrid_max__threshold_6p000__attempt_01,hybrid_max__threshold_6p000,new_products,hybrid_max,0.5550724637681159,0.15606936416184972,0.782608695652174,0.5297906602254429,0.2602409638554217,0.6439089823629873,54,292,15,329,690,69,346,1,42,6.0,coarse
hybrid_max__threshold_5p500__attempt_01,hybrid_max__threshold_5p500,new_prices,hybrid_max,0.922077922077922,0.5882352941176471,0.6666666666666666,0.9496402877697842,0.625,0.7956717446157404,10,7,5,132,154,15,17,1,42,5.5,refine
hybrid_max__threshold_5p500__attempt_01,hybrid_max__threshold_5p500,new_products,hybrid_max,0.4985507246376812,0.1421188630490956,0.7971014492753623,0.46537842190016104,0.24122807017543857,0.6090597791334602,55,332,14,289,690,69,387,1,42,5.5,refine
hybrid_max__threshold_5p750__attempt_01,hybrid_max__threshold_5p750,new_prices,hybrid_max,0.922077922077922,0.5882352941176471,0.6666666666666666,0.9496402877697842,0.625,0.7956717446157404,10,7,5,132,154,15,17,1,42,5.75,refine
hybrid_max__threshold_5p750__attempt_01,hybrid_max__threshold_5p750,new_products,hybrid_max,0.5565217391304348,0.1585014409221902,0.7971014492753623,0.5297906602254429,0.2644230769230769,0.6498437528192846,55,292,14,329,690,69,347,1,42,5.75,refine
