run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,price_change_threshold,stage
threshold__price_change_threshold_0p100__attempt_01,threshold__price_change_threshold_0p100,new_prices,threshold,0.8469613309514787,0.39496136150444455,0.9971805571219127,0.8302703894821524,0.5658155756063223,0.9099063081139949,44210,67725,125,331292,443352,44335,111935,1,42,0.1,coarse
threshold__price_change_threshold_0p100__attempt_01,threshold__price_change_threshold_0p100,new_products,threshold,0.7228234429339571,0.2555285220144222,0.925962120648814,0.7002526918587427,0.4005274753550006,0.8052375224389149,87171,253969,6970,593308,941418,94141,341140,1,42,0.1,coarse
threshold__price_change_threshold_0p150__attempt_01,threshold__price_change_threshold_0p150,new_prices,threshold,0.870418989877118,0.4336520463398594,0.96673057403857,0.8597177563863194,0.5987287839631208,0.9116553296846884,42860,55975,1475,343042,443352,44335,98835,1,42,0.15,coarse
threshold__price_change_threshold_0p150__attempt_01,threshold__price_change_threshold_0p150,new_products,threshold,0.7688285118831379,0.28925523926547886,0.9002028871586237,0.7542314969012496,0.437826932664464,0.8239911231903384,84746,208234,9395,639043,941418,94141,292980,1,42,0.15,coarse
threshold__price_change_threshold_0p200__attempt_01,threshold__price_change_threshold_0p200,new_prices,threshold,0.8843514859524712,0.4613774521810773,0.9347017029434984,0.8787570454391668,0.6178020618249312,0.9062978025161411,41440,48378,2895,350639,443352,44335,89818,1,42,0.2,coarse
threshold__price_change_threshold_0p200__attempt_01,threshold__price_change_threshold_0p200,new_products,threshold,0.7982235308863863,0.3160015209183889,0.873976269638096,0.7898066393871189,0.4641730839750642,0.8308262516476926,82277,178092,11864,669185,941418,94141,260369,1,42,0.2,coarse
threshold__price_change_threshold_0p250__attempt_01,threshold__price_change_threshold_0p250,new_prices,threshold,0.8964502246521951,0.4903610621203214,0.9030562760798466,0.8957162226170815,0.6355936912123065,0.8993787613797029,40037,41611,4298,357406,443352,44335,81648,1,42,0.25,coarse
threshold__price_change_threshold_0p250__attempt_01,threshold__price_change_threshold_0p250,new_products,threshold,0.8218782729881944,0.3423207869167374,0.8480258335900405,0.8189730159086107,0.487751829054085,0.8333728304328436,79834,153380,14307,693897,941418,94141,233214,1,42,0.25,coarse
threshold__price_change_threshold_0p300__attempt_01,threshold__price_change_threshold_0p300,new_prices,threshold,0.9065618289756221,0.5195515707122982,0.8717942934476147,0.9104248691158522,0.651084832558453,0.890900221971008,38651,35742,5684,363275,443352,44335,74393,1,42,0.3,coarse
threshold__price_change_threshold_0p300__attempt_01,threshold__price_change_threshold_0p300,new_products,threshold,0.8402590560197489,0.36664042567317634,0.8212362307602427,0.8423726833137215,0.5069522994554224,0.831737318713037,77312,133554,16829,713723,941418,94141,210866,1,42,0.3,coarse
threshold__price_change_threshold_0p400__attempt_01,threshold__price_change_threshold_0p400,new_prices,threshold,0.9219062956747686,0.5786932002333571,0.805458441411977,0.9348448812957844,0.6735003724904048,0.867743453476007,35710,25998,8625,373019,443352,44335,61708,1,42,0.4,coarse
threshold__price_change_threshold_0p400__attempt_01,threshold__price_change_threshold_0p400,new_products,threshold,0.8620442778871872,0.4005632329123928,0.7645128052601948,0.8728810058575884,0.525692248135623,0.8169018952398908,71972,107705,22169,739572,941418,94141,179677,1,42,0.4,coarse
threshold__price_change_threshold_0p500__attempt_01,threshold__price_change_threshold_0p500,new_prices,threshold,0.9312713148920045,0.6337759079856421,0.7407465884741176,0.9524406228306063,0.6830988112695392,0.8399506783650664,32841,18977,11494,380040,443352,44335,51818,1,42,0.5,coarse
threshold__price_change_threshold_0p500__attempt_01,threshold__price_change_threshold_0p500,new_products,threshold,0.8689593782995438,0.4099262099533341,0.706355360576157,0.8870263207900132,0.5187823278384135,0.7915527756644983,66497,95720,27644,751557,941418,94141,162217,1,42,0.5,coarse
threshold__price_change_threshold_0p125__attempt_01,threshold__price_change_threshold_0p125,new_prices,threshold,0.8611351702484707,0.4173692034719225,0.9815495658057968,0.8477558600260139,0.585693135935397,0.9122030455539237,43517,60748,818,338269,443352,44335,104265,1,42,0.125,refine
threshold__price_change_threshold_0p125__attempt_01,threshold__price_change_threshold_0p125,new_products,threshold,0.7491719937371072,0.27383527387987194,0.9131090598145335,0.7309569361613735,0.42131962279687096,0.816972093001483,85961,227954,8180,619323,941418,94141,313915,1,42,0.125,refine
threshold__price_change_threshold_0p175__attempt_01,threshold__price_change_threshold_0p175,new_prices,threshold,0.8782840722495895,0.44875561516680507,0.950874027292207,0.870218562116401,0.6097471018318303,0.9096528067257617,42157,51785,2178,347232,443352,44335,93942,1,42,0.175,refine
threshold__price_change_threshold_0p175__attempt_01,threshold__price_change_threshold_0p175,new_products,threshold,0.7855734647096189,0.3039742329948684,0.8872117355881072,0.7742804301308781,0.4528084009422327,0.8288248815330791,83523,191247,10618,656030,941418,94141,274770,1,42,0.175,refine
