run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted
modified_mad__threshold_3p750,modified_mad__threshold_3p750,new_prices,modified_mad,0.7765951713731407,0.271889630441279,0.735516033414174,0.7811592467291398,0.39701818181818177,0.7579941626549779,5459,14619,1963,52183,74224,7422,20078
modified_mad__threshold_3p750,modified_mad__threshold_3p750,new_products,modified_mad,0.7409006457738236,0.23721848216941088,0.7181501943932883,0.7434283817517949,0.35663404769888934,0.7306799825317095,17548,56426,6887,163497,244358,24435,73974
