run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,threshold,w,stage
hybrid_weighted__threshold_1p000__w_0p250__attempt_01,hybrid_weighted__threshold_1p000__w_0p250,new_prices,hybrid_weighted,0.6004709738993319,0.18197138419852626,0.8569427874889777,0.5719744341922507,0.3001962423229277,0.7001066818772251,16521,74268,2758,99245,192792,19279,90789,1,42,1.0,0.25,coarse
hybrid_weighted__threshold_1p000__w_0p250__attempt_01,hybrid_weighted__threshold_1p000__w_0p250,new_products,hybrid_weighted,0.5359504442412414,0.1448424388279193,0.7423570356216732,0.5130167263132355,0.24239149507435126,0.6171236311876485,43514,256909,15102,270643,586168,58616,300423,1,42,1.0,0.25,coarse
hybrid_weighted__threshold_1p000__w_0p750__attempt_01,hybrid_weighted__threshold_1p000__w_0p750,new_prices,hybrid_weighted,0.6253838333540811,0.19199981384092707,0.8559572591939416,0.5997648591171844,0.3136457373107663,0.7165005826730259,16502,69446,2777,104067,192792,19279,85948,1,42,1.0,0.75,coarse
hybrid_weighted__threshold_1p000__w_0p750__attempt_01,hybrid_weighted__threshold_1p000__w_0p750,new_products,hybrid_weighted,0.5379976389021578,0.14544227189637715,0.7424935171284291,0.5152762192163047,0.24323818306297246,0.6185379958406384,43522,255717,15094,271835,586168,58616,299239,1,42,1.0,0.75,coarse
hybrid_weighted__threshold_2p000__w_0p250__attempt_01,hybrid_weighted__threshold_2p000__w_0p250,new_prices,hybrid_weighted,0.7580034441263123,0.2717982061285052,0.8456351470511956,0.748266700477774,0.4113750772763402,0.7954625203565755,16303,43679,2976,129834,192792,19279,59982,1,42,2.0,0.25,coarse
hybrid_weighted__threshold_2p000__w_0p250__attempt_01,hybrid_weighted__threshold_2p000__w_0p250,new_products,hybrid_weighted,0.6743442153102864,0.19678985517212924,0.7322915244984305,0.667905723037729,0.31021511398909435,0.6993580629009185,42924,175197,15692,352355,586168,58616,218121,1,42,2.0,0.25,coarse
hybrid_weighted__threshold_2p000__w_0p750__attempt_01,hybrid_weighted__threshold_2p000__w_0p750,new_prices,hybrid_weighted,0.7749699157641395,0.2869114761054437,0.8417449037813165,0.7675505581714338,0.42795358649789034,0.8037921191050018,16228,40333,3051,133180,192792,19279,56561,1,42,2.0,0.75,coarse
hybrid_weighted__threshold_2p000__w_0p750__attempt_01,hybrid_weighted__threshold_2p000__w_0p750,new_products,hybrid_weighted,0.6800115325299232,0.19941071436896554,0.729715436058414,0.674488960329977,0.31322566117321404,0.7015589824125805,42773,171724,15843,355828,586168,58616,214497,1,42,2.0,0.75,coarse
hybrid_weighted__threshold_3p000__w_0p250__attempt_01,hybrid_weighted__threshold_3p000__w_0p250,new_prices,hybrid_weighted,0.8229698327731441,0.3411419891748497,0.8271175890865708,0.8225089762726712,0.4830511041773955,0.8248100638672611,15946,30797,3333,142716,192792,19279,46743,1,42,3.0,0.25,coarse
hybrid_weighted__threshold_3p000__w_0p250__attempt_01,hybrid_weighted__threshold_3p000__w_0p250,new_products,hybrid_weighted,0.7572948369750652,0.24966182649604368,0.7116145762249215,0.7623703445347567,0.3696397713678054,0.7365553948295731,41712,125362,16904,402190,586168,58616,167074,1,42,3.0,0.25,coarse
