run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,multiplier,stage
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_prices,iqr,0.7935282941257125,0.31699434419606787,0.9222331047992165,0.7792286933054757,0.47181440096206845,0.8477207660401775,9416,20288,794,71608,102106,10210,29704,1,42,1.0,coarse
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_products,iqr,0.7401516294091898,0.24218944670550685,0.7508460859329017,0.7389633904595301,0.3662446954540153,0.7448810437742692,20411,63866,6773,180797,271847,27184,84277,1,42,1.0,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_prices,iqr,0.8272971225980843,0.3547503521677884,0.8879529872673849,0.8205580221119526,0.5069619191410837,0.8535906202393072,9066,16490,1144,75406,102106,10210,25556,1,42,1.5,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_products,iqr,0.7712389689788741,0.26493499516492963,0.7256474396703944,0.7763045495232217,0.3881542699724518,0.7505487384347567,19726,54730,7458,189933,271847,27184,74456,1,42,1.5,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_prices,iqr,0.8516345758329579,0.38895633796483653,0.8472086190009794,0.8521263167058414,0.533144318777158,0.8496639100201603,8650,13589,1560,78307,102106,10210,22239,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_products,iqr,0.8019915614297748,0.29429930208140326,0.7011477339611536,0.8131961105684146,0.4145821551311611,0.7550964244327129,19060,45704,8124,198959,271847,27184,64764,1,42,2.0,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_prices,iqr,0.8652282921669637,0.41179392915693774,0.8118511263467189,0.8711587011404196,0.5464253930584395,0.8409822666070874,8289,11840,1921,80056,102106,10210,20129,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_products,iqr,0.8171324311101466,0.310701801559559,0.6801059446733373,0.8323571606658955,0.4265411590992986,0.7523902265847794,18488,41016,8696,203647,271847,27184,59504,1,42,2.5,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_prices,iqr,0.8760405852741269,0.4332624229531446,0.7779627815866798,0.8869374075041351,0.5565637809620573,0.8306649701505388,7943,10390,2267,81506,102106,10210,18333,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_products,iqr,0.8306988857703046,0.3278131169116034,0.6597263095938788,0.8496952951610991,0.43799150100131884,0.748709784466527,17934,36774,9250,207889,271847,27184,54708,1,42,3.0,coarse
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_prices,iqr,0.8118915636691282,0.3364479185602618,0.9063663075416258,0.8013950552798816,0.49073313005435515,0.8522660835303394,9254,18251,956,73645,102106,10210,27505,1,42,1.25,refine
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_products,iqr,0.7547076112666316,0.2522393677079413,0.7396262507357269,0.7563832700490062,0.37618575411154975,0.7479578344703499,20106,59604,7078,185059,271847,27184,79710,1,42,1.25,refine
iqr__multiplier_1p750__attempt_01,iqr__multiplier_1p750,new_prices,iqr,0.8380212720114391,0.36866569827765094,0.8700293829578845,0.8344650474449378,0.5178836904241363,0.8520616822322437,8883,15212,1327,76684,102106,10210,24095,1,42,1.75,refine
iqr__multiplier_1p750__attempt_01,iqr__multiplier_1p750,new_products,iqr,0.7819619123992539,0.2735075311622129,0.7127354326074161,0.7896535234179258,0.3953153851647062,0.7502093345348655,19375,51464,7809,193199,271847,27184,70839,1,42,1.75,refine
