run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,multiplier,stage
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_prices,iqr,0.8075402199230811,0.32790603891521325,0.8809588299024919,0.7993830875714716,0.47792226875321436,0.8391803080809301,6505,13333,879,53127,73844,7384,19838,1,42,1.0,coarse
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_products,iqr,0.7826083966578413,0.2673806993159458,0.674712880819751,0.7945963292938246,0.38298785962446813,0.7322051477739254,9811,26882,4730,103992,145415,14541,36693,1,42,1.0,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_prices,iqr,0.846419478901468,0.37876095348979716,0.837080173347779,0.847457117062895,0.5215373581403198,0.8422526642616318,6181,10138,1203,56322,73844,7384,16319,1,42,1.5,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_products,iqr,0.8142832582608397,0.3012025134764441,0.6494051303211609,0.8326023503522472,0.4115314215985357,0.7353205000788472,9443,21908,5098,108966,145415,14541,31351,1,42,1.5,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_prices,iqr,0.8696982828665836,0.4196236172963655,0.7911700975081257,0.8784231116461029,0.5483901248474609,0.8336558635878707,5842,8080,1542,58380,73844,7384,13922,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_products,iqr,0.8414881545920297,0.33964042064000605,0.6196960319097724,0.8661307822791388,0.4387904168289833,0.7326239205030705,9011,17520,5530,113354,145415,14541,26531,1,42,2.0,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_prices,iqr,0.8825496993662315,0.4480283848076768,0.7524377031419285,0.8970057177249473,0.5616376042456406,0.8215478817148374,5556,6845,1828,59615,73844,7384,12401,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_products,iqr,0.8549943265825396,0.36214667846160326,0.5912248125988584,0.8843009306661369,0.4491640543364681,0.7230633803575471,8597,15142,5944,115732,145415,14541,23739,1,42,2.5,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_prices,iqr,0.891365581496127,0.4714924039320822,0.7145178764897074,0.9110141438459224,0.5681059545601378,0.8068059813318672,5276,5914,2108,60546,73844,7384,11190,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_products,iqr,0.8678540728260495,0.38935958725801106,0.5657107489168558,0.9014242706725553,0.46125378490523716,0.7141046136624534,8226,12901,6315,117973,145415,14541,21127,1,42,3.0,coarse
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_prices,iqr,0.8283272845457993,0.35281686224347925,0.8591549295774648,0.8249021968101113,0.5002168342203824,0.8418543750606082,6344,11637,1040,54823,73844,7384,17981,1,42,1.25,refine
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_products,iqr,0.7981707526733831,0.2830393248549493,0.664259679526855,0.8130491923529501,0.39694248669529664,0.7348984936383657,9659,24467,4882,106407,145415,14541,34126,1,42,1.25,refine
iqr__multiplier_1p750__attempt_01,iqr__multiplier_1p750,new_prices,iqr,0.8584042034559342,0.3982377103484828,0.8140574214517876,0.8633313271140536,0.5348340599697482,0.8383324364528766,6011,9083,1373,57377,73844,7384,15094,1,42,1.75,refine
iqr__multiplier_1p750__attempt_01,iqr__multiplier_1p750,new_products,iqr,0.8251143279579135,0.3146193653819965,0.6355133759713912,0.8461802955514465,0.42087764443331127,0.7333204594898258,9241,20131,5300,110743,145415,14541,29372,1,42,1.75,refine
