run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,multiplier,stage
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_prices,iqr,0.8142755681818182,0.3423227490213136,0.9324644549763034,0.8011572856391374,0.5007954183900731,0.8643209425345384,787,1512,57,6092,8448,844,2299,1,42,1.0,coarse
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_products,iqr,0.702394304383869,0.2138924184667514,0.7390243902439024,0.698325838435282,0.33176393299025514,0.7183869618396455,1515,5568,535,12889,20507,2050,7083,1,42,1.0,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_prices,iqr,0.8423295454545454,0.3782435129740519,0.8981042654028436,0.8361388742766965,0.5323033707865169,0.8665678793130017,758,1246,86,6358,8448,844,2004,1,42,1.5,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_products,iqr,0.7597405763885503,0.25338590776615805,0.7209756097560975,0.7640461613479981,0.3749841430927312,0.7421985226741418,1478,4355,572,14102,20507,2050,5833,1,42,1.5,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_prices,iqr,0.8581912878787878,0.4013377926421405,0.8530805687203792,0.8587585481325618,0.5458680818802123,0.8559148501074233,720,1074,124,6530,8448,844,1794,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_products,iqr,0.7961671624323402,0.28691476590636256,0.6995121951219512,0.8069025302053422,0.4069239500567537,0.7512909956557415,1434,3564,616,14893,20507,2050,4998,1,42,2.0,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_prices,iqr,0.8656486742424242,0.41313432835820896,0.8199052132701422,0.8707259337190952,0.5494243747518857,0.8449335668475945,692,983,152,6621,8448,844,1675,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_products,iqr,0.8111864241478519,0.30323974082073435,0.6848780487804879,0.825215365444005,0.4203592814371258,0.7517791492911781,1404,3226,646,15231,20507,2050,4630,1,42,2.5,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_prices,iqr,0.8741714015151515,0.42884990253411304,0.7819905213270142,0.8844029458179905,0.5539236256819134,0.8316217413363828,660,879,184,6725,8448,844,1539,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_products,iqr,0.8320573462720047,0.330743079164643,0.6643902439024391,0.8506799588232107,0.4416342412451362,0.751786848332338,1362,2756,688,15701,20507,2050,4118,1,42,3.0,coarse
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_prices,iqr,0.8283617424242424,0.35867537313432835,0.9111374407582938,0.8191741188847975,0.5147255689424364,0.8639329894245993,769,1375,75,6229,8448,844,2144,1,42,1.25,refine
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_products,iqr,0.727702735651241,0.22973386356684,0.7326829268292683,0.7271495909411063,0.3497904052165812,0.7299110154898575,1502,5036,548,13421,20507,2050,6538,1,42,1.25,refine
iqr__multiplier_1p750__attempt_01,iqr__multiplier_1p750,new_prices,iqr,0.849905303030303,0.3881856540084388,0.8720379146919431,0.8474487112046292,0.5372262773722627,0.8596554001035878,736,1160,108,6444,8448,844,1896,1,42,1.75,refine
iqr__multiplier_1p750__attempt_01,iqr__multiplier_1p750,new_products,iqr,0.7672502072463061,0.25881310894596987,0.7126829268292683,0.7733109389391559,0.3797270955165692,0.7423782750810042,1461,4184,589,14273,20507,2050,5645,1,42,1.75,refine
