run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,multiplier,stage
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_prices,iqr,0.7846498984738325,0.30285730277334677,0.8861049701138132,0.7733777280459958,0.45142451925082383,0.8278247692578942,10822,24911,1391,85012,122136,12213,35733,1,42,1.0,coarse
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_products,iqr,0.750130970698807,0.2421954703121812,0.703986820428336,0.7552580421961318,0.3604007826732339,0.7291719328996317,21366,66852,8984,206301,303503,30350,88218,1,42,1.0,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_prices,iqr,0.8213385078928408,0.3402075572112826,0.8374682715139605,0.819546409759559,0.4838564704212692,0.8284588796112996,10228,19836,1985,90087,122136,12213,30064,1,42,1.5,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_products,iqr,0.7837780845658857,0.2686708113638152,0.6749258649093904,0.795872642804582,0.38434404082858,0.7329086108121564,20484,55758,9866,217395,303503,30350,76242,1,42,1.5,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_prices,iqr,0.8462451693194472,0.37325303065400356,0.7916154916891837,0.8523148021797076,0.5073068345795619,0.8214046513147211,9668,16234,2545,93689,122136,12213,25902,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_products,iqr,0.8163247150769515,0.3031928084314941,0.6445469522240527,0.835410923548341,0.4123959101928955,0.7337994035346201,19562,44958,10788,228195,303503,30350,64520,1,42,2.0,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_prices,iqr,0.8586002489028624,0.3918381314967703,0.7500204699909933,0.8706640102617287,0.514751334644563,0.8080939488578941,9160,14217,3053,95706,122136,12213,23377,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_products,iqr,0.8304992042912261,0.3197094017094017,0.6162438220757825,0.8543050964111688,0.4210016882386044,0.7255757974403767,18703,39797,11647,233356,303503,30350,58500,1,42,2.5,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_prices,iqr,0.8675083513460404,0.4072966786565142,0.7139114058789814,0.8845737470774997,0.5186793575252825,0.7946743278725796,8719,12688,3494,97235,122136,12213,21407,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_products,iqr,0.8447923084780051,0.3404494382022472,0.5890280065897858,0.8732102521297588,0.43149891383055755,0.7171787044703406,17877,34633,12473,238520,303503,30350,52510,1,42,3.0,coarse
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_prices,iqr,0.8044802515228925,0.3220571637739072,0.8644886596249898,0.7978130145647407,0.4692861587696684,0.8304819706606792,10558,22225,1655,87698,122136,12213,32783,1,42,1.25,refine
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_products,iqr,0.7654850199174308,0.2532993328821425,0.6905766062602965,0.7738080855784121,0.3706474260349798,0.7310087288367471,20959,61785,9391,211368,303503,30350,82744,1,42,1.25,refine
iqr__multiplier_1p750__attempt_01,iqr__multiplier_1p750,new_prices,iqr,0.8324736359468133,0.35360312389066384,0.8156063211332187,0.834347679739454,0.4933263997226556,0.824923779278021,9961,18209,2252,91714,122136,12213,28170,1,42,1.75,refine
iqr__multiplier_1p750__attempt_01,iqr__multiplier_1p750,new_products,iqr,0.7935078071715931,0.2769396402986929,0.6610873146622734,0.8082210336331653,0.39035399177034796,0.7309614714730976,20064,52385,10286,220768,303503,30350,72449,1,42,1.75,refine
