run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,price_change_threshold,stage
threshold__price_change_threshold_0p100__attempt_01,threshold__price_change_threshold_0p100,new_prices,threshold,0.5931516038541286,0.19689165988976234,0.9966458301570361,0.5483204309454034,0.3288229376257545,0.7392437156253987,6537,26664,22,32369,65592,6559,33201,1,42,0.1,coarse
threshold__price_change_threshold_0p100__attempt_01,threshold__price_change_threshold_0p100,new_products,threshold,0.5193132836509666,0.1672216977083512,0.9565025283519073,0.47073776080730945,0.2846747857596856,0.6710155425941391,19483,97027,886,86298,203694,20369,116510,1,42,0.1,coarse
threshold__price_change_threshold_0p150__attempt_01,threshold__price_change_threshold_0p150,new_prices,threshold,0.6564520063422369,0.22486307740002068,0.9952736697667327,0.6188064303016957,0.3668446192750773,0.784781336909601,6528,22503,31,36530,65592,6559,29031,1,42,0.15,coarse
threshold__price_change_threshold_0p150__attempt_01,threshold__price_change_threshold_0p150,new_products,threshold,0.6119326047895373,0.1991797395673126,0.9537041582797389,0.5739588163098323,0.3295362980177949,0.7398560061228157,19426,78104,943,105221,203694,20369,97530,1,42,0.15,coarse
threshold__price_change_threshold_0p200__attempt_01,threshold__price_change_threshold_0p200,new_prices,threshold,0.7110318331503842,0.25632052844729286,0.9939015093764293,0.6796029339521962,0.40753938484621155,0.8218627512132044,6519,18914,40,40119,65592,6559,25433,1,42,0.2,coarse
threshold__price_change_threshold_0p200__attempt_01,threshold__price_change_threshold_0p200,new_products,threshold,0.6649827682700521,0.22355169546336506,0.9502675634542688,0.6332851493249693,0.36195338139182626,0.7757514652392293,19356,67228,1013,116097,203694,20369,86584,1,42,0.2,coarse
threshold__price_change_threshold_0p250__attempt_01,threshold__price_change_threshold_0p250,new_prices,threshold,0.7566471520917185,0.29010223670699586,0.9906998017990547,0.7306421831856758,0.44878789971683125,0.8507920228046791,6498,15901,61,43132,65592,6559,22399,1,42,0.25,coarse
threshold__price_change_threshold_0p250__attempt_01,threshold__price_change_threshold_0p250,new_products,threshold,0.6993480416703487,0.24269742143432715,0.9463400265108743,0.6719050865948453,0.3863196817412043,0.7974024563926031,19276,60148,1093,123177,203694,20369,79424,1,42,0.25,coarse
threshold__price_change_threshold_0p300__attempt_01,threshold__price_change_threshold_0p300,new_prices,threshold,0.7996402000243932,0.33157652356342426,0.987955481018448,0.778716988802873,0.4965136771128649,0.8771189869396169,6480,13063,79,45970,65592,6559,19543,1,42,0.3,coarse
threshold__price_change_threshold_0p300__attempt_01,threshold__price_change_threshold_0p300,new_products,threshold,0.735441397390203,0.26684009905122286,0.9416760763905936,0.712526933042411,0.4158437306912662,0.8191273201584726,19181,52701,1188,130624,203694,20369,71882,1,42,0.3,coarse
threshold__price_change_threshold_0p400__attempt_01,threshold__price_change_threshold_0p400,new_prices,threshold,0.8613702890596414,0.4176417056682267,0.9795700564110382,0.8482374265241475,0.5856081666134986,0.9115415425257442,6425,8959,134,50074,65592,6559,15384,1,42,0.4,coarse
threshold__price_change_threshold_0p400__attempt_01,threshold__price_change_threshold_0p400,new_products,threshold,0.7927479454475831,0.31720744992386085,0.9306298787372969,0.7774280649120414,0.47314297124600646,0.850586730308006,18956,40803,1413,142522,203694,20369,59759,1,42,0.4,coarse
threshold__price_change_threshold_0p500__attempt_01,threshold__price_change_threshold_0p500,new_prices,threshold,0.9016190998902305,0.5042440743113389,0.9600548864156121,0.8951264546948317,0.6612064892108993,0.9270223982135795,6297,6191,262,52842,65592,6559,12488,1,42,0.5,coarse
threshold__price_change_threshold_0p500__attempt_01,threshold__price_change_threshold_0p500,new_products,threshold,0.8194595815291564,0.346878966624356,0.9123177377387206,0.8091422337378972,0.5026439999459029,0.8591826419293009,18583,34989,1786,148336,203694,20369,53572,1,42,0.5,coarse
threshold__price_change_threshold_0p450__attempt_01,threshold__price_change_threshold_0p450,new_prices,threshold,0.8859312111233077,0.4662374716511815,0.9716420186003965,0.8764081107177342,0.6301166699624283,0.9227973481840631,6373,7296,186,51737,65592,6559,13669,1,42,0.45,refine
threshold__price_change_threshold_0p450__attempt_01,threshold__price_change_threshold_0p450,new_products,threshold,0.8135782104529343,0.34069354955476727,0.9241494427806961,0.8012927860357288,0.4978511260099708,0.8605313949642456,18824,36428,1545,146897,203694,20369,55252,1,42,0.45,refine
threshold__price_change_threshold_0p475__attempt_01,threshold__price_change_threshold_0p475,new_prices,threshold,0.8948194901817295,0.4869451697127937,0.9667632261015399,0.886826012569241,0.6476686583933405,0.9259323824676423,6341,6681,218,52352,65592,6559,13022,1,42,0.475,refine
threshold__price_change_threshold_0p475__attempt_01,threshold__price_change_threshold_0p475,new_products,threshold,0.8190324702740385,0.34712566968837477,0.9192891158132456,0.8078930860493658,0.503956292388847,0.8617930846473275,18725,35218,1644,148107,203694,20369,53943,1,42,0.475,refine
