run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,multiplier,stage
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_prices,iqr,0.906275,0.517607239311143,0.92234375,0.9044895833333333,0.6630945159623464,0.9133730421506889,29515,27507,2485,260493,320000,32000,57022,1,42,1.0,coarse
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_products,iqr,0.8484965215626211,0.27778994088728776,0.3219459309835763,0.9070009431641105,0.29824242748010044,0.5403751132777594,13957,36286,29395,353890,433528,43352,50243,1,42,1.0,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_prices,iqr,0.912728125,0.5374845846601263,0.91253125,0.91275,0.676504998320379,0.9126406184460014,29201,25128,2799,262872,320000,32000,54329,1,42,1.5,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_products,iqr,0.8594346847262461,0.30395719540742394,0.3144952943347481,0.919982264414008,0.3091364630924983,0.5378941280862168,13634,31221,29718,358955,433528,43352,44855,1,42,1.5,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_prices,iqr,0.916275,0.5495565789974498,0.90240625,0.9178159722222222,0.6831074208123388,0.9100784964403673,28877,23669,3123,264331,320000,32000,52546,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_products,iqr,0.8666499049657692,0.3241553766448569,0.307413729470382,0.9287859837611745,0.3155626590895637,0.5343421779607523,13327,27786,30025,362390,433528,43352,41113,1,42,2.0,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_prices,iqr,0.919025,0.5595857965000196,0.89334375,0.9218784722222222,0.6881303709409528,0.907498964968705,28587,22499,3413,265501,320000,32000,51086,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_products,iqr,0.8716714952667417,0.33981114357262104,0.30049363351171804,0.9351344008857542,0.31894525511703065,0.5300961553755732,13027,25309,30325,364867,433528,43352,38336,1,42,2.5,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_prices,iqr,0.921234375,0.5682187820010842,0.88434375,0.9253333333333333,0.6918817158294928,0.9046064061236798,28299,21504,3701,266496,320000,32000,49803,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_products,iqr,0.8751337860530346,0.3514727357892707,0.2942424801623916,0.9396759411137537,0.32032142632933647,0.5258256169703416,12756,23537,30596,366639,433528,43352,36293,1,42,3.0,coarse
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_prices,iqr,0.910165625,0.5293332611949719,0.91721875,0.9093819444444444,0.6712712552459147,0.9132919414710188,29351,26098,2649,261902,320000,32000,55449,1,42,1.25,refine
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_products,iqr,0.8541755088483327,0.29089569518998,0.3187626868425909,0.9136646026408595,0.3041923021891544,0.5396685868297029,13819,33686,29533,356490,433528,43352,47505,1,42,1.25,refine
