run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,price_change_threshold,stage
threshold__price_change_threshold_0p100__attempt_01,threshold__price_change_threshold_0p100,new_prices,threshold,0.8193144165311164,0.3559944088025519,0.9973090748438661,0.7995372322741441,0.5246959884206189,0.8929645779215164,49663,89842,134,358331,497970,49797,139505,1,42,0.1,coarse
threshold__price_change_threshold_0p100__attempt_01,threshold__price_change_threshold_0p100,new_products,threshold,0.657198235120321,0.21329886102409396,0.9031985190452255,0.6298649819376563,0.3450992699669998,0.7542500373778837,73673,271725,7896,462399,815693,81569,345398,1,42,0.1,coarse
threshold__price_change_threshold_0p150__attempt_01,threshold__price_change_threshold_0p150,new_prices,threshold,0.8514107275538687,0.39959332724707447,0.9668654738237243,0.8385824224127736,0.5654806297603459,0.9004423308498846,48147,72343,1650,375830,497970,49797,120490,1,42,0.15,coarse
threshold__price_change_threshold_0p150__attempt_01,threshold__price_change_threshold_0p150,new_products,threshold,0.7170418282368489,0.24483647704113037,0.8777721928673884,0.699182971814026,0.3828772342615741,0.7834049849118494,71599,220837,9970,513287,815693,81569,292436,1,42,0.15,coarse
threshold__price_change_threshold_0p200__attempt_01,threshold__price_change_threshold_0p200,new_prices,threshold,0.8740205233246983,0.4389919548794175,0.934694861136213,0.86727893023453,0.5974047643495225,0.9003561291299834,46545,59482,3252,388691,497970,49797,106027,1,42,0.2,coarse
threshold__price_change_threshold_0p200__attempt_01,threshold__price_change_threshold_0p200,new_products,threshold,0.756782269800035,0.27187480472411424,0.8534247079159974,0.7460442650015529,0.41237852359330246,0.7979302030574825,69613,186435,11956,547689,815693,81569,256048,1,42,0.2,coarse
threshold__price_change_threshold_0p250__attempt_01,threshold__price_change_threshold_0p250,new_prices,threshold,0.8922886920898849,0.47952960743757594,0.9032070205032432,0.8910755444884007,0.6264598756189454,0.8971207764736437,44977,48817,4820,399356,497970,49797,93794,1,42,0.25,coarse
threshold__price_change_threshold_0p250__attempt_01,threshold__price_change_threshold_0p250,new_products,threshold,0.7914607579076932,0.3022898513182165,0.8297637582905271,0.7872048863679705,0.4431400792221822,0.8082042347435173,67683,156218,13886,577906,815693,81569,223901,1,42,0.25,coarse
threshold__price_change_threshold_0p300__attempt_01,threshold__price_change_threshold_0p300,new_prices,threshold,0.9071269353575516,0.5212899974804737,0.8725224411109103,0.910971879162734,0.652651976026317,0.891539908131129,43449,39900,6348,408273,497970,49797,83349,1,42,0.3,coarse
threshold__price_change_threshold_0p300__attempt_01,threshold__price_change_threshold_0p300,new_products,threshold,0.8194271619346984,0.3332132144325397,0.8048645931665216,0.8210452185189423,0.47130612069089284,0.8129146485176449,65652,131375,15917,602749,815693,81569,197027,1,42,0.3,coarse
threshold__price_change_threshold_0p400__attempt_01,threshold__price_change_threshold_0p400,new_prices,threshold,0.9247966744984638,0.5909680271106528,0.8054501275177219,0.9380574019407684,0.6817374455029873,0.8692286546197927,40109,27761,9688,420412,497970,49797,67870,1,42,0.4,coarse
threshold__price_change_threshold_0p400__attempt_01,threshold__price_change_threshold_0p400,new_products,threshold,0.8512025970555098,0.3771481481481481,0.7490345596979244,0.8625545548163526,0.5016894596603017,0.8037929902545219,61098,100902,20471,633222,815693,81569,162000,1,42,0.4,coarse
threshold__price_change_threshold_0p500__attempt_01,threshold__price_change_threshold_0p500,new_prices,threshold,0.9347350241982448,0.6534700903234966,0.7395023796614254,0.9564275402578915,0.6938294865756006,0.8409996682487065,36825,19528,12972,428645,497970,49797,56353,1,42,0.5,coarse
threshold__price_change_threshold_0p500__attempt_01,threshold__price_change_threshold_0p500,new_products,threshold,0.8631200709090308,0.39489039363255835,0.6927877012100185,0.8820458124240591,0.5030444381142287,0.781709978669319,56510,86593,25059,647531,815693,81569,143103,1,42,0.5,coarse
threshold__price_change_threshold_0p225__attempt_01,threshold__price_change_threshold_0p225,new_prices,threshold,0.884448862381268,0.46100547856912666,0.919252163784967,0.880581828891968,0.6140596808703292,0.8997092594825649,45776,53520,4021,394653,497970,49797,99296,1,42,0.225,refine
threshold__price_change_threshold_0p225__attempt_01,threshold__price_change_threshold_0p225,new_products,threshold,0.77632638750118,0.2882149425190833,0.8415329353063051,0.7690812451302504,0.4293743256133986,0.8044918879040904,68643,169523,12926,564601,815693,81569,238166,1,42,0.225,refine
threshold__price_change_threshold_0p275__attempt_01,threshold__price_change_threshold_0p275,new_prices,threshold,0.9010462477659297,0.5029678830619895,0.8865393497600257,0.9026581253221412,0.6418114414479902,0.8945624335275291,44147,43626,5650,404547,497970,49797,87773,1,42,0.275,refine
threshold__price_change_threshold_0p275__attempt_01,threshold__price_change_threshold_0p275,new_products,threshold,0.80732947322093,0.3190797819125257,0.8171977099143056,0.8062330069579526,0.4589570222668999,0.8116968442364202,66658,142249,14911,591875,815693,81569,208907,1,42,0.275,refine
