run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,threshold,w,stage
hybrid_weighted__threshold_1p000__w_0p300__attempt_01,hybrid_weighted__threshold_1p000__w_0p300,new_prices,hybrid_weighted,0.5219547401750791,0.16173652195650362,0.9038416763678696,0.47952505367721243,0.2743753754814998,0.6583424096744827,3882,20120,413,18537,42952,4295,24002,1,42,1.0,0.3,coarse
hybrid_weighted__threshold_1p000__w_0p300__attempt_01,hybrid_weighted__threshold_1p000__w_0p300,new_products,hybrid_weighted,0.5460085211815815,0.15109314413002228,0.7665327306211284,0.5215074264562272,0.25242932557786935,0.632259845032633,9157,51448,2789,56073,119467,11946,60605,1,42,1.0,0.3,coarse
hybrid_weighted__threshold_1p000__w_0p400__attempt_01,hybrid_weighted__threshold_1p000__w_0p400,new_prices,hybrid_weighted,0.5269836096107282,0.16317692566431213,0.9036088474970896,0.48513852601081303,0.27643434595249117,0.6620992858817079,3881,19903,414,18754,42952,4295,23784,1,42,1.0,0.4,coarse
hybrid_weighted__threshold_1p000__w_0p400__attempt_01,hybrid_weighted__threshold_1p000__w_0p400,new_products,hybrid_weighted,0.5464186762871756,0.15122692294989928,0.7666164406495898,0.5219538508756429,0.2526205450733753,0.6325649400193091,9158,51400,2788,56121,119467,11946,60558,1,42,1.0,0.4,coarse
hybrid_weighted__threshold_1p000__w_0p500__attempt_01,hybrid_weighted__threshold_1p000__w_0p500,new_prices,hybrid_weighted,0.5323849878934624,0.16478430706521738,0.9036088474970896,0.4911400263859068,0.27873738643300894,0.6661820120674675,3881,19671,414,18986,42952,4295,23552,1,42,1.0,0.5,coarse
hybrid_weighted__threshold_1p000__w_0p500__attempt_01,hybrid_weighted__threshold_1p000__w_0p500,new_products,hybrid_weighted,0.5469041660040012,0.15137190082644628,0.7666164406495898,0.5224932803824369,0.25282279214863485,0.6328917276044236,9158,51342,2788,56179,119467,11946,60500,1,42,1.0,0.5,coarse
hybrid_weighted__threshold_1p000__w_0p600__attempt_01,hybrid_weighted__threshold_1p000__w_0p600,new_prices,hybrid_weighted,0.5379027751909108,0.1664593609264422,0.9036088474970896,0.4972708694414983,0.2811300253531329,0.6703270524377694,3881,19434,414,19223,42952,4295,23315,1,42,1.0,0.6,coarse
hybrid_weighted__threshold_1p000__w_0p600__attempt_01,hybrid_weighted__threshold_1p000__w_0p600,new_products,hybrid_weighted,0.5474482493073402,0.15150010756424895,0.7663653105642055,0.5231257149766092,0.25298791018998273,0.6331709098041154,9155,51274,2791,56247,119467,11946,60429,1,42,1.0,0.6,coarse
hybrid_weighted__threshold_1p000__w_0p700__attempt_01,hybrid_weighted__threshold_1p000__w_0p700,new_prices,hybrid_weighted,0.5427221084000745,0.16795049333564133,0.9036088474970896,0.5026256564141035,0.2832536583585739,0.6739265465277475,3881,19227,414,19430,42952,4295,23108,1,42,1.0,0.7,coarse
hybrid_weighted__threshold_1p000__w_0p700__attempt_01,hybrid_weighted__threshold_1p000__w_0p700,new_products,hybrid_weighted,0.5479504800488838,0.1516506816412397,0.7663653105642055,0.5236837455008789,0.2531978151144299,0.6335085289545891,9155,51214,2791,56307,119467,11946,60369,1,42,1.0,0.7,coarse
hybrid_weighted__threshold_1p000__w_0p800__attempt_01,hybrid_weighted__threshold_1p000__w_0p800,new_prices,hybrid_weighted,0.5479372322592662,0.1695367132867133,0.9031431897555297,0.5084719455726,0.28548298068077277,0.6776599256453328,3879,19001,416,19656,42952,4295,22880,1,42,1.0,0.8,coarse
hybrid_weighted__threshold_1p000__w_0p800__attempt_01,hybrid_weighted__threshold_1p000__w_0p800,new_products,hybrid_weighted,0.5489047184578169,0.15193759853954028,0.7663653105642055,0.5247440034969912,0.25359759560116896,0.634149510136747,9155,51100,2791,56421,119467,11946,60255,1,42,1.0,0.8,coarse
hybrid_weighted__threshold_1p500__w_0p300__attempt_01,hybrid_weighted__threshold_1p500__w_0p300,new_prices,hybrid_weighted,0.6245576457440865,0.19758703542763661,0.89988358556461,0.5939674573815867,0.32402749832327293,0.7310961395447503,3865,15696,430,22961,42952,4295,19561,1,42,1.5,0.3,coarse
hybrid_weighted__threshold_1p500__w_0p300__attempt_01,hybrid_weighted__threshold_1p500__w_0p300,new_products,hybrid_weighted,0.6243983694241925,0.17882086698661673,0.7672861208772811,0.6085229862073456,0.2900449338649453,0.683309038101863,9166,42092,2780,65429,119467,11946,51258,1,42,1.5,0.3,coarse
hybrid_weighted__threshold_1p500__w_0p400__attempt_01,hybrid_weighted__threshold_1p500__w_0p400,new_prices,hybrid_weighted,0.6298891786179922,0.19983441995239573,0.8991850989522701,0.5999689577566806,0.32699716354091696,0.7344951644828788,3862,15464,433,23193,42952,4295,19326,1,42,1.5,0.4,coarse
hybrid_weighted__threshold_1p500__w_0p400__attempt_01,hybrid_weighted__threshold_1p500__w_0p400,new_products,hybrid_weighted,0.6257962449881557,0.17938027286785288,0.7671187008203583,0.6100947721840385,0.2907683277013628,0.6841162978727462,9164,41923,2782,65598,119467,11946,51087,1,42,1.5,0.4,coarse
hybrid_weighted__threshold_1p500__w_0p500__attempt_01,hybrid_weighted__threshold_1p500__w_0p500,new_prices,hybrid_weighted,0.6338703669212143,0.20158721871247323,0.8989522700814901,0.6044183459658018,0.32932446264073695,0.7371182023155154,3861,15292,434,23365,42952,4295,19153,1,42,1.5,0.5,coarse
hybrid_weighted__threshold_1p500__w_0p500__attempt_01,hybrid_weighted__threshold_1p500__w_0p500,new_products,hybrid_weighted,0.6290188922463944,0.18069199510790232,0.7667838607065126,0.6137126700830535,0.29246487867177523,0.6859919609811663,9160,41534,2786,65987,119467,11946,50694,1,42,1.5,0.5,coarse
hybrid_weighted__threshold_1p500__w_0p600__attempt_01,hybrid_weighted__threshold_1p500__w_0p600,new_prices,hybrid_weighted,0.6393415906127771,0.2040600549799112,0.8987194412107101,0.6105233204852938,0.332600921976649,0.7407355651193283,3860,15056,435,23601,42952,4295,18916,1,42,1.5,0.6,coarse
hybrid_weighted__threshold_1p500__w_0p600__attempt_01,hybrid_weighted__threshold_1p500__w_0p600,new_products,hybrid_weighted,0.6300317242418408,0.18099816034656696,0.7659467604218986,0.614931036727709,0.29280468487495803,0.6862976289223709,9150,41403,2796,66118,119467,11946,50553,1,42,1.5,0.6,coarse
hybrid_weighted__threshold_1p500__w_0p700__attempt_01,hybrid_weighted__threshold_1p500__w_0p700,new_prices,hybrid_weighted,0.6453715775749674,0.20676711888036892,0.8977881257275903,0.6173267454794733,0.33612273361227335,0.7444653261136676,3856,14793,439,23864,42952,4295,18649,1,42,1.5,0.7,coarse
hybrid_weighted__threshold_1p500__w_0p700__attempt_01,hybrid_weighted__threshold_1p500__w_0p700,new_products,hybrid_weighted,0.6337984548034186,0.1825477630712104,0.7654445002511301,0.6191720687121586,0.29479181778615987,0.6884343503231347,9144,40947,2802,66574,119467,11946,50091,1,42,1.5,0.7,coarse
hybrid_weighted__threshold_1p500__w_0p800__attempt_01,hybrid_weighted__threshold_1p500__w_0p800,new_prices,hybrid_weighted,0.656407152169864,0.2121595598349381,0.8977881257275903,0.6295884315906563,0.34321317311971516,0.7518224644007044,3856,14319,439,24338,42952,4295,18175,1,42,1.5,0.8,coarse
hybrid_weighted__threshold_1p500__w_0p800__attempt_01,hybrid_weighted__threshold_1p500__w_0p800,new_products,hybrid_weighted,0.6379334879087949,0.18423865905561046,0.7646073999665159,0.6238595251160238,0.29692960356289516,0.6906573748562368,9134,40443,2812,67078,119467,11946,49577,1,42,1.5,0.8,coarse
hybrid_weighted__threshold_2p000__w_0p300__attempt_01,hybrid_weighted__threshold_2p000__w_0p300,new_prices,hybrid_weighted,0.7031337306761035,0.2380096666253563,0.8942956926658906,0.6818946115839305,0.37596045612489604,0.7809067895668405,3841,12297,454,26360,42952,4295,16138,1,42,2.0,0.3,coarse
hybrid_weighted__threshold_2p000__w_0p300__attempt_01,hybrid_weighted__threshold_2p000__w_0p300,new_products,hybrid_weighted,0.6723362937045376,0.19995587424158853,0.7586639879457558,0.6627449521488825,0.31649525938083845,0.70908442966137,9063,36262,2883,71259,119467,11946,45325,1,42,2.0,0.3,coarse
hybrid_weighted__threshold_2p000__w_0p400__attempt_01,hybrid_weighted__threshold_2p000__w_0p400,new_prices,hybrid_weighted,0.7069053827528404,0.24009776886437703,0.8919674039580908,0.6863439997930517,0.3783516863364772,0.78242985354447,3831,12125,464,26532,42952,4295,15956,1,42,2.0,0.4,coarse
hybrid_weighted__threshold_2p000__w_0p400__attempt_01,hybrid_weighted__threshold_2p000__w_0p400,new_products,hybrid_weighted,0.6733909782617794,0.20047352466089882,0.7584128578603717,0.6639447177760623,0.3171214056948844,0.7096084912610906,9060,36133,2886,71388,119467,11946,45193,1,42,2.0,0.4,coarse
hybrid_weighted__threshold_2p000__w_0p500__attempt_01,hybrid_weighted__threshold_2p000__w_0p500,new_prices,hybrid_weighted,0.7115617433414043,0.24288437102922492,0.890104772991851,0.6917246553017564,0.38163214374844023,0.7846702602241507,3823,11917,472,26740,42952,4295,15740,1,42,2.0,0.5,coarse
hybrid_weighted__threshold_2p000__w_0p500__attempt_01,hybrid_weighted__threshold_2p000__w_0p500,new_products,hybrid_weighted,0.6752743435425682,0.2013969214342913,0.7579105976896032,0.6660931352945006,0.31823134511967943,0.7105202645160774,9054,35902,2892,71619,119467,11946,44956,1,42,2.0,0.5,coarse
hybrid_weighted__threshold_2p000__w_0p600__attempt_01,hybrid_weighted__threshold_2p000__w_0p600,new_prices,hybrid_weighted,0.7162413857329112,0.24573158945944204,0.8880093131548312,0.6971570478826603,0.38494146144529673,0.786817609901641,3814,11707,481,26950,42952,4295,15521,1,42,2.0,0.6,coarse
hybrid_weighted__threshold_2p000__w_0p600__attempt_01,hybrid_weighted__threshold_2p000__w_0p600,new_products,hybrid_weighted,0.6764211037357597,0.20189281489252472,0.7571572074334505,0.6674510095702235,0.3187833718082013,0.710890527792309,9045,35756,2901,71765,119467,11946,44801,1,42,2.0,0.6,coarse
hybrid_weighted__threshold_2p000__w_0p700__attempt_01,hybrid_weighted__threshold_2p000__w_0p700,new_prices,hybrid_weighted,0.7209675917303036,0.2488569562377531,0.8870779976717112,0.7025118348552656,0.3886763580719204,0.7894192750396262,3810,11500,485,27157,42952,4295,15310,1,42,2.0,0.7,coarse
hybrid_weighted__threshold_2p000__w_0p700__attempt_01,hybrid_weighted__threshold_2p000__w_0p700,new_products,hybrid_weighted,0.6776599395649008,0.20245536214351323,0.7564875272057593,0.6689018889333247,0.31942456214764153,0.7113479710397944,9037,35600,2909,71921,119467,11946,44637,1,42,2.0,0.7,coarse
hybrid_weighted__threshold_2p000__w_0p800__attempt_01,hybrid_weighted__threshold_2p000__w_0p800,new_prices,hybrid_weighted,0.7253212888806109,0.2518028448561032,0.8861466821885914,0.7074527252502781,0.3921689850592478,0.7917745166938698,3806,11309,489,27348,42952,4295,15115,1,42,2.0,0.8,coarse
hybrid_weighted__threshold_2p000__w_0p800__attempt_01,hybrid_weighted__threshold_2p000__w_0p800,new_products,hybrid_weighted,0.6782960985041895,0.20270725301367096,0.7559015570065294,0.6696738311585644,0.3196856247676703,0.7114826010938612,9030,35517,2916,72004,119467,11946,44547,1,42,2.0,0.8,coarse
hybrid_weighted__threshold_2p500__w_0p300__attempt_01,hybrid_weighted__threshold_2p500__w_0p300,new_prices,hybrid_weighted,0.7549823058297634,0.27445868636396553,0.8824214202561118,0.7408231368186874,0.4186920017675652,0.8085284191357369,3790,10019,505,28638,42952,4295,13809,1,42,2.5,0.3,coarse
hybrid_weighted__threshold_2p500__w_0p300__attempt_01,hybrid_weighted__threshold_2p500__w_0p300,new_products,hybrid_weighted,0.7147245682908251,0.22331941701457464,0.7477816842457726,0.7110517945331609,0.34392746453115675,0.7291855103483517,8933,31068,3013,76453,119467,11946,40001,1,42,2.5,0.3,coarse
hybrid_weighted__threshold_2p500__w_0p400__attempt_01,hybrid_weighted__threshold_2p500__w_0p400,new_prices,hybrid_weighted,0.7581719128329297,0.2769151896880035,0.880325960419092,0.7445999430892206,0.42130480806730175,0.8096237768420709,3781,9873,514,28784,42952,4295,13654,1,42,2.5,0.4,coarse
hybrid_weighted__threshold_2p500__w_0p400__attempt_01,hybrid_weighted__threshold_2p500__w_0p400,new_products,hybrid_weighted,0.7162312605154562,0.2242042057131372,0.74702829398962,0.7128095906846105,0.3448955535372664,0.7297183925793318,8924,30879,3022,76642,119467,11946,39803,1,42,2.5,0.4,coarse
hybrid_weighted__threshold_2p500__w_0p500__attempt_01,hybrid_weighted__threshold_2p500__w_0p500,new_prices,hybrid_weighted,0.7620366921214379,0.2801276343128525,0.8789289871944121,0.7490493312983418,0.42484947386190985,0.8113945834898723,3775,9701,520,28956,42952,4295,13476,1,42,2.5,0.5,coarse
hybrid_weighted__threshold_2p500__w_0p500__attempt_01,hybrid_weighted__threshold_2p500__w_0p500,new_products,hybrid_weighted,0.7184912988524027,0.22563830056428552,0.7464423237903901,0.7153858316049888,0.34652676576314,0.7307491105365429,8917,30602,3029,76919,119467,11946,39519,1,42,2.5,0.5,coarse
hybrid_weighted__threshold_2p500__w_0p600__attempt_01,hybrid_weighted__threshold_2p500__w_0p600,new_prices,hybrid_weighted,0.7667861799217731,0.2840754716981132,0.8763678696158324,0.7546110665597434,0.4290681105728128,0.8132139280592121,3764,9486,531,29171,42952,4295,13250,1,42,2.5,0.6,coarse
hybrid_weighted__threshold_2p500__w_0p600__attempt_01,hybrid_weighted__threshold_2p500__w_0p600,new_products,hybrid_weighted,0.721780910209514,0.22783515696901524,0.746023773648083,0.7190874340826443,0.349065841525988,0.7324317860096267,8912,30204,3034,77317,119467,11946,39116,1,42,2.5,0.6,coarse
hybrid_weighted__threshold_2p500__w_0p700__attempt_01,hybrid_weighted__threshold_2p500__w_0p700,new_prices,hybrid_weighted,0.770301732166139,0.2871226595338173,0.8747380675203725,0.758698295263471,0.4323360184119677,0.8146547002440786,3757,9328,538,29329,42952,4295,13085,1,42,2.5,0.7,coarse
hybrid_weighted__threshold_2p500__w_0p700__attempt_01,hybrid_weighted__threshold_2p500__w_0p700,new_products,hybrid_weighted,0.7235973113914302,0.2287993823188779,0.744182153021932,0.7213102556709852,0.3499931103718431,0.7326569586525702,8890,29965,3056,77556,119467,11946,38855,1,42,2.5,0.7,coarse
hybrid_weighted__threshold_2p500__w_0p800__attempt_01,hybrid_weighted__threshold_2p500__w_0p800,new_prices,hybrid_weighted,0.7728394486869063,0.28920963260265514,0.8724097788125728,0.7617766510593166,0.4344095994435106,0.8152186207731278,3747,9209,548,29448,42952,4295,12956,1,42,2.5,0.8,coarse
