run_id,candidate_id,dataset_split,detector_name,anomaly_type,injected_count,detected_count,detection_rate
modified_sn__threshold_3p000,modified_sn__threshold_3p000,new_prices,modified_sn,decimal_shift,40303,23940,0.5940004466168771
modified_sn__threshold_3p000,modified_sn__threshold_3p000,new_prices,modified_sn,list_price_violation,40281,16641,0.413122812243986
modified_sn__threshold_3p000,modified_sn__threshold_3p000,new_prices,modified_sn,price_drop,40076,22572,0.5632298632598064
modified_sn__threshold_3p000,modified_sn__threshold_3p000,new_prices,modified_sn,price_spike,40467,23725,0.5862801789112116
modified_sn__threshold_3p000,modified_sn__threshold_3p000,new_products,modified_sn,decimal_shift,77126,46532,0.6033244301532558
modified_sn__threshold_3p000,modified_sn__threshold_3p000,new_products,modified_sn,list_price_violation,77372,29871,0.38606989608643955
modified_sn__threshold_3p000,modified_sn__threshold_3p000,new_products,modified_sn,price_drop,77741,43304,0.5570291094789107
modified_sn__threshold_3p000,modified_sn__threshold_3p000,new_products,modified_sn,price_spike,77251,47207,0.6110859406350727
