run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,threshold,w,stage
hybrid_weighted__threshold_1p000__w_0p250__attempt_01,hybrid_weighted__threshold_1p000__w_0p250,new_prices,hybrid_weighted,0.49564583333333334,0.15636840055238838,0.92,0.44849537037037035,0.26730425834569177,0.6423517266581765,4416,23825,384,19375,48000,4800,28241,1,42,1.0,0.25,coarse
hybrid_weighted__threshold_1p000__w_0p250__attempt_01,hybrid_weighted__threshold_1p000__w_0p250,new_products,hybrid_weighted,0.4652998378425385,0.13653938274139465,0.8165541231839575,0.42627358034795754,0.23395772872511947,0.5899791942412145,15962,100942,3586,74999,195489,19548,116904,1,42,1.0,0.25,coarse
hybrid_weighted__threshold_1p000__w_0p750__attempt_01,hybrid_weighted__threshold_1p000__w_0p750,new_prices,hybrid_weighted,0.5206666666666667,0.16326379641958869,0.9195833333333333,0.4763425925925926,0.2772961427314989,0.6618434173616432,4414,22622,386,20578,48000,4800,27036,1,42,1.0,0.75,coarse
hybrid_weighted__threshold_1p000__w_0p750__attempt_01,hybrid_weighted__threshold_1p000__w_0p750,new_products,hybrid_weighted,0.4681030646225619,0.13723232392671778,0.816963372211991,0.4293427910492722,0.23499117127722188,0.5922476968385116,15970,100402,3578,75539,195489,19548,116372,1,42,1.0,0.75,coarse
hybrid_weighted__threshold_2p000__w_0p250__attempt_01,hybrid_weighted__threshold_2p000__w_0p250,new_prices,hybrid_weighted,0.6611041666666667,0.21637397971803116,0.91125,0.6333101851851852,0.3497101738956626,0.7596735524223547,4374,15841,426,27359,48000,4800,20215,1,42,2.0,0.25,coarse
hybrid_weighted__threshold_2p000__w_0p250__attempt_01,hybrid_weighted__threshold_2p000__w_0p250,new_products,hybrid_weighted,0.5905089288911397,0.17241491331607958,0.8145078780437897,0.5656214299111634,0.2845882300370884,0.6787511404432671,15922,76425,3626,99516,195489,19548,92347,1,42,2.0,0.25,coarse
hybrid_weighted__threshold_2p000__w_0p750__attempt_01,hybrid_weighted__threshold_2p000__w_0p750,new_prices,hybrid_weighted,0.6799583333333333,0.22566233766233768,0.905,0.6549537037037036,0.36124740124740123,0.769891616951277,4344,14906,456,28294,48000,4800,19250,1,42,2.0,0.75,coarse
hybrid_weighted__threshold_2p000__w_0p750__attempt_01,hybrid_weighted__threshold_2p000__w_0p750,new_products,hybrid_weighted,0.5982024564041967,0.1749831979991847,0.8124616329036218,0.5743970990275149,0.28794952452611255,0.6831365932308107,15882,74881,3666,101060,195489,19548,90763,1,42,2.0,0.75,coarse
hybrid_weighted__threshold_3p000__w_0p250__attempt_01,hybrid_weighted__threshold_3p000__w_0p250,new_prices,hybrid_weighted,0.7351041666666667,0.2598458644335215,0.8920833333333333,0.717662037037037,0.40246252173504393,0.800133952664671,4282,12197,518,31003,48000,4800,16479,1,42,3.0,0.25,coarse
hybrid_weighted__threshold_3p000__w_0p250__attempt_01,hybrid_weighted__threshold_3p000__w_0p250,new_products,hybrid_weighted,0.6693982781639888,0.20491706704020318,0.8007468794761613,0.6548047356784377,0.3263251159639339,0.7241083128653625,15653,60734,3895,115207,195489,19548,76387,1,42,3.0,0.25,coarse
