run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted
hybrid_max__threshold_3p000,hybrid_max__threshold_3p000,new_prices,hybrid_max,0.7825971320286353,0.28754762382193705,0.7946359304000886,0.7812596195284123,0.42228635373107953,0.787919389689059,7170,17765,1853,63450,90238,9023,24935
hybrid_max__threshold_3p000,hybrid_max__threshold_3p000,new_products,hybrid_max,0.7599781349461749,0.25206843797808237,0.7118233115852584,0.765328513631332,0.3722994627746651,0.738091238956051,16147,47911,6537,156251,226846,22684,64058
