run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,multiplier,stage
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_prices,iqr,0.904503125,0.5120599902917496,0.956,0.89878125,0.6669064669784069,0.9269492300012984,30592,29151,1408,258849,320000,32000,59743,1,42,1.0,coarse
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_products,iqr,0.8823451997104692,0.40921988911686386,0.3979622160900021,0.9361646426743585,0.40351254788859714,0.6103754220344989,18748,27066,28362,396931,471107,47110,45814,1,42,1.0,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_prices,iqr,0.913828125,0.5393578226452015,0.9475,0.9100868055555555,0.6874114379640651,0.928605001205512,30320,25895,1680,262105,320000,32000,56215,1,42,1.5,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_products,iqr,0.8942703037738773,0.46586081327129275,0.391042241562301,0.950183609789692,0.42518521937821685,0.6095587983680655,18422,21122,28688,402875,471107,47110,39544,1,42,1.5,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_prices,iqr,0.9221625,0.5668426013195099,0.93971875,0.9202118055555556,0.7071369782480894,0.9299141291817808,30071,22979,1929,265021,320000,32000,53050,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_products,iqr,0.9029413700072383,0.5199297781103405,0.38348545956272556,0.9606577405028809,0.4414039116996714,0.606958215282763,18066,16681,29044,407316,471107,47110,34747,1,42,2.0,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_prices,iqr,0.925409375,0.5788361224766817,0.9328125,0.9245868055555555,0.7143797341119315,0.9286905456379383,29850,21719,2150,266281,320000,32000,51569,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_products,iqr,0.9061571999566977,0.5446208764155588,0.37567395457440034,0.9650988096613892,0.4446398512674924,0.6021316188181289,17698,14798,29412,409199,471107,47110,32496,1,42,2.5,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_prices,iqr,0.929428125,0.5944704159226339,0.92590625,0.9298194444444444,0.7240625114551384,0.9278607842681136,29629,20212,2371,267788,320000,32000,49841,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_products,iqr,0.909542842708769,0.5742067553735927,0.369157291445553,0.9695846904577154,0.44939726345982406,0.5982718931693559,17391,12896,29719,411101,471107,47110,30287,1,42,3.0,coarse
iqr__multiplier_1p750__attempt_01,iqr__multiplier_1p750,new_prices,iqr,0.917309375,0.5504545371736714,0.94421875,0.9143194444444445,0.6954690359185646,0.9291488378801471,30215,24676,1785,263324,320000,32000,54891,1,42,1.75,refine
iqr__multiplier_1p750__attempt_01,iqr__multiplier_1p750,new_products,iqr,0.8975943893850017,0.484931434038482,0.3873275313097007,0.9542897709181904,0.4306686492482712,0.6079660361597863,18247,19381,28863,404616,471107,47110,37628,1,42,1.75,refine
iqr__multiplier_2p250__attempt_01,iqr__multiplier_2p250,new_prices,iqr,0.92321875,0.5707699927610774,0.9363125,0.9217638888888889,0.7092101214287405,0.9290097153503174,29962,22532,2038,265468,320000,32000,52494,1,42,2.25,refine
iqr__multiplier_2p250__attempt_01,iqr__multiplier_2p250,new_products,iqr,0.904276523167773,0.5298529586149651,0.3793886648270006,0.9625964334653311,0.44217114866034984,0.6043162877663026,17873,15859,29237,408138,471107,47110,33732,1,42,2.25,refine
