run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,threshold,w,stage
hybrid_weighted__threshold_1p000__w_0p250__attempt_01,hybrid_weighted__threshold_1p000__w_0p250,new_prices,hybrid_weighted,0.49535673446758377,0.15598303187415308,0.9175186276208629,0.44845708125589545,0.26663645290429794,0.6414575011181699,5295,28651,476,23296,57718,5771,33946,1,42,1.0,0.25,coarse
hybrid_weighted__threshold_1p000__w_0p250__attempt_01,hybrid_weighted__threshold_1p000__w_0p250,new_products,hybrid_weighted,0.46705524689910416,0.13812324031505044,0.8262834726249361,0.42714270147860733,0.23668219875783986,0.5940883391248646,19378,120917,4074,90160,234529,23452,140295,1,42,1.0,0.25,coarse
hybrid_weighted__threshold_1p000__w_0p750__attempt_01,hybrid_weighted__threshold_1p000__w_0p750,new_prices,hybrid_weighted,0.5200630652482761,0.1626361454679712,0.9159591058741986,0.47608139064816063,0.2762260601468398,0.6603567860644988,5286,27216,485,24731,57718,5771,32502,1,42,1.0,0.75,coarse
hybrid_weighted__threshold_1p000__w_0p750__attempt_01,hybrid_weighted__threshold_1p000__w_0p750,new_products,hybrid_weighted,0.46902515253977123,0.13858992970386952,0.8263687531980215,0.4293220009759472,0.23737055159869927,0.5956326776352799,19380,120457,4072,90620,234529,23452,139837,1,42,1.0,0.75,coarse
hybrid_weighted__threshold_2p000__w_0p250__attempt_01,hybrid_weighted__threshold_2p000__w_0p250,new_prices,hybrid_weighted,0.6590838213382307,0.21459650275018471,0.9059088546179171,0.6316630411765838,0.34699498888262037,0.756458288431523,5228,19134,543,32813,57718,5771,24362,1,42,2.0,0.25,coarse
hybrid_weighted__threshold_2p000__w_0p250__attempt_01,hybrid_weighted__threshold_2p000__w_0p250,new_products,hybrid_weighted,0.5894836033070537,0.17354312354312354,0.8253880266075388,0.5632731183407003,0.2867873651771957,0.6818496077496161,19357,92183,4095,118894,234529,23452,111540,1,42,2.0,0.25,coarse
hybrid_weighted__threshold_2p000__w_0p750__attempt_01,hybrid_weighted__threshold_2p000__w_0p750,new_prices,hybrid_weighted,0.6782632800859351,0.22433771268576352,0.9024432507364408,0.6533582305041677,0.359345891119851,0.7678663460730585,5208,18007,563,33940,57718,5771,23215,1,42,2.0,0.75,coarse
hybrid_weighted__threshold_2p000__w_0p750__attempt_01,hybrid_weighted__threshold_2p000__w_0p750,new_products,hybrid_weighted,0.5968728813920666,0.1761168463157511,0.8241940985843424,0.5716160453294296,0.29021868876827095,0.6863836909605558,19329,90422,4123,120655,234529,23452,109751,1,42,2.0,0.75,coarse
hybrid_weighted__threshold_3p000__w_0p250__attempt_01,hybrid_weighted__threshold_3p000__w_0p250,new_prices,hybrid_weighted,0.7324058352680273,0.25683691936456865,0.8852885115231329,0.7154214872851176,0.3981607762147839,0.7958356762487515,5109,14783,662,37164,57718,5771,19892,1,42,3.0,0.25,coarse
hybrid_weighted__threshold_3p000__w_0p250__attempt_01,hybrid_weighted__threshold_3p000__w_0p250,new_products,hybrid_weighted,0.6675634996098564,0.20563523262343947,0.8119136960600375,0.6515252727677577,0.3281573142148077,0.7273116885417107,19041,73555,4411,137522,234529,23452,92596,1,42,3.0,0.25,coarse
hybrid_weighted__threshold_3p000__w_0p750__attempt_01,hybrid_weighted__threshold_3p000__w_0p750,new_prices,hybrid_weighted,0.7457985377178696,0.2659971607340028,0.8766245018194421,0.7312645581073016,0.4081484469544171,0.8006525019938598,5059,13960,712,37987,57718,5771,19019,1,42,3.0,0.75,coarse
hybrid_weighted__threshold_3p000__w_0p750__attempt_01,hybrid_weighted__threshold_3p000__w_0p750,new_products,hybrid_weighted,0.6727739426680709,0.20769433291647468,0.8073085451134232,0.6578262908796316,0.33039001832300846,0.7287446643560384,18933,72225,4519,138852,234529,23452,91158,1,42,3.0,0.75,coarse
hybrid_weighted__threshold_4p000__w_0p250__attempt_01,hybrid_weighted__threshold_4p000__w_0p250,new_prices,hybrid_weighted,0.7745070861776222,0.2889523365575108,0.8592964824120602,0.7650874930217337,0.43247721623860813,0.8108248833694225,4959,12203,812,39744,57718,5771,17162,1,42,4.0,0.25,coarse
hybrid_weighted__threshold_4p000__w_0p250__attempt_01,hybrid_weighted__threshold_4p000__w_0p250,new_products,hybrid_weighted,0.7118437378746338,0.22890071139834622,0.7943885382909773,0.702672484448803,0.35539531290239507,0.7471244660821744,18630,62759,4822,148318,234529,23452,81389,1,42,4.0,0.25,coarse
hybrid_weighted__threshold_4p000__w_0p750__attempt_01,hybrid_weighted__threshold_4p000__w_0p750,new_prices,hybrid_weighted,0.7867909490973353,0.2991579076771775,0.8433547045572691,0.7805070552678691,0.4416515426497278,0.8113225603915485,4867,11402,904,40545,57718,5771,16269,1,42,4.0,0.75,coarse
