run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted
hybrid_weighted__threshold_3p000__w_0p500,hybrid_weighted__threshold_3p000__w_0p500,new_prices,hybrid_weighted,0.7552484489944874,0.26158615671759833,0.7941797925470611,0.7509230211067717,0.393546391261928,0.7722485928257741,8269,23342,2143,70372,104126,10412,31611
hybrid_weighted__threshold_3p000__w_0p500,hybrid_weighted__threshold_3p000__w_0p500,new_products,hybrid_weighted,0.7301158678198253,0.22566402018456813,0.6987516983695652,0.7336006604552424,0.3411519605302708,0.7159641802619285,16457,56470,7095,155505,235527,23552,72927
