run_id,candidate_id,dataset_split,detector_name,anomaly_type,injected_count,detected_count,detection_rate
standard_zscore__threshold_3p000,standard_zscore__threshold_3p000,new_prices,standard_zscore,decimal_shift,1935,1909,0.98656330749354
standard_zscore__threshold_3p000,standard_zscore__threshold_3p000,new_prices,standard_zscore,price_drop,1985,1679,0.8458438287153652
standard_zscore__threshold_3p000,standard_zscore__threshold_3p000,new_prices,standard_zscore,price_spike,2030,2001,0.9857142857142858
standard_zscore__threshold_3p000,standard_zscore__threshold_3p000,new_products,standard_zscore,decimal_shift,8007,6227,0.7776945172973648
standard_zscore__threshold_3p000,standard_zscore__threshold_3p000,new_products,standard_zscore,price_drop,7990,4718,0.5904881101376721
standard_zscore__threshold_3p000,standard_zscore__threshold_3p000,new_products,standard_zscore,price_spike,7981,6258,0.784112266633254
