run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,multiplier,stage
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_prices,iqr,0.8228019238015027,0.34971310237715175,0.8983708301008534,0.8144062057501693,0.5034469908701323,0.855358859835488,8106,15073,917,66142,90238,9023,23179,1,42,1.0,coarse
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_products,iqr,0.7752131401920246,0.268058468799161,0.7211250220419679,0.781222754479286,0.3908348067090362,0.7505726320907005,16358,44666,6326,159496,226846,22684,61024,1,42,1.0,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_prices,iqr,0.855703805492143,0.3969693845995258,0.8535963648453951,0.855937942498307,0.5419173262972735,0.8547663518469838,7702,11700,1321,69515,90238,9023,19402,1,42,1.5,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_products,iqr,0.8038096329668586,0.2953654556707992,0.6942338211955563,0.8159843653569224,0.4144155997947396,0.7526512764870377,15748,37569,6936,166593,226846,22684,53317,1,42,1.5,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_prices,iqr,0.8775238812916953,0.43879336349924586,0.8060512024825446,0.8854645077879703,0.5682475193374482,0.8448252667020014,7273,9302,1750,71913,90238,9023,16575,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_products,iqr,0.8395166765118186,0.3433425433288425,0.6628460588961382,0.8591461682389475,0.4523669840696782,0.7546400808550424,15036,28757,7648,175405,226846,22684,43793,1,42,2.0,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_prices,iqr,0.8894700680422881,0.46781290191565694,0.7659315083675052,0.9031952225574094,0.5808539250294166,0.8317365443238148,6911,7862,2112,73353,90238,9023,14773,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_products,iqr,0.8518201775653967,0.3623633707751977,0.6342796684888027,0.8759906348879811,0.46122776085911205,0.7454012674365696,14388,25318,8296,178844,226846,22684,39706,1,42,2.5,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_prices,iqr,0.9015159910459009,0.5052275522755227,0.7283608555912667,0.9207535553777012,0.5966138622849622,0.8189266434691225,6572,6436,2451,74779,90238,9023,13008,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_products,iqr,0.8683159500277722,0.39650406035823305,0.606991712220067,0.8973511231277123,0.47967253091795853,0.7380275704131183,13769,20957,8915,183205,226846,22684,34726,1,42,3.0,coarse
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_prices,iqr,0.8399233139032337,0.3722190799396682,0.8752078022830544,0.8360032013790556,0.5223056317999933,0.8553809236711799,7897,13319,1126,67896,90238,9023,21216,1,42,1.25,refine
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_products,iqr,0.7878957530659566,0.27914893617021275,0.7085170163992242,0.7967153534937942,0.400503370338529,0.751323089740277,16072,41503,6612,162659,226846,22684,57575,1,42,1.25,refine
iqr__multiplier_1p750__attempt_01,iqr__multiplier_1p750,new_prices,iqr,0.8649127861876371,0.41276923924420206,0.8304333370275961,0.8687434587206797,0.5514424492198999,0.8493724327091796,7493,10660,1530,70555,90238,9023,18153,1,42,1.75,refine
iqr__multiplier_1p750__attempt_01,iqr__multiplier_1p750,new_products,iqr,0.8124763055112278,0.3039786750913219,0.6786721918532886,0.8273429923296206,0.4198884479537427,0.7493294882885646,15395,35250,7289,168912,226846,22684,50645,1,42,1.75,refine
