run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted
hybrid_weighted__threshold_3p000__w_0p900,hybrid_weighted__threshold_3p000__w_0p900,new_prices,hybrid_weighted,0.7758184567075652,0.2831137177241222,0.8105691647888348,0.7719574540256342,0.41965226554267654,0.7910277547356184,11151,28236,2606,95583,137576,13757,39387
hybrid_weighted__threshold_3p000__w_0p900,hybrid_weighted__threshold_3p000__w_0p900,new_products,hybrid_weighted,0.7064418091545,0.21220042823606297,0.7135999537318181,0.7056464827559616,0.3271249801155947,0.7096120753240283,24677,91614,9904,219624,345819,34581,116291
