run_id,candidate_id,dataset_split,detector_name,anomaly_type,injected_count,detected_count,detection_rate,attempt_index,attempt_seed,multiplier,stage
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_prices,iqr,decimal_shift,11036,10708,0.9702790866255889,1,42,1.0,coarse
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_prices,iqr,list_price_violation,11083,10473,0.9449607506992691,1,42,1.0,coarse
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_prices,iqr,price_drop,11141,10411,0.9344762588636568,1,42,1.0,coarse
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_prices,iqr,price_spike,11075,10699,0.9660496613995485,1,42,1.0,coarse
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_products,iqr,decimal_shift,23438,10474,0.4468811332024917,1,42,1.0,coarse
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_products,iqr,list_price_violation,23535,4264,0.1811769704695135,1,42,1.0,coarse
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_products,iqr,price_drop,23568,9562,0.4057196198234895,1,42,1.0,coarse
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_products,iqr,price_spike,23600,10506,0.44516949152542373,1,42,1.0,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_prices,iqr,decimal_shift,11036,10607,0.961127220007249,1,42,1.5,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_prices,iqr,list_price_violation,11083,10324,0.9315167373454841,1,42,1.5,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_prices,iqr,price_drop,11141,10070,0.9038685934835293,1,42,1.5,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_prices,iqr,price_spike,11075,10632,0.96,1,42,1.5,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_products,iqr,decimal_shift,23438,10334,0.44090792729755096,1,42,1.5,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_products,iqr,list_price_violation,23535,3935,0.16719779052475037,1,42,1.5,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_products,iqr,price_drop,23568,8908,0.37797012898845894,1,42,1.5,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_products,iqr,price_spike,23600,10343,0.4382627118644068,1,42,1.5,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_prices,iqr,decimal_shift,11036,10471,0.9488039144617615,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_prices,iqr,list_price_violation,11083,10181,0.9186140936569521,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_prices,iqr,price_drop,11141,9722,0.872632618256889,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_prices,iqr,price_spike,11075,10577,0.9550338600451467,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_products,iqr,decimal_shift,23438,10127,0.4320761157095315,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_products,iqr,list_price_violation,23535,3686,0.15661780327172298,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_products,iqr,price_drop,23568,8144,0.3455532926001358,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_products,iqr,price_spike,23600,10158,0.43042372881355934,1,42,2.0,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_prices,iqr,decimal_shift,11036,10337,0.9366618339978253,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_prices,iqr,list_price_violation,11083,10062,0.9078769286294325,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_prices,iqr,price_drop,11141,9445,0.8477695000448793,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_prices,iqr,price_spike,11075,10499,0.9479909706546276,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_products,iqr,decimal_shift,23438,9809,0.4185084051540234,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_products,iqr,list_price_violation,23535,3510,0.1491395793499044,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_products,iqr,price_drop,23568,7527,0.3193737270875764,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_products,iqr,price_spike,23600,9945,0.42139830508474574,1,42,2.5,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_prices,iqr,decimal_shift,11036,10228,0.9267850670532801,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_prices,iqr,list_price_violation,11083,9950,0.8977713615447082,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_prices,iqr,price_drop,11141,9222,0.827753343505969,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_prices,iqr,price_spike,11075,10414,0.9403160270880361,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_products,iqr,decimal_shift,23438,9523,0.40630599880535884,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_products,iqr,list_price_violation,23535,3382,0.14370087104312726,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_products,iqr,price_drop,23568,7023,0.2979887983706721,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_products,iqr,price_spike,23600,9723,0.4119915254237288,1,42,3.0,coarse
