run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,multiplier,stage
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_prices,iqr,0.8358888648297516,0.3742367661894059,0.9538964700575167,0.8227769744146239,0.5375712624172975,0.8859142461540583,42291,70715,2044,328302,443352,44335,113006,1,42,1.0,coarse
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_products,iqr,0.8359942129850927,0.26800853167422556,0.36972201272559246,0.8878017460641561,0.31075398419713407,0.5729222010501384,34806,95063,59335,752214,941418,94141,129869,1,42,1.0,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_prices,iqr,0.8519032281347553,0.39805908786690886,0.9390549227472651,0.8422197550480305,0.5591136478093,0.8893203061961695,41633,62957,2702,336060,443352,44335,104590,1,42,1.5,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_products,iqr,0.8518649526565245,0.2983374274627078,0.35606165220254726,0.9069536881090836,0.3246536269292048,0.568270559381105,33520,78836,60621,768441,941418,94141,112356,1,42,1.5,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_prices,iqr,0.8630997491834931,0.4167531700962732,0.9236720424044209,0.8563695281153435,0.5743599093950083,0.8893843888258942,40951,57311,3384,341706,443352,44335,98262,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_products,iqr,0.8648166914165653,0.32988197590212937,0.3411372303247257,0.9230027488058805,0.3354152088316083,0.5611333186594311,32115,65238,62026,782039,941418,94141,97353,1,42,2.0,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_prices,iqr,0.8689055197675888,0.42703658226776187,0.9099582722454043,0.8643441256888804,0.5812819238222856,0.8868579859466329,40343,54129,3992,344888,443352,44335,94472,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_products,iqr,0.8710275350588156,0.34651916540997996,0.3270732199572981,0.9314663327341589,0.33651550008469994,0.5519580534145483,30791,58067,63350,789210,941418,94141,88858,1,42,2.5,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_prices,iqr,0.874966166838088,0.43883298246387514,0.8980263899853389,0.8724039326645231,0.5895662732670921,0.8851224515623443,39814,50913,4521,348104,443352,44335,90727,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_products,iqr,0.8768219855579562,0.36550669970292027,0.3149637246258272,0.9392500917645586,0.3383581340149717,0.5439022956904258,29651,51472,64490,795805,941418,94141,81123,1,42,3.0,coarse
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_prices,iqr,0.8432216387881413,0.384636536117247,0.946543363031465,0.831741504747918,0.5469961808678424,0.8872876653470088,41965,67138,2370,331879,443352,44335,109103,1,42,1.25,refine
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_products,iqr,0.8431769947037342,0.28067010520618935,0.36358228614525023,0.8964647925058747,0.31679099642744757,0.5709104296717773,34228,87723,59913,759554,941418,94141,121951,1,42,1.25,refine
iqr__multiplier_1p750__attempt_01,iqr__multiplier_1p750,new_prices,iqr,0.8566691928760894,0.40559797938103803,0.9308672606292997,0.848425004448432,0.5650096518489109,0.8886906434414134,41270,60481,3065,338536,443352,44335,101751,1,42,1.75,refine
iqr__multiplier_1p750__attempt_01,iqr__multiplier_1p750,new_products,iqr,0.8562423917962053,0.3072243488352504,0.3486897313604062,0.9126365993647886,0.32664636694728044,0.5641161322477694,32826,74021,61315,773256,941418,94141,106847,1,42,1.75,refine
