run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,multiplier,stage
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_prices,iqr,0.7779820960200707,0.30343528979516854,0.9418389166072701,0.7597763593455501,0.45899475494112335,0.8459237218271094,6607,15167,408,47970,70152,7015,21774,1,42,1.0,coarse
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_products,iqr,0.7427975941778326,0.24624360864518963,0.7627653889131808,0.7405789982240312,0.3722981705220474,0.7515903322963162,15700,48058,4883,137193,205834,20583,63758,1,42,1.0,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_prices,iqr,0.8217584673280875,0.3476716434478548,0.8929436920883821,0.8138492484596987,0.5004793863854267,0.8524796494479845,6264,11753,751,51384,70152,7015,18017,1,42,1.5,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_products,iqr,0.780148080492047,0.2755885456463996,0.7359471408443862,0.7850591899638868,0.4010112642126302,0.7601066150531334,15148,39818,5435,145433,205834,20583,54966,1,42,1.5,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_prices,iqr,0.8484291253278595,0.38285196218106465,0.8427655024946543,0.8490583968196145,0.5265173442579152,0.8459060978873412,5912,9530,1103,53607,70152,7015,15442,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_products,iqr,0.8071844301718861,0.301572464219688,0.7053393577223923,0.818500304991606,0.4225016006053198,0.7598160826268168,14518,33623,6065,151628,205834,20583,48141,1,42,2.0,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_prices,iqr,0.863966814916182,0.40750768330162446,0.7938702779757663,0.8717550723030869,0.5385619650887288,0.831901701871102,5569,8097,1446,55040,70152,7015,13666,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_products,iqr,0.8225414654527434,0.31814034127201385,0.6775494339989312,0.8386513433125867,0.4329778481503904,0.7538088238962758,13946,29890,6637,155361,205834,20583,43836,1,42,2.5,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_prices,iqr,0.8742302429011289,0.4266233766233766,0.7492516037063436,0.8881163184820311,0.543677269200931,0.8157343782754504,5256,7064,1759,56073,70152,7015,12320,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_products,iqr,0.8336669354917069,0.3307467274890916,0.6481562454452704,0.8542787893182763,0.43799143124476764,0.744114327672882,13341,26995,7242,158256,205834,20583,40336,1,42,3.0,coarse
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_prices,iqr,0.8022009351123275,0.3264180539391793,0.9196008553100499,0.7891569127452999,0.4818134289341997,0.851885773994622,6451,13312,564,49825,70152,7015,19763,1,42,1.25,refine
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_products,iqr,0.7603700068987631,0.2590338212854436,0.7505222756643832,0.7614641756319804,0.38514086262777364,0.7559734293824205,15448,44189,5135,141062,205834,20583,59637,1,42,1.25,refine
iqr__multiplier_1p750__attempt_01,iqr__multiplier_1p750,new_prices,iqr,0.8360417379404721,0.3654249895027293,0.868424803991447,0.8324437334684892,0.5143966900278646,0.8502439567978599,6092,10579,923,52558,70152,7015,16671,1,42,1.75,refine
iqr__multiplier_1p750__attempt_01,iqr__multiplier_1p750,new_products,iqr,0.7912881253825899,0.28507213247017693,0.7209833357625225,0.7990996000021592,0.40859030837004406,0.7590372159624679,14840,37217,5743,148034,205834,20583,52057,1,42,1.75,refine
