mh_value,mh_level,granularity,granularity_label,scope_id,dataset_name,detector_family,detector_label,status,error,summary_path
5,mh5,by_country,By country,COUNTRY_1/COUNTRY_1_2026-02-08,COUNTRY_1,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh5\by_country\COUNTRY_1_COUNTRY_1_2026-02-08\if\summary.json
5,mh5,by_country,By country,COUNTRY_2/COUNTRY_2_2026-02-08,COUNTRY_2,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh5\by_country\COUNTRY_2_COUNTRY_2_2026-02-08\if\summary.json
5,mh5,by_country,By country,COUNTRY_3/COUNTRY_3_2026-02-08,COUNTRY_3,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh5\by_country\COUNTRY_3_COUNTRY_3_2026-02-08\if\summary.json
5,mh5,by_country,By country,COUNTRY_4/COUNTRY_4_2026-02-08,COUNTRY_4,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh5\by_country\COUNTRY_4_COUNTRY_4_2026-02-08\if\summary.json
10,mh10,by_country,By country,COUNTRY_1/COUNTRY_1_2026-02-08,COUNTRY_1,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh10\by_country\COUNTRY_1_COUNTRY_1_2026-02-08\if\summary.json
10,mh10,by_country,By country,COUNTRY_2/COUNTRY_2_2026-02-08,COUNTRY_2,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh10\by_country\COUNTRY_2_COUNTRY_2_2026-02-08\if\summary.json
10,mh10,by_country,By country,COUNTRY_3/COUNTRY_3_2026-02-08,COUNTRY_3,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh10\by_country\COUNTRY_3_COUNTRY_3_2026-02-08\if\summary.json
10,mh10,by_country,By country,COUNTRY_4/COUNTRY_4_2026-02-08,COUNTRY_4,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh10\by_country\COUNTRY_4_COUNTRY_4_2026-02-08\if\summary.json
15,mh15,by_country,By country,COUNTRY_1/COUNTRY_1_2026-02-08,COUNTRY_1,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh15\by_country\COUNTRY_1_COUNTRY_1_2026-02-08\if\summary.json
15,mh15,by_country,By country,COUNTRY_2/COUNTRY_2_2026-02-08,COUNTRY_2,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh15\by_country\COUNTRY_2_COUNTRY_2_2026-02-08\if\summary.json
15,mh15,by_country,By country,COUNTRY_3/COUNTRY_3_2026-02-08,COUNTRY_3,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh15\by_country\COUNTRY_3_COUNTRY_3_2026-02-08\if\summary.json
15,mh15,by_country,By country,COUNTRY_4/COUNTRY_4_2026-02-08,COUNTRY_4,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh15\by_country\COUNTRY_4_COUNTRY_4_2026-02-08\if\summary.json
20,mh20,by_country,By country,COUNTRY_1/COUNTRY_1_2026-02-08,COUNTRY_1,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh20\by_country\COUNTRY_1_COUNTRY_1_2026-02-08\if\summary.json
20,mh20,by_country,By country,COUNTRY_2/COUNTRY_2_2026-02-08,COUNTRY_2,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh20\by_country\COUNTRY_2_COUNTRY_2_2026-02-08\if\summary.json
20,mh20,by_country,By country,COUNTRY_3/COUNTRY_3_2026-02-08,COUNTRY_3,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh20\by_country\COUNTRY_3_COUNTRY_3_2026-02-08\if\summary.json
20,mh20,by_country,By country,COUNTRY_4/COUNTRY_4_2026-02-08,COUNTRY_4,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh20\by_country\COUNTRY_4_COUNTRY_4_2026-02-08\if\summary.json
25,mh25,by_country,By country,COUNTRY_1/COUNTRY_1_2026-02-08,COUNTRY_1,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh25\by_country\COUNTRY_1_COUNTRY_1_2026-02-08\if\summary.json
25,mh25,by_country,By country,COUNTRY_2/COUNTRY_2_2026-02-08,COUNTRY_2,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh25\by_country\COUNTRY_2_COUNTRY_2_2026-02-08\if\summary.json
25,mh25,by_country,By country,COUNTRY_3/COUNTRY_3_2026-02-08,COUNTRY_3,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh25\by_country\COUNTRY_3_COUNTRY_3_2026-02-08\if\summary.json
25,mh25,by_country,By country,COUNTRY_4/COUNTRY_4_2026-02-08,COUNTRY_4,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh25\by_country\COUNTRY_4_COUNTRY_4_2026-02-08\if\summary.json
30,mh30,by_country,By country,COUNTRY_1/COUNTRY_1_2026-02-08,COUNTRY_1,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh30\by_country\COUNTRY_1_COUNTRY_1_2026-02-08\if\summary.json
30,mh30,by_country,By country,COUNTRY_2/COUNTRY_2_2026-02-08,COUNTRY_2,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh30\by_country\COUNTRY_2_COUNTRY_2_2026-02-08\if\summary.json
30,mh30,by_country,By country,COUNTRY_3/COUNTRY_3_2026-02-08,COUNTRY_3,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh30\by_country\COUNTRY_3_COUNTRY_3_2026-02-08\if\summary.json
30,mh30,by_country,By country,COUNTRY_4/COUNTRY_4_2026-02-08,COUNTRY_4,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh30\by_country\COUNTRY_4_COUNTRY_4_2026-02-08\if\summary.json
5,mh5,global,Global,GLOBAL_2026-02-08,GLOBAL,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh5\global\GLOBAL_2026-02-08\if\summary.json
10,mh10,global,Global,GLOBAL_2026-02-08,GLOBAL,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh10\global\GLOBAL_2026-02-08\if\summary.json
15,mh15,global,Global,GLOBAL_2026-02-08,GLOBAL,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh15\global\GLOBAL_2026-02-08\if\summary.json
20,mh20,global,Global,GLOBAL_2026-02-08,GLOBAL,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh20\global\GLOBAL_2026-02-08\if\summary.json
25,mh25,global,Global,GLOBAL_2026-02-08,GLOBAL,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh25\global\GLOBAL_2026-02-08\if\summary.json
30,mh30,global,Global,GLOBAL_2026-02-08,GLOBAL,if,Isolation Forest,ok,,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh30\global\GLOBAL_2026-02-08\if\summary.json
