schema_version,sweep_id,run_id,candidate_id,experiment_family,detector_family,dataset_name,dataset_granularity,status,error,training_time_sec,n_train,n_eval_prices,n_eval_products,combined_precision,combined_recall,combined_f1,stage,attempt_count,weighted_f1_mean,rank_score,default_distance,new_prices_accuracy_mean,new_prices_accuracy_std,new_prices_precision_mean,new_prices_precision_std,new_prices_recall_mean,new_prices_recall_std,new_prices_f1_mean,new_prices_f1_std,new_prices_g_mean_mean,new_prices_g_mean_std,new_products_accuracy_mean,new_products_accuracy_std,new_products_precision_mean,new_products_precision_std,new_products_recall_mean,new_products_recall_std,new_products_f1_mean,new_products_f1_std,new_products_g_mean_mean,new_products_g_mean_std,threshold
phase2.v1,1-6coarse_grid_single_attempt_batch,modified_sn__threshold_1p000,modified_sn__threshold_1p000,tuning,modified_sn,COUNTRY_3,by_country,ok,,281.4402689000126,2148858,192792,586168,0.1694551948446568,0.8226713532255017,0.2809878341181891,coarse,1,0.2809878341181891,0.6728404708858121,0.2,0.5947445952114195,0.0,0.17981305970555272,0.0,0.8571502671300378,0.0,0.2972656952689332,0.0,0.6962718896388371,0.0,0.537584787978873,0.0,0.14528684350256638,0.0,0.7422205541149174,0.0,0.24300615809978635,0.0,0.6181671604620872,0.0,1.0
phase2.v1,1-6coarse_grid_single_attempt_batch,modified_sn__threshold_2p000,modified_sn__threshold_2p000,tuning,modified_sn,COUNTRY_3,by_country,ok,,305.9988420999143,2148858,192792,586168,0.24791873612419263,0.8130089046484437,0.3796730665456989,coarse,1,0.3796730665456989,0.7664201826894155,0.0,0.7541028673388938,0.0,0.26867660120398695,0.0,0.8472949841796774,0.0,0.4079823170198684,0.0,0.7938351277500226,0.0,0.6791534167678891,0.0,0.19948371760467254,0.0,0.7330080524088985,0.0,0.3136181487726367,0.0,0.702451977547999,0.0,2.0
phase2.v1,1-6coarse_grid_single_attempt_batch,modified_sn__threshold_3p000,modified_sn__threshold_3p000,tuning,modified_sn,COUNTRY_3,by_country,ok,,321.22623170004226,2148858,192792,586168,0.3097433321120908,0.7954060716133381,0.445491732933034,coarse,1,0.445491732933034,0.7977986214122473,0.2,0.8188514046225984,0.0,0.33590652598015563,0.0,0.8305928730743296,0.0,0.4783569828230022,0.0,0.8240440252177347,0.0,0.7558464467524668,0.0,0.24869587975327295,0.0,0.7133035348710249,0.0,0.36880614985644167,0.0,0.7365593458661102,0.0,3.0
phase2.v1,1-6coarse_grid_single_attempt_batch,modified_sn__threshold_4p000,modified_sn__threshold_4p000,tuning,modified_sn,COUNTRY_3,by_country,ok,,367.439281999832,2148858,192792,586168,0.3579834724449772,0.7715405088318557,0.4886692047480803,coarse,1,0.4886692047480803,0.8068284849180972,0.4,0.8535675754180672,0.0,0.3884013164455969,0.0,0.8080294621090306,0.0,0.5246266017815346,0.0,0.8329442726871086,0.0,0.7981261344870413,0.0,0.28700850311019804,0.0,0.686399617851781,0.0,0.4047686116700201,0.0,0.7458916467904041,0.0,4.0
phase2.v1,1-6coarse_grid_single_attempt_batch,modified_sn__threshold_5p000,modified_sn__threshold_5p000,tuning,modified_sn,COUNTRY_3,by_country,ok,,341.62384420004673,2148858,192792,586168,0.39454322604739606,0.7459913109369769,0.515804601388787,coarse,1,0.515804601388787,0.8058933524865602,0.6,0.8732416282833313,0.0,0.4270524023641865,0.0,0.7832875149125992,0.0,0.5527452415812592,0.0,0.831762018995248,0.0,0.8250211543448295,0.0,0.3186884813082184,0.0,0.6589668349938583,0.0,0.429609774273019,0.0,0.7455331306329558,0.0,5.0
phase2.v1,1-6coarse_grid_single_attempt_batch,modified_sn__threshold_6p000,modified_sn__threshold_6p000,tuning,modified_sn,COUNTRY_3,by_country,ok,,340.87248039990664,2148858,192792,586168,0.4252102843440446,0.7243204137376809,0.5355527228971945,coarse,1,0.5355527228971945,0.8024322042221559,0.8,0.887106311465206,0.0,0.4610588972431078,0.0,0.763369469370818,0.0,0.5748940408992362,0.0,0.8292677296574109,0.0,0.8412588199969975,0.0,0.34156352091289743,0.0,0.6332059505936946,0.0,0.44375631422576384,0.0,0.7398159782065608,0.0,6.0
phase2.v1,1-6coarse_grid_single_attempt_batch,modified_sn__threshold_3p500,modified_sn__threshold_3p500,tuning,modified_sn,COUNTRY_3,by_country,ok,,332.4405471000355,2148858,192792,586168,0.3328671856050586,0.7843970916342387,0.46703217653484713,refine,1,0.46703217653484713,0.80332060144196,0.3,0.8367463380223246,0.0,0.3609115171422706,0.0,0.820685720213704,0.0,0.5013466839887195,0.0,0.8295602923148755,0.0,0.7783007601916174,0.0,0.26743041201823076,0.0,0.6997236249488195,0.0,0.38696499247581173,0.0,0.7420946560718239,0.0,3.5
phase2.v1,1-6coarse_grid_single_attempt_batch,modified_sn__threshold_3p750,modified_sn__threshold_3p750,tuning,modified_sn,COUNTRY_3,by_country,ok,,333.22454429999925,2148858,192792,586168,0.34255450451487124,0.7781845773695708,0.4753625001069527,refine,1,0.4753625001069527,0.8044306592829273,0.35,0.843421926221005,0.0,0.37113085392939843,0.0,0.8147206805332227,0.0,0.5099592539082158,0.0,0.8305127465912884,0.0,0.7874141884237966,0.0,0.27587635588097453,0.0,0.6929336699877167,0.0,0.3946367412373388,0.0,0.7435724555634181,0.0,3.75
phase2.v1,1-6coarse_grid_single_attempt_batch,modified_sn__threshold_4p250,modified_sn__threshold_4p250,tuning,modified_sn,COUNTRY_3,by_country,ok,,328.1601696999278,2148858,192792,586168,0.3656885180066161,0.7649015583506439,0.4944700275815934,refine,1,0.4944700275815934,0.8064437076573798,0.45,0.8579090418689572,0.0,0.39599620639274086,0.0,0.8013382436848384,0.0,0.5300555822411308,0.0,0.8321731754342117,0.0,0.8054875052885863,0.0,0.2949705784389919,0.0,0.67988262590419,0.0,0.4114370667093397,0.0,0.7464082828447723,0.0,4.25
phase2.v1,1-6coarse_grid_single_attempt_batch,modified_sn__threshold_4p500,modified_sn__threshold_4p500,tuning,modified_sn,COUNTRY_3,by_country,ok,,325.57610940001905,2148858,192792,586168,0.3741517447737833,0.7584343989840152,0.500770192633194,refine,1,0.500770192633194,0.8061080875380257,0.5,0.8626758371716668,0.0,0.40493553160008455,0.0,0.7949582447222366,0.0,0.5365588950933885,0.0,0.8317286858283642,0.0,0.8119651703948356,0.0,0.3023229088457472,0.0,0.6732120922614986,0.0,0.41726322022607354,0.0,0.7463266915272356,0.0,4.5
