mh_level,scope_id,dataset_name,dataset_granularity,scope_kind,scope_market,detector_combination,test_case_name,precision,recall,f1,true_negative_rate,false_positive_rate,false_negative_rate,g_mean,tp,fp,fn,tn,positive_count,negative_count,predicted_positive_count
mh30,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=10) -> IF,combined,0.31277056277056275,0.8910585817060637,0.4792268195912379,0.7825838849577722,0.2174161150422278,0.10894141829393628,0.8513026833772127,867.0,1905.0,106.0,6857.0,973.0,8762.0,2772.0
mh5,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=10) -> IF,combined,0.32866846714133724,0.8415758591785415,0.4867353976425227,0.8090327086485857,0.19096729135141427,0.1584241408214585,0.8382246189898803,4016.0,8203.0,756.0,34752.0,4772.0,42955.0,12219.0
mh10,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=5) -> IF,combined,0.17558336151504902,0.8970283344851416,0.30862070258888,0.5322896281800391,0.46771037181996084,0.10297166551485833,0.7116028448740657,2596.0,12189.0,298.0,13872.0,2894.0,26061.0,14785.0
mh15,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=5) -> IF,combined,0.16836822979754282,0.9093457943925234,0.36559725249473063,0.5011935651271406,0.49880643487285936,0.09065420560747664,0.7598795714564912,1946.0,9612.0,194.0,9658.0,2140.0,19270.0,11558.0
mh20,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=5) -> IF,combined,0.22998611753817677,0.9019963702359347,0.42137328018516135,0.6646963997850618,0.3353036002149382,0.09800362976406533,0.8168423625673975,1491.0,4992.0,162.0,9896.0,1653.0,14888.0,6483.0
mh25,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=5) -> IF,combined,0.2474356290558928,0.8934240362811792,0.44214198844633623,0.6982541547758939,0.3017458452241061,0.10657596371882086,0.8287348847975999,1182.0,3595.0,141.0,8319.0,1323.0,11914.0,4777.0
mh30,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=5) -> IF,combined,0.28164049983979494,0.9033915724563206,0.4672087522176227,0.7441223464962338,0.2558776535037663,0.09660842754367935,0.8457051167093963,879.0,2242.0,94.0,6520.0,973.0,8762.0,3121.0
mh5,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=5) -> IF,combined,0.31054612489438516,0.8472338642078793,0.4714124542955168,0.7910371318822023,0.20896286811779768,0.1527661357921207,0.8331756082790167,4043.0,8976.0,729.0,33979.0,4772.0,42955.0,13019.0
mh10,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> IF,new_prices,0.19653465346534654,0.9407582938388626,0.32514332514332517,0.5731194108364019,0.4268805891635981,0.05924170616113744,0.7342798098166581,794.0,3246.0,50.0,4358.0,844.0,7604.0,4040.0
mh15,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> IF,new_prices,0.2845138055222089,0.9294117647058824,0.43566176470588236,0.7405311275576839,0.2594688724423161,0.07058823529411765,0.8296133690358564,474.0,1192.0,36.0,3402.0,510.0,4594.0,1666.0
