run_id,candidate_id,dataset_split,detector_name,accuracy,precision,recall,tnr,f1,g_mean,tp,fp,fn,tn,n_rows,n_injected,n_predicted,attempt_index,attempt_seed,multiplier,stage
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_prices,iqr,0.7501347273119207,0.2772527032438927,0.9327674481271895,0.7298434178617407,0.42745122252408,0.8250904086288495,6923,18047,499,48755,74224,7422,24970,1,42,1.0,coarse
iqr__multiplier_1p000__attempt_01,iqr__multiplier_1p000,new_products,iqr,0.718355854934154,0.2290468690864252,0.767792101493759,0.7128631384620981,0.35283607913939674,0.7398180094842588,18761,63148,5674,156775,244358,24435,81909,1,42,1.0,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_prices,iqr,0.7912265574477259,0.31023784901758017,0.889248181083266,0.7803359180862849,0.45999442431000837,0.8330139829511682,6600,14674,822,52128,74224,7422,21274,1,42,1.5,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_products,iqr,0.7562060583242619,0.2538666293079294,0.7416001636996112,0.757828876470401,0.37824975212649375,0.7496706068979507,18121,53259,6314,166664,244358,24435,71380,1,42,1.5,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_prices,iqr,0.819721383918948,0.33814981802379274,0.8387227162489895,0.8176102511900841,0.4819790174596415,0.8280992034238205,6225,12184,1197,54618,74224,7422,18409,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_products,iqr,0.7882573928416504,0.2804560365343796,0.7137712297933292,0.7965333321207877,0.40268750793669117,0.7540176231622395,17441,44747,6994,175176,244358,24435,62188,1,42,2.0,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_prices,iqr,0.8349859883595603,0.3551272814601345,0.7969549986526543,0.8392114008562618,0.4913198770662015,0.8178103208193782,5915,10741,1507,56061,74224,7422,16656,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_products,iqr,0.8033581875772432,0.2935953013564536,0.6873746674851647,0.8162447765808942,0.41144984873167323,0.7490433778418942,16796,40412,7639,179511,244358,24435,57208,1,42,2.5,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_prices,iqr,0.8479871739599052,0.37280094880411146,0.7623282134195635,0.8575042663393312,0.5007301208018053,0.8085169728324297,5658,9519,1764,57283,74224,7422,15177,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_products,iqr,0.8183935046120856,0.3096556200366524,0.6638428483732352,0.8355651750840066,0.422317395436025,0.7447710828363624,16221,36163,8214,183760,244358,24435,52384,1,42,3.0,coarse
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_prices,iqr,0.7720144427678379,0.29360389328234987,0.9104015090272164,0.756639022783749,0.44401366802470754,0.8299670524371454,6757,16257,665,50545,74224,7422,23014,1,42,1.25,refine
iqr__multiplier_1p250__attempt_01,iqr__multiplier_1p250,new_products,iqr,0.734929897936634,0.2388413378740596,0.7548598322078985,0.7327155413485629,0.3628691153036533,0.74370527132628,18445,58782,5990,161141,244358,24435,77227,1,42,1.25,refine
iqr__multiplier_1p750__attempt_01,iqr__multiplier_1p750,new_prices,iqr,0.8054402888553568,0.3231009627501386,0.8636486122338992,0.7989730846381845,0.4702688822860497,0.8306816452528645,6410,13429,1012,53373,74224,7422,19839,1,42,1.75,refine
iqr__multiplier_1p750__attempt_01,iqr__multiplier_1p750,new_products,iqr,0.7684872195712847,0.2627320112812486,0.7281767955801105,0.7729659926428796,0.3861411923001801,0.7502372288916962,17793,49930,6642,169993,244358,24435,67723,1,42,1.75,refine
