schema_version,sweep_id,run_id,candidate_id,experiment_family,detector_family,dataset_name,dataset_granularity,status,error,training_time_sec,n_train,n_eval_prices,n_eval_products,combined_precision,combined_recall,combined_f1,stage,attempt_count,weighted_f1_mean,rank_score,default_distance,threshold
phase2.v1,by_competitor_single_attempt_batch,standard_zscore__threshold_2p000,standard_zscore__threshold_2p000,tuning,standard_zscore,COMPETITOR_3_COUNTRY_4,by_competitor,error,'run_id',0.005798900034278631,0,0,0,,,,coarse,0,,,0.3333333333333333,2.0
phase2.v1,by_competitor_single_attempt_batch,standard_zscore__threshold_2p500,standard_zscore__threshold_2p500,tuning,standard_zscore,COMPETITOR_3_COUNTRY_4,by_competitor,error,'run_id',0.00459610007237643,0,0,0,,,,coarse,0,,,0.16666666666666666,2.5
phase2.v1,by_competitor_single_attempt_batch,standard_zscore__threshold_3p000,standard_zscore__threshold_3p000,tuning,standard_zscore,COMPETITOR_3_COUNTRY_4,by_competitor,error,'run_id',0.004026400041766465,0,0,0,,,,coarse,0,,,0.0,3.0
phase2.v1,by_competitor_single_attempt_batch,standard_zscore__threshold_3p500,standard_zscore__threshold_3p500,tuning,standard_zscore,COMPETITOR_3_COUNTRY_4,by_competitor,error,'run_id',0.004462099983356893,0,0,0,,,,coarse,0,,,0.16666666666666666,3.5
phase2.v1,by_competitor_single_attempt_batch,standard_zscore__threshold_4p000,standard_zscore__threshold_4p000,tuning,standard_zscore,COMPETITOR_3_COUNTRY_4,by_competitor,error,'run_id',0.004612699965946376,0,0,0,,,,coarse,0,,,0.3333333333333333,4.0
phase2.v1,by_competitor_single_attempt_batch,standard_zscore__threshold_4p500,standard_zscore__threshold_4p500,tuning,standard_zscore,COMPETITOR_3_COUNTRY_4,by_competitor,error,'run_id',0.0041313000256195664,0,0,0,,,,coarse,0,,,0.5,4.5
phase2.v1,by_competitor_single_attempt_batch,standard_zscore__threshold_5p000,standard_zscore__threshold_5p000,tuning,standard_zscore,COMPETITOR_3_COUNTRY_4,by_competitor,error,'run_id',0.004780399962328374,0,0,0,,,,coarse,0,,,0.6666666666666666,5.0
