detector_family,full_mh_values,full_mh_count,subset_target_mh_values,subset_available_mh_values,subset_available_mh_count,candidate_count_full,candidate_count_subset,max_support_count_full,max_support_count_subset,full_best_candidate_id,full_best_configuration_json,full_best_support_count,subset_best_candidate_id,subset_best_configuration_json,subset_best_support_count,config_match,equal_support_full_best_candidate_id,equal_support_full_best_configuration_json,equal_support_full_best_support_count,equal_support_subset_best_candidate_id,equal_support_subset_best_configuration_json,equal_support_subset_best_support_count,equal_support_config_match,rank_score_spearman,full_best_mean_rank_score,subset_choice_mean_rank_score_on_full,rank_score_regret,full_best_mean_combined_f1,subset_choice_mean_combined_f1_on_full,combined_f1_regret,full_best_mean_new_prices_f1,subset_choice_mean_new_prices_f1_on_full,new_prices_f1_regret,full_best_mean_new_prices_g_mean,subset_choice_mean_new_prices_g_mean_on_full,new_prices_g_mean_regret,full_best_mean_new_products_f1,subset_choice_mean_new_products_f1_on_full,new_products_f1_regret,full_best_mean_new_products_g_mean,subset_choice_mean_new_products_g_mean_on_full,new_products_g_mean_regret,equal_support_full_best_mean_rank_score,equal_support_subset_choice_mean_rank_score_on_full,equal_support_rank_score_regret,equal_support_full_best_mean_combined_f1,equal_support_subset_choice_mean_combined_f1_on_full,equal_support_combined_f1_regret
standard_zscore,"mh5,mh6,mh7,mh8,mh9,mh10,mh11,mh12,mh13,mh14,mh15,mh16,mh17,mh18,mh19,mh20,mh21,mh22,mh23,mh24,mh25,mh26,mh27,mh28,mh29,mh30",26,"mh5,mh10,mh15,mh20,mh25,mh30","mh5,mh10,mh15,mh20,mh25,mh30",6,10,10,26,6,standard_zscore__threshold_3p250,"{""threshold"": 3.25}",16,standard_zscore__threshold_3p250,"{""threshold"": 3.25}",4,True,standard_zscore__threshold_2p750,"{""threshold"": 2.75}",26,standard_zscore__threshold_2p750,"{""threshold"": 2.75}",6,True,0.9999999999999999,0.8368352546647342,0.8368352546647342,0.0,0.6128505624313065,0.6128505624313065,0.0,0.6840894851682762,0.6840894851682762,0.0,0.8860119332301574,0.8860119332301574,0.0,0.44662640937837755,0.44662640937837755,0.0,0.7220896713454136,0.7220896713454136,0.0,0.8278709587037505,0.8278709587037505,0.0,0.5854088688808573,0.5854088688808573,0.0
